timestamp,temperature,pressure
2024-01-15 08:00:00,22.5,1013.2
2024-01-15 08:05:00,23.1,1013.8
2024-01-15 08:10:00,22.8,1013.5
2024-01-15 08:15:00,23.4,1014.1
2024-01-15 08:20:00,24.2,1014.7
2024-01-15 08:25:00,24.8,1015.2
2024-01-15 08:30:00,25.3,1015.8
2024-01-15 08:35:00,25.9,1016.3
2024-01-15 08:40:00,26.4,1016.9
2024-01-15 08:45:00,26.8,1017.2
2024-01-15 08:50:00,27.3,1017.8
2024-01-15 08:55:00,27.6,1018.1
2024-01-15 09:00:00,28.1,1018.5
2024-01-15 09:05:00,28.5,1018.9
2024-01-15 09:10:00,28.9,1019.2
2024-01-15 09:15:00,29.2,1019.5
2024-01-15 09:20:00,29.6,1019.8
2024-01-15 09:25:00,29.9,1020.0
2024-01-15 09:30:00,30.3,1019.7
2024-01-15 09:35:00,30.5,1019.4
2024-01-15 09:40:00,30.8,1019.1
2024-01-15 09:45:00,31.1,1018.8
2024-01-15 09:50:00,31.3,1018.5
2024-01-15 09:55:00,31.5,1018.2
2024-01-15 10:00:00,31.7,1017.9
2024-01-15 10:05:00,31.9,1017.6
2024-01-15 10:10:00,32.1,1017.3
2024-01-15 10:15:00,32.3,1017.0
2024-01-15 10:20:00,32.4,1016.7
2024-01-15 10:25:00,32.6,1016.4
2024-01-15 10:30:00,32.7,1016.1
2024-01-15 10:35:00,32.8,1015.8
2024-01-15 10:40:00,32.9,1015.5
2024-01-15 10:45:00,33.0,1015.2
2024-01-15 10:50:00,33.1,1014.9
2024-01-15 10:55:00,33.2,1014.6
2024-01-15 11:00:00,33.2,1014.3
2024-01-15 11:05:00,33.3,1014.0
2024-01-15 11:10:00,33.3,1013.7
2024-01-15 11:15:00,33.4,1013.4
2024-01-15 11:20:00,33.4,1013.1
2024-01-15 11:25:00,33.4,1012.8
2024-01-15 11:30:00,33.5,1012.5
2024-01-15 11:35:00,33.5,1012.2
2024-01-15 11:40:00,33.5,1011.9
2024-01-15 11:45:00,33.4,1011.6
2024-01-15 11:50:00,33.4,1011.3
2024-01-15 11:55:00,33.3,1011.0
2024-01-15 12:00:00,33.3,1010.7
2024-01-15 12:05:00,33.2,1010.4
2024-01-15 12:10:00,33.1,1010.1
2024-01-15 12:15:00,33.0,1009.8
2024-01-15 12:20:00,32.9,1009.5
2024-01-15 12:25:00,32.8,1009.2
2024-01-15 12:30:00,32.6,1008.9
2024-01-15 12:35:00,32.5,1008.6
2024-01-15 12:40:00,32.3,1008.3
2024-01-15 12:45:00,32.1,1008.0
2024-01-15 12:50:00,31.9,1007.7
2024-01-15 12:55:00,31.7,1007.4
2024-01-15 13:00:00,31.5,1007.1
