timestamp,temperature,pressure
2024-01-15 08:00:00,22.3,1012.4
2024-01-15 08:05:00,22.5,1012.6
2024-01-15 08:10:00,22.8,1012.8
2024-01-15 08:15:00,23.1,1013.2
2024-01-15 08:20:00,23.4,1013.5
2024-01-15 08:25:00,23.7,1013.8
2024-01-15 08:30:00,24.0,1014.1
2024-01-15 08:35:00,24.3,1014.4
2024-01-15 08:40:00,24.6,1014.7
2024-01-15 08:45:00,24.9,1015.0
2024-01-15 08:50:00,25.2,1015.3
2024-01-15 08:55:00,25.5,1015.6
2024-01-15 09:00:00,25.8,1015.9
2024-01-15 09:05:00,26.1,1016.2
2024-01-15 09:10:00,26.4,1016.5
2024-01-15 09:15:00,26.7,1016.8
2024-01-15 09:20:00,27.0,1017.1
2024-01-15 09:25:00,27.3,1017.4
2024-01-15 09:30:00,27.6,1017.7
2024-01-15 09:35:00,27.9,1018.0
2024-01-15 09:40:00,28.2,1018.3
2024-01-15 09:45:00,28.5,1018.6
2024-01-15 09:50:00,28.8,1018.9
2024-01-15 09:55:00,29.1,1019.2
2024-01-15 10:00:00,29.4,1019.5
2024-01-15 10:05:00,29.7,1019.8
2024-01-15 10:10:00,30.0,1020.0
2024-01-15 10:15:00,29.8,1019.7
2024-01-15 10:20:00,29.5,1019.4
2024-01-15 10:25:00,29.2,1019.1
2024-01-15 10:30:00,28.9,1018.8
2024-01-15 10:35:00,28.6,1018.5
2024-01-15 10:40:00,28.3,1018.2
2024-01-15 10:45:00,28.0,1017.9
2024-01-15 10:50:00,27.7,1017.6
2024-01-15 10:55:00,27.4,1017.3
2024-01-15 11:00:00,27.1,1017.0
2024-01-15 11:05:00,26.8,1016.7
2024-01-15 11:10:00,26.5,1016.4
2024-01-15 11:15:00,26.2,1016.1
2024-01-15 11:20:00,25.9,1015.8
2024-01-15 11:25:00,25.6,1015.5
2024-01-15 11:30:00,25.3,1015.2
2024-01-15 11:35:00,25.0,1014.9
2024-01-15 11:40:00,24.7,1014.6
2024-01-15 11:45:00,24.4,1014.3
2024-01-15 11:50:00,24.1,1014.0
2024-01-15 11:55:00,23.8,1013.7
2024-01-15 12:00:00,23.5,1013.4
2024-01-15 12:05:00,23.2,1013.1
2024-01-15 12:10:00,22.9,1012.8
2024-01-15 12:15:00,22.6,1012.5
2024-01-15 12:20:00,22.3,1012.2
2024-01-15 12:25:00,22.0,1011.9
2024-01-15 12:30:00,21.7,1011.6
2024-01-15 12:35:00,21.4,1011.3
2024-01-15 12:40:00,21.1,1011.0
2024-01-15 12:45:00,20.8,1010.7
2024-01-15 12:50:00,20.5,1010.4
2024-01-15 12:55:00,20.2,1010.1
2024-01-15 13:00:00,19.9,1009.8
2024-01-15 13:05:00,19.6,1009.5
2024-01-15 13:10:00,19.3,1009.2
2024-01-15 13:15:00,19.0,1008.9
2024-01-15 13:20:00,18.7,1008.6
2024-01-15 13:25:00,18.4,1008.3
2024-01-15 13:30:00,18.1,1008.0
2024-01-15 13:35:00,17.8,1007.7
2024-01-15 13:40:00,17.5,1007.4
2024-01-15 13:45:00,17.2,1007.1
2024-01-15 13:50:00,16.9,1006.8
2024-01-15 13:55:00,16.6,1006.5
2024-01-15 14:00:00,16.3,1006.2
