timestamp,power_kw
2024-01-01 00:00:00,182.4
2024-01-01 01:00:00,168.9
2024-01-01 02:00:00,161.3
2024-01-01 03:00:00,159.7
2024-01-01 04:00:00,163.2
2024-01-01 05:00:00,175.8
2024-01-01 06:00:00,198.5
2024-01-01 07:00:00,235.6
2024-01-01 08:00:00,278.3
2024-01-01 09:00:00,312.5
2024-01-01 10:00:00,328.7
2024-01-01 11:00:00,339.2
2024-01-01 12:00:00,345.8
2024-01-01 13:00:00,342.6
2024-01-01 14:00:00,351.3
2024-01-01 15:00:00,358.9
2024-01-01 16:00:00,365.4
2024-01-01 17:00:00,378.2
2024-01-01 18:00:00,389.6
2024-01-01 19:00:00,383.5
2024-01-01 20:00:00,362.8
2024-01-01 21:00:00,328.4
2024-01-01 22:00:00,285.7
2024-01-01 23:00:00,232.6
2024-01-02 00:00:00,189.3
2024-01-02 01:00:00,174.2
2024-01-02 02:00:00,165.8
2024-01-02 03:00:00,162.4
2024-01-02 04:00:00,167.9
2024-01-02 05:00:00,181.3
2024-01-02 06:00:00,203.7
2024-01-02 07:00:00,241.8
2024-01-02 08:00:00,285.6
2024-01-02 09:00:00,319.8
2024-01-02 10:00:00,335.2
2024-01-02 11:00:00,346.7
2024-01-02 12:00:00,352.9
2024-01-02 13:00:00,349.8
2024-01-02 14:00:00,357.6
2024-01-02 15:00:00,364.3
2024-01-02 16:00:00,371.8
2024-01-02 17:00:00,383.9
2024-01-02 18:00:00,394.2
2024-01-02 19:00:00,387.9
2024-01-02 20:00:00,368.5
2024-01-02 21:00:00,334.7
2024-01-02 22:00:00,291.3
2024-01-02 23:00:00,238.9
2024-01-03 00:00:00,193.7
2024-01-03 01:00:00,178.5
2024-01-03 02:00:00,169.2
2024-01-03 03:00:00,165.8
2024-01-03 04:00:00,171.6
2024-01-03 05:00:00,184.9
2024-01-03 06:00:00,207.3
2024-01-03 07:00:00,245.2
2024-01-03 08:00:00,289.7
2024-01-03 09:00:00,323.4
2024-01-03 10:00:00,339.8
2024-01-03 11:00:00,350.3
2024-01-03 12:00:00,357.2
2024-01-03 13:00:00,353.9
2024-01-03 14:00:00,362.8
2024-01-03 15:00:00,369.7
2024-01-03 16:00:00,376.5
2024-01-03 17:00:00,388.7
2024-01-03 18:00:00,398.5
2024-01-03 19:00:00,392.3
2024-01-03 20:00:00,372.6
2024-01-03 21:00:00,339.2
2024-01-03 22:00:00,295.8
2024-01-03 23:00:00,242.3
2024-01-04 00:00:00,196.8
2024-01-04 01:00:00,181.7
2024-01-04 02:00:00,172.6
2024-01-04 03:00:00,168.9
2024-01-04 04:00:00,174.3
2024-01-04 05:00:00,188.2
2024-01-04 06:00:00,210.8
2024-01-04 07:00:00,248.9
2024-01-04 08:00:00,293.2
2024-01-04 09:00:00,327.6
2024-01-04 10:00:00,343.5
2024-01-04 11:00:00,354.8
2024-01-04 12:00:00,361.4
2024-01-04 13:00:00,358.2
2024-01-04 14:00:00,366.9
2024-01-04 15:00:00,373.8
2024-01-04 16:00:00,380.9
2024-01-04 17:00:00,393.4
2024-01-04 18:00:00,402.8
2024-01-04 19:00:00,396.7
2024-01-04 20:00:00,376.3
2024-01-04 21:00:00,343.8
2024-01-04 22:00:00,299.6
2024-01-04 23:00:00,245.7
2024-01-05 00:00:00,199.5
2024-01-05 01:00:00,184.9
2024-01-05 02:00:00,175.3
2024-01-05 03:00:00,171.8
2024-01-05 04:00:00,177.9
2024-01-05 05:00:00,191.6
2024-01-05 06:00:00,213.9
2024-01-05 07:00:00,252.6
2024-01-05 08:00:00,296.8
2024-01-05 09:00:00,331.9
2024-01-05 10:00:00,347.2
2024-01-05 11:00:00,358.6
2024-01-05 12:00:00,365.8
2024-01-05 13:00:00,362.3
2024-01-05 14:00:00,371.4
2024-01-05 15:00:00,378.2
2024-01-05 16:00:00,385.6
2024-01-05 17:00:00,397.8
2024-01-05 18:00:00,407.3
2024-01-05 19:00:00,401.2
2024-01-05 20:00:00,380.9
2024-01-05 21:00:00,347.5
2024-01-05 22:00:00,303.7
2024-01-05 23:00:00,249.2
2024-01-06 00:00:00,205.3
2024-01-06 01:00:00,192.8
2024-01-06 02:00:00,184.7
2024-01-06 03:00:00,180.2
2024-01-06 04:00:00,183.5
2024-01-06 05:00:00,194.8
2024-01-06 06:00:00,213.6
2024-01-06 07:00:00,242.9
2024-01-06 08:00:00,273.4
2024-01-06 09:00:00,298.7
2024-01-06 10:00:00,312.5
2024-01-06 11:00:00,323.8
2024-01-06 12:00:00,329.6
2024-01-06 13:00:00,327.4
2024-01-06 14:00:00,333.9
2024-01-06 15:00:00,338.7
2024-01-06 16:00:00,343.2
2024-01-06 17:00:00,352.6
2024-01-06 18:00:00,358.9
2024-01-06 19:00:00,354.8
2024-01-06 20:00:00,339.7
2024-01-06 21:00:00,312.8
2024-01-06 22:00:00,276.5
2024-01-06 23:00:00,229.8
2024-01-07 00:00:00,198.7
2024-01-07 01:00:00,187.3
2024-01-07 02:00:00,179.5
2024-01-07 03:00:00,175.9
2024-01-07 04:00:00,179.8
2024-01-07 05:00:00,191.2
2024-01-07 06:00:00,209.8
2024-01-07 07:00:00,238.5
2024-01-07 08:00:00,269.7
2024-01-07 09:00:00,294.3
2024-01-07 10:00:00,308.9
2024-01-07 11:00:00,319.5
2024-01-07 12:00:00,325.8
2024-01-07 13:00:00,323.9
2024-01-07 14:00:00,329.7
2024-01-07 15:00:00,334.8
2024-01-07 16:00:00,339.6
2024-01-07 17:00:00,348.3
2024-01-07 18:00:00,354.7
2024-01-07 19:00:00,350.2
2024-01-07 20:00:00,335.8
2024-01-07 21:00:00,308.5
2024-01-07 22:00:00,272.9
2024-01-07 23:00:00,226.4
2024-01-08 00:00:00,185.8
2024-01-08 01:00:00,171.5
2024-01-08 02:00:00,163.7
2024-01-08 03:00:00,161.2
2024-01-08 04:00:00,165.8
2024-01-08 05:00:00,178.6
2024-01-08 06:00:00,201.3
2024-01-08 07:00:00,238.9
2024-01-08 08:00:00,282.7
2024-01-08 09:00:00,316.8
2024-01-08 10:00:00,332.6
2024-01-08 11:00:00,343.9
2024-01-08 12:00:00,350.3
2024-01-08 13:00:00,347.5
2024-01-08 14:00:00,356.2
2024-01-08 15:00:00,362.8
2024-01-08 16:00:00,369.7
2024-01-08 17:00:00,382.5
2024-01-08 18:00:00,392.4
2024-01-08 19:00:00,386.8
2024-01-08 20:00:00,367.2
2024-01-08 21:00:00,333.5
2024-01-08 22:00:00,289.8
