timestamp,sensor_id,temperature,humidity,pressure
2024-01-01 00:00:00,1,22.3,45.2,1013.2
2024-01-01 00:15:00,2,23.1,48.7,1012.8
2024-01-01 00:30:00,3,21.8,52.3,1014.1
2024-01-01 00:45:00,4,24.5,43.9,1011.5
2024-01-01 01:00:00,5,22.7,50.1,1013.7
2024-01-01 01:15:00,6,23.9,46.8,1012.3
2024-01-01 01:30:00,7,21.2,55.4,1014.8
2024-01-01 01:45:00,8,25.1,41.2,1010.9
2024-01-01 02:00:00,9,22.9,49.3,1013.4
2024-01-01 02:15:00,10,24.2,44.6,1011.8
2024-01-01 02:30:00,1,21.5,53.7,1014.5
2024-01-01 02:45:00,2,23.6,47.1,1012.6
2024-01-01 03:00:00,3,22.1,51.8,1013.9
2024-01-01 03:15:00,4,24.8,42.4,1011.2
2024-01-01 03:30:00,5,23.3,48.9,1013.1
2024-01-01 03:45:00,6,21.9,54.2,1014.3
2024-01-01 04:00:00,7,25.4,40.7,1010.6
2024-01-01 04:15:00,8,22.6,50.5,1013.8
2024-01-01 04:30:00,9,24.1,45.3,1012.0
2024-01-01 04:45:00,10,21.7,52.9,1014.6
2024-01-01 05:00:00,1,23.8,46.2,1012.4
2024-01-01 05:15:00,2,22.4,49.7,1013.5
2024-01-01 05:30:00,3,24.6,43.1,1011.7
2024-01-01 05:45:00,4,21.3,54.8,1014.9
2024-01-01 06:00:00,5,25.2,41.5,1010.8
2024-01-01 06:15:00,6,23.0,48.4,1013.3
2024-01-01 06:30:00,7,22.8,50.9,1013.6
2024-01-01 06:45:00,8,24.3,44.8,1011.9
2024-01-01 07:00:00,9,21.6,53.5,1014.4
2024-01-01 07:15:00,10,23.7,46.6,1012.5
2024-01-01 07:30:00,1,22.2,51.2,1013.8
2024-01-01 07:45:00,2,24.9,42.9,1011.3
2024-01-01 08:00:00,3,23.4,47.8,1012.9
2024-01-01 08:15:00,4,21.8,54.6,1014.7
2024-01-01 08:30:00,5,25.5,40.3,1010.5
2024-01-01 08:45:00,6,22.5,50.2,1013.7
2024-01-01 09:00:00,7,24.0,45.7,1012.1
2024-01-01 09:15:00,8,21.4,53.1,1014.5
2024-01-01 09:30:00,9,23.9,46.9,1012.6
2024-01-01 09:45:00,10,22.7,49.4,1013.4
2024-01-01 10:00:00,1,24.7,43.6,1011.6
2024-01-01 10:15:00,2,21.1,55.3,1015.0
2024-01-01 10:30:00,3,25.3,41.0,1010.7
2024-01-01 10:45:00,4,23.1,48.6,1013.2
2024-01-01 11:00:00,5,22.9,50.8,1013.9
2024-01-01 11:15:00,6,24.4,44.2,1011.8
2024-01-01 11:30:00,7,21.5,53.9,1014.6
2024-01-01 11:45:00,8,23.6,47.3,1012.7
2024-01-01 12:00:00,9,22.3,51.5,1014.0
2024-01-01 12:15:00,10,25.0,42.1,1011.1
2024-01-01 12:30:00,1,23.2,49.0,1013.3
2024-01-01 12:45:00,2,21.9,54.4,1014.8
2024-01-01 13:00:00,3,24.5,43.8,1011.5
2024-01-01 13:15:00,4,22.6,50.6,1013.8
2024-01-01 13:30:00,5,23.8,46.1,1012.4
2024-01-01 13:45:00,6,21.2,55.2,1015.1
2024-01-01 14:00:00,7,25.4,40.6,1010.6
2024-01-01 14:15:00,8,22.8,49.8,1013.5
2024-01-01 14:30:00,9,24.1,45.4,1012.0
2024-01-01 14:45:00,10,21.7,52.7,1014.4
2024-01-01 15:00:00,1,23.5,47.5,1012.8
2024-01-01 15:15:00,2,22.4,51.1,1013.9
2024-01-01 15:30:00,3,24.8,42.7,1011.2
2024-01-01 15:45:00,4,21.0,55.8,1015.3
2024-01-01 16:00:00,5,25.1,41.3,1010.8
2024-01-01 16:15:00,6,23.3,48.2,1013.1
2024-01-01 16:30:00,7,22.1,52.0,1014.1
2024-01-01 16:45:00,8,24.6,44.0,1011.7
2024-01-01 17:00:00,9,21.8,53.6,1014.5
2024-01-01 17:15:00,10,23.9,46.7,1012.5
2024-01-01 17:30:00,1,22.5,50.3,1013.6
2024-01-01 17:45:00,2,24.2,45.1,1011.9
2024-01-01 18:00:00,3,21.3,54.9,1014.9
2024-01-01 18:15:00,4,25.5,40.2,1010.5
2024-01-01 18:30:00,5,23.0,49.5,1013.4
2024-01-01 18:45:00,6,22.7,51.7,1014.2
2024-01-01 19:00:00,7,24.3,43.5,1011.6
2024-01-01 19:15:00,8,21.6,53.3,1014.7
2024-01-01 19:30:00,9,23.8,47.0,1012.6
2024-01-01 19:45:00,10,22.2,50.9,1013.8
2024-01-01 20:00:00,1,24.9,42.4,1011.3
2024-01-01 20:15:00,2,21.4,55.1,1015.0
2024-01-01 20:30:00,3,25.2,41.1,1010.7
2024-01-01 20:45:00,4,23.1,48.7,1013.2
2024-01-01 21:00:00,5,22.8,50.4,1013.7
2024-01-01 21:15:00,6,24.5,44.3,1011.8
2024-01-01 21:30:00,7,21.2,54.7,1014.8
2024-01-01 21:45:00,8,23.7,46.8,1012.7
2024-01-01 22:00:00,9,22.4,51.3,1014.0
2024-01-01 22:15:00,10,25.0,42.0,1011.1
2024-01-01 22:30:00,1,23.3,49.1,1013.3
2024-01-01 22:45:00,2,21.7,54.5,1014.8
2024-01-01 23:00:00,3,24.6,43.7,1011.5
2024-01-01 23:15:00,4,22.5,50.7,1013.8
2024-01-01 23:30:00,5,23.9,46.0,1012.4
2024-01-01 23:45:00,6,21.1,55.4,1015.1
2024-01-02 00:00:00,7,25.3,40.8,1010.6
2024-01-02 00:15:00,8,22.9,49.6,1013.5
2024-01-02 00:30:00,9,24.2,45.2,1012.0
2024-01-02 00:45:00,10,21.8,52.8,1014.4
2024-01-02 01:00:00,1,23.6,47.4,1012.8
2024-01-02 01:15:00,2,22.3,51.0,1013.9
2024-01-02 01:30:00,3,24.7,42.8,1011.2
2024-01-02 01:45:00,4,20.9,55.9,1015.3
2024-01-02 02:00:00,5,25.4,41.2,1010.8
2024-01-02 02:15:00,6,23.2,48.3,1013.1
2024-01-02 02:30:00,7,22.0,52.1,1014.1
2024-01-02 02:45:00,8,24.5,44.1,1011.7
2024-01-02 03:00:00,9,21.9,53.4,1014.5
2024-01-02 03:15:00,10,23.8,46.9,1012.5
2024-01-02 03:30:00,1,22.6,50.2,1013.6
2024-01-02 03:45:00,2,24.1,45.5,1011.9
2024-01-02 04:00:00,3,21.2,55.0,1014.9
2024-01-02 04:15:00,4,25.6,40.1,1010.5
2024-01-02 04:30:00,5,23.1,49.4,1013.4
2024-01-02 04:45:00,6,22.8,51.6,1014.2
2024-01-02 05:00:00,7,24.4,43.4,1011.6
2024-01-02 05:15:00,8,21.5,53.8,1014.7
2024-01-02 05:30:00,9,23.7,47.2,1012.6
2024-01-02 05:45:00,10,22.1,50.8,1013.8
2024-01-02 06:00:00,1,25.0,42.3,1011.3
2024-01-02 06:15:00,2,21.3,55.5,1015.0
2024-01-02 06:30:00,3,25.1,41.4,1010.7
2024-01-02 06:45:00,4,23.0,48.9,1013.2
2024-01-02 07:00:00,5,22.7,50.5,1013.7
2024-01-02 07:15:00,6,24.6,44.0,1011.8
2024-01-02 07:30:00,7,21.4,54.6,1014.8
2024-01-02 07:45:00,8,23.5,47.1,1012.7
2024-01-02 08:00:00,9,22.3,51.4,1014.0
2024-01-02 08:15:00,10,24.9,42.5,1011.1
2024-01-02 08:30:00,1,23.4,48.8,1013.3
2024-01-02 08:45:00,2,21.6,54.3,1014.8
2024-01-02 09:00:00,3,24.7,43.9,1011.5
2024-01-02 09:15:00,4,22.4,50.9,1013.8
2024-01-02 09:30:00,5,23.8,46.3,1012.4
2024-01-02 09:45:00,6,21.0,55.7,1015.1
2024-01-02 10:00:00,7,25.5,40.5,1010.6
2024-01-02 10:15:00,8,22.8,49.9,1013.5
2024-01-02 10:30:00,9,24.3,45.0,1012.0
2024-01-02 10:45:00,10,21.7,52.6,1014.4
2024-01-02 11:00:00,1,23.6,47.6,1012.8
2024-01-02 11:15:00,2,22.2,51.2,1013.9
2024-01-02 11:30:00,3,24.8,42.6,1011.2
2024-01-02 11:45:00,4,20.8,56.0,1015.3
2024-01-02 12:00:00,5,25.3,41.5,1010.8
2024-01-02 12:15:00,6,23.3,48.1,1013.1
2024-01-02 12:30:00,7,22.1,52.2,1014.1
2024-01-02 12:45:00,8,24.4,44.4,1011.7
2024-01-02 13:00:00,9,21.8,53.2,1014.5
