2024-01-01 08:15:22,1,2,0,1,5430
2024-01-01 14:22:33,2,3,0,2,8920
2024-01-01 18:45:11,0,1,0,0,3210
2024-01-02 09:30:45,1,1,1,2,12500
2024-01-02 13:25:18,2,2,1,1,6780
2024-01-02 16:50:29,1,3,0,2,4560
2024-01-03 10:12:44,2,1,1,2,9340
2024-01-03 15:33:52,0,2,0,0,2150
2024-01-03 19:40:15,1,2,1,1,7890
2024-01-04 08:25:31,2,3,1,1,5670
2024-01-04 12:18:47,1,1,0,2,11200
2024-01-04 17:05:22,0,3,0,0,3980
2024-01-05 09:42:16,2,2,0,2,8450
2024-01-05 14:55:39,1,3,1,1,6230
2024-01-05 20:10:05,0,1,0,0,4120
2024-01-06 07:30:28,2,1,0,1,10500
2024-01-06 11:45:51,1,2,1,2,13400
2024-01-06 16:20:33,0,2,0,0,2890
2024-01-07 10:05:42,2,3,0,1,7650
2024-01-07 15:38:19,1,1,1,1,9870
2024-01-08 08:52:27,1,2,0,1,4920
2024-01-08 13:15:44,2,2,1,2,11800
2024-01-08 18:30:56,0,3,0,0,3450
2024-01-09 09:25:13,1,3,0,1,5880
2024-01-09 14:40:38,2,1,1,1,8760
2024-01-09 19:55:21,0,1,0,0,2670
2024-01-10 07:18:45,1,1,0,1,6540
2024-01-10 12:33:29,2,3,1,2,14200
2024-01-10 17:48:52,1,2,1,0,4310
2024-01-11 08:10:36,0,2,0,0,3560
2024-01-11 13:25:41,2,2,0,1,9120
2024-01-11 18:42:18,1,3,1,2,10300
2024-01-12 09:55:24,2,1,0,2,7430
2024-01-12 15:10:47,1,1,1,0,5210
2024-01-12 20:28:33,0,3,0,0,2980
2024-01-13 08:42:19,1,2,0,2,12800
2024-01-13 14:05:51,2,3,0,2,6890
2024-01-13 19:20:26,0,1,0,0,4650
2024-01-14 10:35:44,1,1,0,0,890
2024-01-14 15:50:32,2,2,1,1,8340
2024-01-14 21:08:15,1,3,0,0,720
2024-01-15 07:22:38,0,2,0,0,560
2024-01-15 12:40:29,2,1,1,2,11600
2024-01-15 17:55:41,1,2,1,1,9450
2024-01-16 09:12:54,0,3,0,0,1890
2024-01-16 14:28:17,2,3,1,1,7120
2024-01-16 19:45:33,1,1,1,2,10900
2024-01-17 08:05:26,1,2,0,1,6780
2024-01-17 13:20:48,2,2,0,2,13100
2024-01-17 18:38:52,0,1,0,0,3870
2024-01-18 09:52:31,1,3,1,1,8210
2024-01-18 15:15:44,2,1,0,1,5640
2024-01-18 20:32:19,1,1,0,2,4920
2024-01-19 07:48:37,0,2,0,0,2340
2024-01-19 13:05:22,2,3,0,1,9680
2024-01-19 18:22:46,1,2,1,2,11400
2024-01-20 10:38:14,0,3,0,0,450
2024-01-20 16:02:51,2,2,1,2,7890
2024-01-20 21:18:29,1,3,0,2,6120
2024-01-21 08:35:42,1,1,1,1,780
2024-01-21 14:50:16,2,1,1,1,10200
2024-01-21 20:08:33,0,1,0,0,920
2024-01-22 09:22:47,1,2,0,0,340
2024-01-22 15:40:28,2,3,1,2,8950
2024-01-22 21:55:19,1,1,0,1,650
2024-01-23 07:12:35,0,2,0,0,490
2024-01-23 12:28:54,2,2,0,1,7340
2024-01-23 17:45:41,1,3,1,0,870
2024-01-24 10:05:22,0,3,0,0,610
2024-01-24 15:20:38,2,1,0,2,9870
2024-01-24 20:38:15,1,2,1,1,5430
2024-01-25 08:52:29,1,1,1,2,380
2024-01-25 14:15:47,2,3,0,2,11300
2024-01-25 19:32:54,0,1,0,0,740
2024-01-26 09:48:31,1,2,0,1,3560
2024-01-26 15:05:19,2,2,1,1,8670
2024-01-26 20:22:46,1,3,0,1,950
2024-01-27 07:38:52,0,2,0,0,820
2024-01-27 13:02:28,2,1,1,2,6890
2024-01-27 18:18:41,1,1,0,2,590
2024-01-28 10:35:16,0,3,0,0,4230
2024-01-28 15:50:33,2,3,1,1,10600
2024-01-28 21:08:47,1,2,1,2,7650
2024-01-29 08:22:19,1,3,1,1,430
2024-01-29 13:40:52,2,2,0,2,9120
2024-01-29 19:05:28,0,1,0,0,5780
2024-01-30 09:18:44,1,1,1,0,270
2024-01-30 14:35:31,2,1,0,1,8340
2024-01-30 19:52:17,1,2,0,2,520
2024-01-31 07:05:39,0,2,0,0,1670
2024-01-31 12:22:46,2,3,0,1,12200
2024-01-31 17:40:22,1,3,0,0,310
2024-01-31 22:58:14,0,3,0,0,680
2024-01-15 10:30:45,1,2,0,1,6230
2024-01-16 14:22:10,2,3,0,2,9450
2024-01-17 09:15:33,0,1,0,0,4890
2024-01-18 16:45:22,1,1,1,2,13700
2024-01-19 11:30:15,2,2,1,1,7820
2024-01-20 08:12:44,1,0,0,0,180
2024-01-21 13:40:19,0,2,0,0,960
2024-01-22 10:25:37,2,1,1,1,5670
2024-01-23 15:48:29,1,3,1,2,290
2024-01-24 19:05:44,2,2,0,1,410
2024-01-25 08:20:51,1,1,0,0,150
2024-01-26 12:38:16,0,3,0,0,830
2024-01-27 16:52:33,2,3,1,2,6450
2024-01-28 20:15:48,1,2,1,1,540
2024-01-29 09:32:22,1,3,0,2,220
2024-01-30 14:48:57,2,1,0,2,470
