timestamp,temperature,humidity,pressure
2024-01-15 12:00:00,75.2,41.8,1010.3
2024-01-15 12:01:00,75.6,42.1,1010.2
2024-01-15 12:02:00,75.9,42.5,1010.4
2024-01-15 12:03:00,76.3,42.8,1010.5
2024-01-15 12:04:00,76.7,43.2,1010.6
2024-01-15 12:05:00,77.1,43.6,1010.8
2024-01-15 12:06:00,77.5,44.0,1011.0
2024-01-15 12:07:00,77.9,44.4,1011.2
2024-01-15 12:08:00,78.3,44.8,1011.3
2024-01-15 12:09:00,78.7,45.2,1011.5
2024-01-15 12:10:00,79.1,45.6,1011.7
2024-01-15 12:11:00,79.5,46.0,1011.9
2024-01-15 12:12:00,79.9,46.4,1012.1
2024-01-15 12:13:00,80.3,46.8,1012.3
2024-01-15 12:14:00,80.7,47.2,1012.5
2024-01-15 12:15:00,81.1,47.6,1012.7
2024-01-15 12:16:00,81.5,48.0,1012.9
2024-01-15 12:17:00,81.9,48.4,1013.1
2024-01-15 12:18:00,82.3,48.8,1013.3
2024-01-15 12:19:00,82.7,49.2,1013.5
2024-01-15 12:20:00,83.1,49.6,1013.7
2024-01-15 12:21:00,83.5,50.0,1013.9
2024-01-15 12:22:00,83.9,50.4,1014.1
2024-01-15 12:23:00,84.3,50.8,1014.3
2024-01-15 12:24:00,84.7,51.2,1014.5
2024-01-15 12:25:00,85.1,51.6,1014.7
2024-01-15 12:26:00,85.5,52.0,1014.9
2024-01-15 12:27:00,85.9,52.4,1015.1
2024-01-15 12:28:00,86.3,52.8,1015.3
2024-01-15 12:29:00,86.7,53.2,1015.5
2024-01-15 12:30:00,87.1,53.6,1015.7
2024-01-15 12:31:00,87.5,54.0,1015.9
2024-01-15 12:32:00,87.9,54.4,1016.1
2024-01-15 12:33:00,88.3,54.8,1016.3
2024-01-15 12:34:00,88.7,55.2,1016.5
2024-01-15 12:35:00,89.1,55.6,1016.7
2024-01-15 12:36:00,89.5,56.0,1016.9
2024-01-15 12:37:00,89.9,56.4,1017.1
2024-01-15 12:38:00,90.3,56.8,1017.3
2024-01-15 12:39:00,90.7,57.2,1017.5
2024-01-15 12:40:00,91.1,57.6,1017.7
2024-01-15 12:41:00,91.5,58.0,1017.9
2024-01-15 12:42:00,91.9,58.4,1018.1
2024-01-15 12:43:00,92.3,58.8,1018.3
2024-01-15 12:44:00,92.7,59.2,1018.5
2024-01-15 12:45:00,93.1,59.6,1018.7
2024-01-15 12:46:00,93.5,60.0,1018.9
2024-01-15 12:47:00,93.9,60.4,1019.1
2024-01-15 12:48:00,94.3,60.8,1019.3
