timestamp,temperature,humidity,pressure
2024-01-15 14:00:00,77.8,48.3,1012.5
2024-01-15 14:01:00,78.0,48.7,1012.4
2024-01-15 14:02:00,78.3,49.0,1012.6
2024-01-15 14:03:00,78.5,49.2,1012.7
2024-01-15 14:04:00,78.2,49.5,1012.5
2024-01-15 14:05:00,78.7,49.8,1012.8
2024-01-15 14:06:00,79.0,50.1,1012.9
2024-01-15 14:07:00,79.3,50.4,1013.0
2024-01-15 14:08:00,79.5,50.7,1013.2
2024-01-15 14:09:00,79.8,51.0,1013.1
2024-01-15 14:10:00,80.0,51.3,1013.3
2024-01-15 14:11:00,80.2,51.6,1013.4
2024-01-15 14:12:00,80.5,52.0,1013.5
2024-01-15 14:13:00,80.8,52.3,1013.6
2024-01-15 14:14:00,81.0,52.6,1013.7
2024-01-15 14:15:00,81.3,52.9,1013.8
2024-01-15 14:16:00,81.5,53.2,1013.9
2024-01-15 14:17:00,81.8,53.5,1014.0
2024-01-15 14:18:00,82.0,53.8,1014.1
2024-01-15 14:19:00,82.2,54.1,1014.2
2024-01-15 14:20:00,82.5,54.4,1014.3
2024-01-15 14:21:00,82.7,54.7,1014.4
2024-01-15 14:22:00,83.0,55.0,1014.5
2024-01-15 14:23:00,83.2,55.3,1014.6
2024-01-15 14:24:00,83.5,55.6,1014.7
2024-01-15 14:25:00,83.7,55.9,1014.8
2024-01-15 14:26:00,84.0,56.2,1014.9
2024-01-15 14:27:00,84.2,56.5,1015.0
2024-01-15 14:28:00,84.5,56.8,1015.1
2024-01-15 14:29:00,84.7,57.1,1015.2
2024-01-15 14:30:00,85.0,57.4,1015.3
2024-01-15 14:31:00,85.2,57.7,1015.4
2024-01-15 14:32:00,85.5,58.0,1015.5
2024-01-15 14:33:00,85.7,58.3,1015.6
2024-01-15 14:34:00,86.0,58.6,1015.7
2024-01-15 14:35:00,86.2,58.9,1015.8
2024-01-15 14:36:00,86.5,59.2,1015.9
2024-01-15 14:37:00,86.7,59.5,1016.0
2024-01-15 14:38:00,87.0,59.8,1016.1
2024-01-15 14:39:00,87.2,60.1,1016.2
2024-01-15 14:40:00,87.5,60.4,1016.3
2024-01-15 14:41:00,87.7,60.7,1016.4
2024-01-15 14:42:00,88.0,61.0,1016.5
2024-01-15 14:43:00,88.2,61.3,1016.6
2024-01-15 14:44:00,88.5,61.6,1016.7
2024-01-15 14:45:00,88.7,61.9,1016.8
2024-01-15 14:46:00,89.0,62.2,1016.9
2024-01-15 14:47:00,89.2,62.5,1017.0
2024-01-15 14:48:00,89.5,62.8,1017.1
