timestamp,temperature,humidity,pressure
2024-01-15 11:00:00,68.3,52.4,1015.7
2024-01-15 11:01:00,68.5,52.9,1015.6
2024-01-15 11:02:00,68.8,53.2,1015.8
2024-01-15 11:03:00,69.1,53.5,1015.9
2024-01-15 11:04:00,69.4,53.8,1016.1
2024-01-15 11:05:00,69.7,54.1,1016.0
2024-01-15 11:06:00,70.0,54.5,1015.8
2024-01-15 11:07:00,70.3,54.9,1015.7
2024-01-15 11:08:00,70.6,55.2,1015.5
2024-01-15 11:09:00,70.9,55.6,1015.4
2024-01-15 11:10:00,71.2,56.0,1015.3
2024-01-15 11:11:00,71.5,56.4,1015.2
2024-01-15 11:12:00,71.8,56.8,1015.1
2024-01-15 11:13:00,72.1,57.2,1015.0
2024-01-15 11:14:00,72.4,57.6,1014.9
2024-01-15 11:15:00,72.7,58.0,1014.8
2024-01-15 11:16:00,73.0,58.4,1014.7
2024-01-15 11:17:00,73.3,58.8,1014.6
2024-01-15 11:18:00,73.6,59.2,1014.5
2024-01-15 11:19:00,73.9,59.6,1014.4
2024-01-15 11:20:00,74.2,60.0,1014.3
2024-01-15 11:21:00,74.5,60.4,1014.2
2024-01-15 11:22:00,74.8,60.8,1014.1
2024-01-15 11:23:00,75.1,61.2,1014.0
2024-01-15 11:24:00,75.4,61.6,1013.9
2024-01-15 11:25:00,75.7,62.0,1013.8
2024-01-15 11:26:00,76.0,62.4,1013.7
2024-01-15 11:27:00,76.3,62.8,1013.6
2024-01-15 11:28:00,76.6,63.2,1013.5
2024-01-15 11:29:00,76.9,63.6,1013.4
2024-01-15 11:30:00,77.2,64.0,1013.3
2024-01-15 11:31:00,77.5,64.4,1013.2
2024-01-15 11:32:00,77.8,64.8,1013.1
2024-01-15 11:33:00,78.1,65.2,1013.0
2024-01-15 11:34:00,78.4,65.6,1012.9
2024-01-15 11:35:00,78.7,66.0,1012.8
2024-01-15 11:36:00,79.0,66.4,1012.7
2024-01-15 11:37:00,79.3,66.8,1012.6
2024-01-15 11:38:00,79.6,67.2,1012.5
2024-01-15 11:39:00,79.9,67.6,1012.4
2024-01-15 11:40:00,80.2,68.0,1012.3
2024-01-15 11:41:00,80.5,68.4,1012.2
2024-01-15 11:42:00,80.8,68.8,1012.1
2024-01-15 11:43:00,81.1,69.2,1012.0
2024-01-15 11:44:00,81.4,69.6,1011.9
2024-01-15 11:45:00,81.7,70.0,1011.8
2024-01-15 11:46:00,82.0,70.4,1011.7
2024-01-15 11:47:00,82.3,70.8,1011.6
2024-01-15 11:48:00,82.6,71.2,1011.5
