timestamp,temperature,humidity,pressure
2024-01-15 10:00:00,72.5,45.2,1013.2
2024-01-15 10:01:00,72.7,45.8,1013.1
2024-01-15 10:02:00,73.1,46.1,1013.3
2024-01-15 10:03:00,73.4,46.5,1013.5
2024-01-15 10:04:00,73.8,47.2,1013.4
2024-01-15 10:05:00,74.2,47.8,1013.6
2024-01-15 10:06:00,74.6,48.3,1013.8
2024-01-15 10:07:00,75.1,48.9,1013.7
2024-01-15 10:08:00,75.5,49.5,1013.9
2024-01-15 10:09:00,76.0,50.1,1014.1
2024-01-15 10:10:00,76.4,50.7,1014.0
2024-01-15 10:11:00,76.9,51.3,1014.2
2024-01-15 10:12:00,77.3,51.9,1014.4
2024-01-15 10:13:00,77.8,52.5,1014.3
2024-01-15 10:14:00,78.2,53.1,1014.5
2024-01-15 10:15:00,78.7,53.7,1014.7
2024-01-15 10:16:00,79.1,54.3,1014.6
2024-01-15 10:17:00,79.6,54.9,1014.8
2024-01-15 10:18:00,80.0,55.5,1015.0
2024-01-15 10:19:00,80.5,56.1,1014.9
2024-01-15 10:20:00,80.9,56.7,1015.1
2024-01-15 10:21:00,81.4,57.3,1015.3
2024-01-15 10:22:00,81.8,57.9,1015.2
2024-01-15 10:23:00,82.3,58.5,1015.4
2024-01-15 10:24:00,82.7,59.1,1015.6
2024-01-15 10:25:00,83.2,59.7,1015.5
2024-01-15 10:26:00,83.6,60.3,1015.7
2024-01-15 10:27:00,84.1,60.9,1015.9
2024-01-15 10:28:00,84.5,61.5,1015.8
2024-01-15 10:29:00,85.0,62.1,1016.0
2024-01-15 10:30:00,85.4,62.7,1016.2
2024-01-15 10:31:00,85.9,63.3,1016.1
2024-01-15 10:32:00,86.3,63.9,1016.3
2024-01-15 10:33:00,86.8,64.5,1016.5
2024-01-15 10:34:00,87.2,65.1,1016.4
2024-01-15 10:35:00,87.7,65.7,1016.6
2024-01-15 10:36:00,88.1,66.3,1016.8
2024-01-15 10:37:00,88.6,66.9,1016.7
2024-01-15 10:38:00,89.0,67.5,1016.9
2024-01-15 10:39:00,89.5,68.1,1017.1
2024-01-15 10:40:00,89.9,68.7,1017.0
2024-01-15 10:41:00,90.4,69.3,1017.2
2024-01-15 10:42:00,90.8,69.9,1017.4
2024-01-15 10:43:00,91.3,70.5,1017.3
2024-01-15 10:44:00,91.7,71.1,1017.5
2024-01-15 10:45:00,92.2,71.7,1017.7
2024-01-15 10:46:00,92.6,72.3,1017.6
2024-01-15 10:47:00,93.1,72.9,1017.8
2024-01-15 10:48:00,93.5,73.5,1018.0
