customer_id,campaign_id,campaign_name,engagement_date,email_opened,link_clicked,conversion,engagement_score
1001,CMP-1001,Summer Sale 2023,2023-06-15,true,true,true,95
1002,CMP-1001,Summer Sale 2023,2023-06-15,true,true,false,72
1003,CMP-1001,Summer Sale 2023,2023-06-16,true,false,false,45
1004,CMP-1002,Black Friday,2023-11-24,true,true,true,98
1005,CMP-1002,Black Friday,2023-11-24,true,true,true,92
1006,CMP-1002,Black Friday,2023-11-24,true,true,false,78
1007,CMP-1003,New Product Launch,2023-08-10,true,true,true,88
1008,CMP-1003,New Product Launch,2023-08-10,true,false,false,52
1009,CMP-1003,New Product Launch,2023-08-11,false,false,false,0
1010,CMP-1004,Customer Appreciation,2023-09-20,true,true,true,90
1011,CMP-1004,Customer Appreciation,2023-09-20,true,true,false,68
1012,CMP-1004,Customer Appreciation,2023-09-21,true,false,false,42
1013,CMP-1005,Holiday Special,2023-12-15,true,true,true,96
1014,CMP-1005,Holiday Special,2023-12-15,true,true,true,94
1015,CMP-1005,Holiday Special,2023-12-16,true,true,false,75
1016,CMP-1006,Spring Collection,2024-03-10,true,true,true,89
1017,CMP-1006,Spring Collection,2024-03-10,true,false,false,58
1018,CMP-1006,Spring Collection,2024-03-11,true,true,false,71
1019,CMP-1001,Summer Sale 2023,2023-06-17,true,true,true,91
1020,CMP-1001,Summer Sale 2023,2023-06-17,true,false,false,48
1021,CMP-1002,Black Friday,2023-11-25,true,true,true,97
1022,CMP-1002,Black Friday,2023-11-25,true,true,false,80
1023,CMP-1003,New Product Launch,2023-08-12,true,true,false,65
1024,CMP-1003,New Product Launch,2023-08-12,true,false,false,38
1025,CMP-1004,Customer Appreciation,2023-09-22,true,true,true,93
1026,CMP-1004,Customer Appreciation,2023-09-22,true,true,false,70
1027,CMP-1005,Holiday Special,2023-12-17,true,true,true,99
1028,CMP-1005,Holiday Special,2023-12-17,true,true,false,76
1029,CMP-1006,Spring Collection,2024-03-12,true,true,true,87
1030,CMP-1006,Spring Collection,2024-03-12,true,false,false,54
1031,CMP-1001,Summer Sale 2023,2023-06-18,true,true,false,69
1032,CMP-1001,Summer Sale 2023,2023-06-18,false,false,false,15
1033,CMP-1002,Black Friday,2023-11-26,true,true,true,95
1034,CMP-1002,Black Friday,2023-11-26,true,true,false,81
1035,CMP-1003,New Product Launch,2023-08-13,true,true,true,86
1036,CMP-1003,New Product Launch,2023-08-13,true,false,false,47
1037,CMP-1004,Customer Appreciation,2023-09-23,true,true,false,73
1038,CMP-1004,Customer Appreciation,2023-09-23,true,false,false,41
1039,CMP-1005,Holiday Special,2023-12-18,true,true,true,94
1040,CMP-1005,Holiday Special,2023-12-18,true,true,false,77
1041,CMP-1006,Spring Collection,2024-03-13,true,true,true,92
1042,CMP-1006,Spring Collection,2024-03-13,true,false,false,56
1043,CMP-1001,Summer Sale 2023,2023-06-19,true,true,true,90
1044,CMP-1001,Summer Sale 2023,2023-06-19,true,true,false,74
1045,CMP-1002,Black Friday,2023-11-27,true,true,true,98
1046,CMP-1002,Black Friday,2023-11-27,true,true,false,79
1047,CMP-1003,New Product Launch,2023-08-14,true,true,false,66
1048,CMP-1003,New Product Launch,2023-08-14,true,false,false,44
1001,CMP-1004,Customer Appreciation,2023-09-24,true,true,true,91
1002,CMP-1004,Customer Appreciation,2023-09-24,true,true,false,72
1003,CMP-1005,Holiday Special,2023-12-19,true,true,true,96
1004,CMP-1005,Holiday Special,2023-12-19,true,true,false,78
1005,CMP-1006,Spring Collection,2024-03-14,true,true,true,88
1006,CMP-1006,Spring Collection,2024-03-14,true,false,false,51
1007,CMP-1001,Summer Sale 2023,2023-06-20,true,true,false,67
1008,CMP-1001,Summer Sale 2023,2023-06-20,true,false,false,43
1009,CMP-1002,Black Friday,2023-11-28,true,true,true,97
1010,CMP-1002,Black Friday,2023-11-28,true,true,false,82
1011,CMP-1003,New Product Launch,2023-08-15,true,true,true,85
1012,CMP-1003,New Product Launch,2023-08-15,true,false,false,49
1013,CMP-1004,Customer Appreciation,2023-09-25,true,true,false,71
1014,CMP-1004,Customer Appreciation,2023-09-25,true,false,false,39
1015,CMP-1005,Holiday Special,2023-12-20,true,true,true,93
1016,CMP-1005,Holiday Special,2023-12-20,true,true,false,75
1017,CMP-1006,Spring Collection,2024-03-15,true,true,true,89
1018,CMP-1006,Spring Collection,2024-03-15,true,false,false,55
1019,CMP-1001,Summer Sale 2023,2023-06-21,true,true,true,92
1020,CMP-1001,Summer Sale 2023,2023-06-21,true,true,false,73
1021,CMP-1002,Black Friday,2023-11-29,true,true,true,99
1022,CMP-1002,Black Friday,2023-11-29,true,true,false,80
1023,CMP-1003,New Product Launch,2023-08-16,true,true,false,64
1024,CMP-1003,New Product Launch,2023-08-16,true,false,false,46
1025,CMP-1004,Customer Appreciation,2023-09-26,true,true,true,94
1026,CMP-1004,Customer Appreciation,2023-09-26,true,true,false,70
1027,CMP-1005,Holiday Special,2023-12-21,true,true,true,95
1028,CMP-1005,Holiday Special,2023-12-21,true,true,false,76
1029,CMP-1006,Spring Collection,2024-03-16,true,true,true,87
1030,CMP-1006,Spring Collection,2024-03-16,true,false,false,53
1031,CMP-1001,Summer Sale 2023,2023-06-22,true,true,false,68
1032,CMP-1001,Summer Sale 2023,2023-06-22,false,false,false,12
1033,CMP-1002,Black Friday,2023-11-30,true,true,true,96
1034,CMP-1002,Black Friday,2023-11-30,true,true,false,81
1035,CMP-1003,New Product Launch,2023-08-17,true,true,true,84
1036,CMP-1003,New Product Launch,2023-08-17,true,false,false,48
1037,CMP-1004,Customer Appreciation,2023-09-27,true,true,false,72
1038,CMP-1004,Customer Appreciation,2023-09-27,true,false,false,40
1039,CMP-1005,Holiday Special,2023-12-22,true,true,true,98
1040,CMP-1005,Holiday Special,2023-12-22,true,true,false,77
1041,CMP-1006,Spring Collection,2024-03-17,true,true,true,90
1042,CMP-1006,Spring Collection,2024-03-17,true,false,false,57
1043,CMP-1001,Summer Sale 2023,2023-06-23,true,true,true,91
1044,CMP-1001,Summer Sale 2023,2023-06-23,true,true,false,74
1045,CMP-1002,Black Friday,2023-12-01,true,true,true,97
1046,CMP-1002,Black Friday,2023-12-01,true,true,false,79
1047,CMP-1003,New Product Launch,2023-08-18,true,true,false,65
1048,CMP-1003,New Product Launch,2023-08-18,true,false,false,45
1001,CMP-1005,Holiday Special,2023-12-23,true,true,true,100
1002,CMP-1005,Holiday Special,2023-12-23,true,true,false,83
1003,CMP-1006,Spring Collection,2024-03-18,true,true,true,86
1004,CMP-1006,Spring Collection,2024-03-18,true,false,false,52
1005,CMP-1001,Summer Sale 2023,2023-06-24,true,true,false,69
1006,CMP-1001,Summer Sale 2023,2023-06-24,true,false,false,41
1007,CMP-1002,Black Friday,2023-12-02,true,true,true,95
1008,CMP-1002,Black Friday,2023-12-02,true,true,false,80
1009,CMP-1003,New Product Launch,2023-08-19,true,true,true,87
1010,CMP-1003,New Product Launch,2023-08-19,true,false,false,50
1011,CMP-1004,Customer Appreciation,2023-09-28,true,true,false,71
1012,CMP-1004,Customer Appreciation,2023-09-28,true,false,false,38
1013,CMP-1005,Holiday Special,2023-12-24,true,true,true,94
1014,CMP-1005,Holiday Special,2023-12-24,true,true,false,76
1015,CMP-1006,Spring Collection,2024-03-19,true,true,true,88
1016,CMP-1006,Spring Collection,2024-03-19,true,false,false,54
1017,CMP-1001,Summer Sale 2023,2023-06-25,true,true,true,93
1018,CMP-1001,Summer Sale 2023,2023-06-25,true,true,false,75
1019,CMP-1002,Black Friday,2023-12-03,true,true,true,99
1020,CMP-1002,Black Friday,2023-12-03,true,true,false,82
1021,CMP-1003,New Product Launch,2023-08-20,true,true,false,63
1022,CMP-1003,New Product Launch,2023-08-20,true,false,false,47
1023,CMP-1004,Customer Appreciation,2023-09-29,true,true,true,92
1024,CMP-1004,Customer Appreciation,2023-09-29,true,true,false,70
1025,CMP-1005,Holiday Special,2023-12-25,true,true,true,96
1026,CMP-1005,Holiday Special,2023-12-25,true,true,false,78
1027,CMP-1006,Spring Collection,2024-03-20,true,true,true,89
1028,CMP-1006,Spring Collection,2024-03-20,true,false,false,56
