transaction_id,customer_id,amount,timestamp
TXN081,CUST301,198.30,2024-01-15 10:00:00
TXN082,CUST302,45.99,2024-01-15 10:15:00
TXN083,CUST303,425.00,2024-01-15 10:30:00
TXN084,CUST304,167.50,2024-01-15 10:45:00
TXN085,CUST305,289.75,2024-01-15 11:00:00
TXN086,CUST306,532.40,2024-01-15 11:15:00
TXN087,CUST307,78.25,2024-01-15 11:30:00
TXN088,CUST308,345.60,2024-01-15 11:45:00
TXN089,CUST309,612.80,2024-01-15 12:00:00
TXN090,CUST310,93.45,2024-01-15 12:15:00
TXN091,CUST311,456.20,2024-01-15 12:30:00
TXN092,CUST312,234.90,2024-01-15 12:45:00
TXN093,CUST313,567.35,2024-01-15 13:00:00
TXN094,CUST314,128.70,2024-01-15 13:15:00
TXN095,CUST315,389.50,2024-01-15 13:30:00
TXN096,CUST316,675.25,2024-01-15 13:45:00
TXN097,CUST317,142.85,2024-01-15 14:00:00
TXN098,CUST318,298.40,2024-01-15 14:15:00
TXN099,CUST319,523.15,2024-01-15 14:30:00
TXN100,CUST320,67.80,2024-01-15 14:45:00
TXN101,CUST321,445.60,2024-01-15 15:00:00
TXN102,CUST322,189.25,2024-01-15 15:15:00
TXN103,CUST323,634.90,2024-01-15 15:30:00
TXN104,CUST324,256.35,2024-01-15 15:45:00
TXN105,CUST325,398.75,2024-01-15 16:00:00
TXN106,CUST326,112.50,2024-01-15 16:15:00
TXN107,CUST327,587.20,2024-01-15 16:30:00
TXN108,CUST328,321.45,2024-01-15 16:45:00
TXN109,CUST329,473.80,2024-01-15 17:00:00
TXN110,CUST330,156.90,2024-01-15 17:15:00
TXN111,CUST331,698.50,2024-01-15 17:30:00
TXN112,CUST332,234.65,2024-01-15 17:45:00
TXN113,CUST333,412.30,2024-01-15 18:00:00
TXN114,CUST334,89.95,2024-01-15 18:15:00
TXN115,CUST335,556.70,2024-01-15 18:30:00
TXN116,CUST336,278.40,2024-01-15 18:45:00
TXN117,CUST337,623.15,2024-01-15 19:00:00
TXN118,CUST338,145.80,2024-01-15 19:15:00
TXN119,CUST339,489.25,2024-01-15 19:30:00
TXN120,CUST340,367.55,2024-01-15 19:45:00
TXN121,CUST341,201.90,2024-01-15 20:00:00
TXN122,CUST342,534.60,2024-01-15 20:15:00
TXN123,CUST343,92.35,2024-01-15 20:30:00
TXN124,CUST344,428.70,2024-01-15 20:45:00
TXN125,CUST345,315.20,2024-01-15 21:00:00
