timestamp,sensor,facility,type,reading
2023-01-05T09:15:00Z,101,facility_alpha,temp,22.5
2023-01-05T09:15:00Z,101,facility_alpha,humid,45.2
2023-01-05T09:15:00Z,101,facility_alpha,press,1013.25
2023-01-12T10:30:00Z,102,facility_beta,temp,18.7
2023-01-12T10:30:00Z,102,facility_beta,humid,52.3
2023-01-12T10:30:00Z,102,facility_beta,press,1008.5
2023-01-20T14:45:00Z,103,facility_gamma,temp,-280.5
2023-01-20T14:45:00Z,103,facility_gamma,humid,38.9
2023-01-20T14:45:00Z,103,facility_gamma,press,1015.75
2023-02-03T08:00:00Z,104,facility_alpha,temp,25.3
2023-02-03T08:00:00Z,104,facility_alpha,humid,41.8
2023-02-03T08:00:00Z,104,facility_alpha,press,1012.0
2023-02-10T11:20:00Z,105,facility_beta,temp,21.2
2023-02-10T11:20:00Z,105,facility_beta,humid,110.5
2023-02-10T11:20:00Z,105,facility_beta,press,1009.25
2023-02-18T13:35:00Z,101,facility_gamma,temp,19.8
2023-02-18T13:35:00Z,101,facility_gamma,humid,48.6
2023-02-18T13:35:00Z,101,facility_gamma,press,1014.5
2023-03-02T07:50:00Z,102,facility_alpha,temp,23.1
2023-03-02T07:50:00Z,102,facility_alpha,humid,44.7
2023-03-02T07:50:00Z,102,facility_alpha,press,1011.8
2023-03-15T14:30:00Z,103,facility_beta,temp,26.4
2023-03-15T14:30:00Z,103,facility_beta,humid,39.2
2023-03-15T14:30:00Z,103,facility_beta,press,1016.3
2023-03-15T14:30:00Z,103,facility_beta,temp,26.4
2023-03-15T14:30:00Z,103,facility_beta,humid,39.2
2023-03-22T16:10:00Z,104,facility_gamma,temp,180.9
2023-03-22T16:10:00Z,104,facility_gamma,humid,51.3
2023-03-22T16:10:00Z,104,facility_gamma,press,1010.6
2023-04-05T09:25:00Z,105,facility_alpha,temp,24.6
2023-04-05T09:25:00Z,105,facility_alpha,humid,46.8
2023-04-05T09:25:00Z,105,facility_alpha,press,1013.9
2023-04-12T12:40:00Z,101,facility_beta,temp,27.3
2023-04-12T12:40:00Z,101,facility_beta,humid,-15.7
2023-04-12T12:40:00Z,101,facility_beta,press,1007.2
2023-04-20T15:55:00Z,102,facility_gamma,temp,20.9
2023-04-20T15:55:00Z,102,facility_gamma,humid,53.4
2023-04-20T15:55:00Z,102,facility_gamma,press,750.0
2023-05-03T08:15:00Z,103,facility_alpha,temp,28.7
2023-05-03T08:15:00Z,103,facility_alpha,humid,42.1
2023-05-03T08:15:00Z,103,facility_alpha,press,1015.4
2023-05-10T10:30:00Z,104,facility_beta,temp,31.5
2023-05-10T10:30:00Z,104,facility_beta,humid,37.6
2023-05-10T10:30:00Z,104,facility_beta,press,1012.7
2023-05-10T10:30:00Z,104,facility_beta,temp,31.5
2023-05-10T10:30:00Z,104,facility_beta,humid,37.6
2023-05-18T13:45:00Z,105,facility_gamma,temp,29.2
2023-05-18T13:45:00Z,105,facility_gamma,humid,40.8
2023-05-18T13:45:00Z,105,facility_gamma,press,1014.1
2023-06-01T07:00:00Z,101,facility_alpha,temp,33.6
2023-06-01T07:00:00Z,101,facility_alpha,humid,35.9
2023-06-01T07:00:00Z,101,facility_alpha,press,1009.8
2023-06-15T09:20:00Z,102,facility_beta,temp,36.4
2023-06-15T09:20:00Z,102,facility_beta,humid,32.7
2023-06-15T09:20:00Z,102,facility_beta,press,1011.5
2023-06-22T11:35:00Z,103,facility_gamma,temp,35.1
2023-06-22T11:35:00Z,103,facility_gamma,humid,33.4
2023-06-22T11:35:00Z,103,facility_gamma,press,1150.0
2023-07-04T14:50:00Z,104,facility_alpha,temp,38.9
2023-07-04T14:50:00Z,104,facility_alpha,humid,29.5
2023-07-04T14:50:00Z,104,facility_alpha,press,1008.3
2023-07-12T16:05:00Z,105,facility_beta,temp,41.2
2023-07-12T16:05:00Z,105,facility_beta,humid,28.1
2023-07-12T16:05:00Z,105,facility_beta,press,1010.9
2023-07-12T16:05:00Z,105,facility_beta,temp,41.2
2023-07-20T08:20:00Z,101,facility_gamma,temp,39.7
2023-07-20T08:20:00Z,101,facility_gamma,press,1013.6
2023-08-02T10:35:00Z,102,facility_alpha,temp,37.3
2023-08-02T10:35:00Z,102,facility_alpha,humid,31.8
2023-08-02T10:35:00Z,102,facility_alpha,press,1012.2
2023-08-10T12:50:00Z,103,facility_beta,temp,40.5
2023-08-10T12:50:00Z,103,facility_beta,humid,27.9
2023-08-10T12:50:00Z,103,facility_beta,press,1009.7
2023-08-18T15:05:00Z,104,facility_gamma,temp,38.1
2023-08-18T15:05:00Z,104,facility_gamma,humid,30.6
2023-08-18T15:05:00Z,104,facility_gamma,press,1011.4
2023-09-01T07:30:00Z,105,facility_alpha,temp,34.8
2023-09-01T07:30:00Z,105,facility_alpha,humid,36.2
2023-09-01T07:30:00Z,105,facility_alpha,press,1014.8
2023-09-09T09:45:00Z,101,facility_beta,temp,32.4
2023-09-09T09:45:00Z,101,facility_beta,humid,39.7
2023-09-09T09:45:00Z,101,facility_beta,press,1013.1
2023-09-09T09:45:00Z,101,facility_beta,temp,32.4
2023-09-09T09:45:00Z,101,facility_beta,humid,39.7
2023-09-17T12:00:00Z,102,facility_gamma,temp,30.6
2023-09-17T12:00:00Z,102,facility_gamma,humid,42.3
2023-09-17T12:00:00Z,102,facility_gamma,press,1015.5
2023-10-02T14:15:00Z,103,facility_alpha,temp,27.9
2023-10-02T14:15:00Z,103,facility_alpha,humid,45.8
2023-10-02T14:15:00Z,103,facility_alpha,press,1012.9
2023-10-10T16:30:00Z,104,facility_beta,temp,25.2
2023-10-10T16:30:00Z,104,facility_beta,humid,49.1
2023-10-10T16:30:00Z,104,facility_beta,press,1010.3
2023-10-18T08:45:00Z,105,facility_gamma,temp,23.7
2023-10-18T08:45:00Z,105,facility_gamma,humid,52.6
2023-10-18T08:45:00Z,105,facility_gamma,press,1013.7
2023-11-01T11:00:00Z,101,facility_alpha,temp,20.3
2023-11-01T11:00:00Z,101,facility_alpha,humid,56.4
2023-11-01T11:00:00Z,101,facility_alpha,press,1015.2
2023-11-09T13:15:00Z,102,facility_beta,temp,18.8
2023-11-09T13:15:00Z,102,facility_beta,humid,59.7
2023-11-09T13:15:00Z,102,facility_beta,press,1011.8
2023-11-17T15:30:00Z,103,facility_gamma,temp,16.4
2023-11-17T15:30:00Z,103,facility_gamma,humid,62.3
2023-11-17T15:30:00Z,103,facility_gamma,press,1009.4
2023-11-17T15:30:00Z,103,facility_gamma,temp,16.4
2023-11-17T15:30:00Z,103,facility_gamma,humid,62.3
2023-12-02T07:45:00Z,104,facility_alpha,temp,14.1
2023-12-02T07:45:00Z,104,facility_alpha,humid,65.8
2023-12-02T07:45:00Z,104,facility_alpha,press,1012.6
2023-12-10T10:00:00Z,105,facility_beta,temp,-75.3
2023-12-10T10:00:00Z,105,facility_beta,humid,68.9
2023-12-10T10:00:00Z,105,facility_beta,press,1014.9
2023-12-18T12:15:00Z,101,facility_gamma,temp,11.7
2023-12-18T12:15:00Z,101,facility_gamma,humid,72.4
2023-12-18T12:15:00Z,101,facility_gamma,press,1016.3
2023-12-26T14:30:00Z,102,facility_alpha,temp,10.2
2023-12-26T14:30:00Z,102,facility_alpha,humid,75.1
2023-12-26T14:30:00Z,102,facility_alpha,press,1013.8
