2024-01-15 14:00:00,1000,5.2,0.5,42
2024-01-15 14:00:10,980,5.1,0.8,43
2024-01-15 14:00:20,1050,5.3,0.6,45
2024-01-15 14:00:30,1020,5.0,0.7,44
2024-01-15 14:00:40,990,5.2,0.9,46
2024-01-15 14:00:50,1030,5.1,0.5,45
2024-01-15 14:01:00,1010,5.3,0.6,47
2024-01-15 14:01:10,1040,5.2,0.8,46
2024-01-15 14:01:20,1000,5.0,0.7,48
2024-01-15 14:01:30,1020,5.1,0.5,47
2024-01-15 14:01:40,980,5.2,0.9,49
2024-01-15 14:01:50,1050,5.3,0.6,48
2024-01-15 14:02:00,1030,5.1,0.8,50
2024-01-15 14:02:10,1010,5.0,0.7,51
2024-01-15 14:02:20,1200,5.8,1.2,52
2024-01-15 14:02:30,1500,6.5,1.8,54
2024-01-15 14:02:40,2000,7.2,2.5,56
2024-01-15 14:02:50,2500,8.1,3.8,58
2024-01-15 14:03:00,3000,9.5,5.2,61
2024-01-15 14:03:10,3500,10.8,7.1,63
2024-01-15 14:03:20,4200,12.3,9.5,66
2024-01-15 14:03:30,5000,14.2,12.8,69
2024-01-15 14:03:40,6000,16.5,16.5,72
2024-01-15 14:03:50,7000,18.9,21.2,75
2024-01-15 14:04:00,8500,21.8,27.8,78
2024-01-15 14:04:10,10000,25.2,35.5,81
2024-01-15 14:04:20,11500,28.7,45.2,84
2024-01-15 14:04:30,13000,32.5,58.8,87
2024-01-15 14:04:40,14000,36.8,75.5,89
2024-01-15 14:04:50,15000,40.2,95.2,91
2024-01-15 14:05:00,15000,42.5,118.8,93
2024-01-15 14:05:10,15000,43.8,145.5,94
2024-01-15 14:05:20,15000,44.5,175.2,95
2024-01-15 14:05:30,15000,45.2,208.8,96
2024-01-15 14:05:40,15000,44.8,245.5,97
2024-01-15 14:05:50,15000,45.5,285.2,97
2024-01-15 14:06:00,15000,45.8,328.8,98
2024-01-15 14:06:10,15000,45.2,375.5,98
2024-01-15 14:06:20,15000,44.9,425.2,98
2024-01-15 14:06:30,15000,45.5,478.8,98
2024-01-15 14:06:40,15000,45.1,535.5,99
2024-01-15 14:06:50,15000,45.8,595.2,99
2024-01-15 14:07:00,15000,44.7,658.8,99
2024-01-15 14:07:10,15000,45.3,725.5,99
2024-01-15 14:07:20,15000,45.9,795.2,99
2024-01-15 14:07:30,15000,44.8,868.8,99
2024-01-15 14:07:40,15000,45.2,945.5,99
2024-01-15 14:07:50,15000,45.6,1025.2,99
