transaction_id,customer_id,amount,timestamp
TXN311,CUST801,267.40,2024-01-15 15:00:00
TXN312,CUST802,-134.25,2024-01-15 15:15:00
TXN313,CUST803,98.50,2024-01-15 15:30:00
TXN314,CUST804,-75.80,2024-01-15 15:45:00
TXN315,CUST805,-299.99,2024-01-15 16:00:00
TXN316,CUST806,445.30,2024-01-15 16:15:00
TXN317,CUST807,156.75,2024-01-15 16:30:00
TXN318,CUST808,389.20,2024-01-15 16:45:00
TXN319,CUST809,-182.40,2024-01-15 17:00:00
TXN320,CUST810,523.65,2024-01-15 17:15:00
TXN321,CUST811,78.90,2024-01-15 17:30:00
TXN322,CUST812,612.50,2024-01-15 17:45:00
TXN323,CUST813,-45.30,2024-01-15 18:00:00
TXN324,CUST814,234.80,2024-01-15 18:15:00
TXN325,CUST815,567.25,2024-01-15 18:30:00
TXN326,CUST816,123.45,2024-01-15 18:45:00
TXN327,CUST817,401.90,2024-01-15 19:00:00
TXN328,CUST818,-218.75,2024-01-15 19:15:00
TXN329,CUST819,334.60,2024-01-15 19:30:00
TXN330,CUST820,189.30,2024-01-15 19:45:00
TXN331,CUST821,456.80,2024-01-15 20:00:00
TXN332,CUST822,92.15,2024-01-15 20:15:00
TXN333,CUST823,-167.50,2024-01-15 20:30:00
TXN334,CUST824,543.20,2024-01-15 20:45:00
TXN335,CUST825,278.95,2024-01-15 21:00:00
TXN336,CUST826,634.40,2024-01-15 21:15:00
TXN337,CUST827,145.70,2024-01-15 21:30:00
TXN338,CUST828,-89.25,2024-01-15 21:45:00
TXN339,CUST829,412.35,2024-01-15 22:00:00
TXN340,CUST830,301.60,2024-01-15 22:15:00
TXN341,CUST831,198.85,2024-01-15 22:30:00
TXN342,CUST832,487.50,2024-01-15 22:45:00
TXN343,CUST833,-256.90,2024-01-15 23:00:00
TXN344,CUST834,375.20,2024-01-15 23:15:00
TXN345,CUST835,529.75,2024-01-15 23:30:00
TXN346,CUST836,167.40,2024-01-15 23:45:00
TXN347,CUST837,423.60,2024-01-16 00:00:00
TXN348,CUST838,286.95,2024-01-16 00:15:00
TXN349,CUST839,591.30,2024-01-16 00:30:00
TXN350,CUST840,112.80,2024-01-16 00:45:00
