2024-01-15T10:23:45Z|TCP|192.168.1.100|203.0.113.50|45123|22|64|SYN
2024-01-15T10:23:46Z|UDP|10.0.5.20|8.8.8.8|53241|53|512|
2024-01-15T10:23:47Z|TCP|172.16.0.10|192.168.1.5|80|34567|1600|ACK,PSH
2024-01-15T10:23:48Z|TCP|203.0.113.100|192.168.1.50|51234|443|1200|ACK
2024-01-15T10:23:49Z|TCP|203.0.113.75|10.0.8.15|63421|22|128|SYN,ACK
2024-01-15T10:23:50Z|UDP|192.168.5.30|1.1.1.1|49223|53|256|
2024-01-15T10:23:51Z|TCP|10.0.12.45|203.0.113.200|22|55123|1500|ACK,PSH
2024-01-15T10:23:52Z|TCP|172.16.5.100|198.51.100.10|34521|80|420|SYN
2024-01-15T10:23:53Z|TCP|198.51.100.10|172.16.5.100|80|34521|1650|ACK,PSH
2024-01-15T10:23:54Z|UDP|10.0.3.25|8.8.8.8|51002|53|384|
2024-01-15T10:23:55Z|TCP|192.168.10.50|192.168.20.100|45678|21|96|SYN
2024-01-15T10:23:56Z|TCP|203.0.113.88|172.31.5.10|61234|443|890|ACK
2024-01-15T10:23:57Z|TCP|172.31.5.10|203.0.113.88|443|61234|1800|ACK,PSH
2024-01-15T10:23:58Z|UDP|192.168.1.200|8.8.4.4|53912|53|298|
2024-01-15T10:23:59Z|TCP|10.1.1.50|10.1.2.75|3306|45231|512|ACK
2024-01-15T10:24:00Z|TCP|198.51.100.25|192.168.1.100|52341|22|72|SYN
2024-01-15T10:24:01Z|TCP|192.168.1.100|198.51.100.25|22|52341|64|SYN,ACK
2024-01-15T10:24:02Z|TCP|172.16.8.90|172.16.8.100|80|51234|1920|ACK,PSH
2024-01-15T10:24:03Z|UDP|10.0.15.40|1.1.1.1|60123|53|445|
2024-01-15T10:24:04Z|TCP|203.0.113.150|10.0.5.50|44567|443|1100|ACK
2024-01-15T10:24:05Z|TCP|192.168.50.10|198.51.100.50|21|49876|128|ACK,PSH
2024-01-15T10:24:06Z|TCP|198.51.100.50|192.168.50.10|21|49876|256|ACK,PSH
2024-01-15T10:24:07Z|TCP|10.0.0.100|203.0.113.10|35421|80|640|SYN
2024-01-15T10:24:08Z|TCP|203.0.113.10|10.0.0.100|80|35421|1700|ACK,PSH
2024-01-15T10:24:09Z|UDP|172.16.20.30|8.8.8.8|54321|53|512|
2024-01-15T10:24:10Z|TCP|192.168.1.150|192.168.1.160|22|60123|256|ACK,PSH
2024-01-15T10:24:11Z|TCP|203.0.113.99|172.16.10.20|53782|22|96|SYN
2024-01-15T10:24:12Z|TCP|172.16.10.20|203.0.113.99|22|53782|64|SYN,ACK
2024-01-15T10:24:13Z|TCP|198.51.100.75|10.0.20.50|62341|443|1450|ACK
2024-01-15T10:24:14Z|TCP|10.0.20.50|198.51.100.75|443|62341|1850|ACK,PSH
2024-01-15T10:24:15Z|UDP|192.168.100.25|1.1.1.1|48901|53|367|
2024-01-15T10:24:16Z|TCP|172.31.15.80|198.51.100.100|80|41234|520|SYN
2024-01-15T10:24:17Z|TCP|198.51.100.100|172.31.15.80|80|41234|1600|ACK,PSH
2024-01-15T10:24:18Z|TCP|10.0.8.90|10.0.8.95|3389|55678|384|ACK
2024-01-15T10:24:19Z|TCP|203.0.113.120|192.168.5.75|51923|80|720|SYN
2024-01-15T10:24:20Z|TCP|192.168.5.75|203.0.113.120|80|51923|1550|ACK,PSH
2024-01-15T10:24:21Z|UDP|10.0.30.15|8.8.8.8|59234|53|423|
2024-01-15T10:24:22Z|TCP|192.168.1.50|203.0.113.200|45123|443|980|ACK
2024-01-15T10:24:23Z|TCP|172.16.25.50|172.16.25.60|22|49321|192|ACK,PSH
2024-01-15T10:24:24Z|TCP|203.0.113.55|10.0.12.100|63412|22|112|SYN
2024-01-15T10:24:25Z|TCP|198.51.100.80|192.168.10.10|80|38765|1750|ACK,PSH
2024-01-15T10:24:26Z|UDP|192.168.8.40|8.8.4.4|52341|53|512|
2024-01-15T10:24:27Z|TCP|10.0.5.120|198.51.100.120|443|51234|1280|ACK
2024-01-15T10:24:28Z|TCP|172.31.8.45|203.0.113.180|42341|80|580|SYN
2024-01-15T10:24:29Z|TCP|203.0.113.180|172.31.8.45|80|42341|1620|ACK,PSH
2024-01-15T10:24:30Z|TCP|192.168.1.75|192.168.1.80|21|60234|144|ACK,FIN
2024-01-15T10:24:31Z|TCP|203.0.113.45|172.16.5.25|54321|22|88|RST
2024-01-15T10:24:32Z|UDP|10.0.18.60|1.1.1.1|47823|53|398|
2024-01-15T10:24:33Z|TCP|198.51.100.90|10.0.25.80|55234|443|1340|ACK,PSH
