2024-01-15T08:00:00Z,SENSOR_001,22.5,45,1013.2
2024-01-15T08:00:15Z,SENSOR_002,23.1,48,1012.8
2024-01-15T08:00:30Z,SENSOR_003,21.8,52,1013.5
2024-01-15T08:00:45Z,SENSOR_004,24.3,43,1014.1
2024-01-15T08:01:00Z,SENSOR_005,22.9,47,1013.7
2024-01-15T08:01:15Z,SENSOR_006,23.7,44,1012.9
2024-01-15T08:01:30Z,SENSOR_007,21.2,55,1013.3
2024-01-15T08:01:45Z,SENSOR_008,25.1,41,1014.5
2024-01-15T08:02:00Z,SENSOR_009,22.3,49,1013.1
2024-01-15T08:02:15Z,SENSOR_010,24.8,42,1014.2
2024-01-15T08:02:30Z,SENSOR_001,22.7,46,1013.4
2024-01-15T08:02:45Z,SENSOR_002,23.4,47,1012.7
2024-01-15T08:03:00Z,SENSOR_003,21.5,53,1013.6
2024-01-15T08:03:15Z,SENSOR_004,24.6,44,1014.3
2024-01-15T08:03:30Z,SENSOR_005,23.2,48,1013.8
2024-01-15T08:03:45Z,SENSOR_006,23.9,43,1012.6
2024-01-15T08:04:00Z,SENSOR_007,20.8,57,1013.2
2024-01-15T08:04:15Z,SENSOR_008,25.4,40,1014.7
2024-01-15T08:04:30Z,SENSOR_009,22.6,50,1013.0
2024-01-15T08:04:45Z,SENSOR_010,25.1,41,1014.4
2024-01-15T08:05:00Z,SENSOR_001,22.9,45,1013.5
2024-01-15T08:05:15Z,SENSOR_002,23.6,46,1012.5
2024-01-15T08:05:30Z,SENSOR_003,21.3,54,1013.7
2024-01-15T08:05:45Z,SENSOR_004,24.9,45,1014.5
2024-01-15T08:06:00Z,SENSOR_005,23.5,49,1013.9
2024-01-15T08:06:15Z,SENSOR_006,24.2,42,1012.4
2024-01-15T08:06:30Z,SENSOR_007,20.5,58,1013.1
2024-01-15T08:06:45Z,SENSOR_008,25.7,39,1014.9
2024-01-15T08:07:00Z,SENSOR_009,22.9,51,1012.9
2024-01-15T08:07:15Z,SENSOR_010,25.4,40,1014.6
2024-01-15T08:07:30Z,SENSOR_001,23.1,44,1013.6
2024-01-15T08:07:45Z,SENSOR_002,23.8,45,1012.3
2024-01-15T08:08:00Z,SENSOR_003,21.1,55,1013.8
2024-01-15T08:08:15Z,SENSOR_004,25.2,46,1014.7
2024-01-15T08:08:30Z,SENSOR_005,23.8,50,1014.0
2024-01-15T08:08:45Z,SENSOR_006,24.5,41,1012.2
2024-01-15T08:09:00Z,SENSOR_007,20.2,59,1013.0
2024-01-15T08:09:15Z,SENSOR_008,26.0,38,1015.1
2024-01-15T08:09:30Z,SENSOR_009,23.2,52,1012.8
2024-01-15T08:09:45Z,SENSOR_010,25.7,39,1014.8
2024-01-15T08:10:00Z,SENSOR_001,23.4,43,1013.7
2024-01-15T08:10:15Z,SENSOR_002,24.1,44,1012.1
2024-01-15T08:10:30Z,SENSOR_003,20.8,56,1013.9
2024-01-15T08:10:45Z,SENSOR_004,25.5,47,1014.9
2024-01-15T08:11:00Z,SENSOR_005,24.1,51,1014.1
2024-01-15T08:11:15Z,SENSOR_006,24.8,40,1012.0
2024-01-15T08:11:30Z,SENSOR_007,19.9,60,1012.9
2024-01-15T08:11:45Z,SENSOR_008,26.3,37,1015.3
2024-01-15T08:12:00Z,SENSOR_009,23.5,53,1012.7
2024-01-15T08:12:15Z,SENSOR_010,26.0,38,1015.0
2024-01-15T08:12:30Z,SENSOR_001,23.7,42,1013.8
2024-01-15T08:12:45Z,SENSOR_002,24.4,43,1011.9
2024-01-15T08:13:00Z,SENSOR_003,20.5,57,1014.0
2024-01-15T08:13:15Z,SENSOR_004,25.8,48,1015.1
2024-01-15T08:13:30Z,SENSOR_005,24.4,52,1014.2
2024-01-15T08:13:45Z,SENSOR_006,25.1,39,1011.8
2024-01-15T08:14:00Z,SENSOR_007,19.6,61,1012.8
2024-01-15T08:14:15Z,SENSOR_008,26.6,36,1015.5
2024-01-15T08:14:30Z,SENSOR_009,23.8,54,1012.6
2024-01-15T08:14:45Z,SENSOR_010,26.3,37,1015.2
2024-01-15T08:15:00Z,SENSOR_001,24.0,41,1013.9
2024-01-15T08:15:15Z,SENSOR_002,24.7,42,1011.7
2024-01-15T08:15:30Z,SENSOR_003,20.2,58,1014.1
2024-01-15T08:15:45Z,SENSOR_004,26.1,49,1015.3
2024-01-15T08:16:00Z,SENSOR_005,24.7,53,1014.3
2024-01-15T08:16:15Z,SENSOR_006,25.4,38,1011.6
2024-01-15T08:16:30Z,SENSOR_007,19.3,62,1012.7
2024-01-15T08:16:45Z,SENSOR_008,26.9,35,1015.7
2024-01-15T08:17:00Z,SENSOR_009,24.1,55,1012.5
2024-01-15T08:17:15Z,SENSOR_010,26.6,36,1015.4
2024-01-15T08:17:30Z,SENSOR_001,24.3,40,1014.0
2024-01-15T08:17:45Z,SENSOR_002,25.0,41,1011.5
2024-01-15T08:18:00Z,SENSOR_003,19.9,59,1014.2
2024-01-15T08:18:15Z,SENSOR_004,26.4,50,1015.5
2024-01-15T08:18:30Z,SENSOR_005,25.0,54,1014.4
2024-01-15T08:18:45Z,SENSOR_006,25.7,37,1011.4
2024-01-15T08:19:00Z,SENSOR_007,19.0,63,1012.6
2024-01-15T08:19:15Z,SENSOR_008,27.2,34,1015.9
2024-01-15T08:19:30Z,SENSOR_009,24.4,56,1012.4
2024-01-15T08:19:45Z,SENSOR_010,26.9,35,1015.6
