1609459200000,AAPL,132.05
1609459200150,GOOGL,1751.88
1609459200300,AAPL,132.10
1609459200550,MSFT,222.42
1609459200700,TSLA,705.50
1609459201000,AMZN,3215.75
1609459201200,GOOGL,1752.30
1609459201450,AAPL,132.15
1609459201700,MSFT,222.55
1609459201950,TSLA,706.20
1609459202200,AMZN,3217.50
1609459202500,GOOGL,1752.10
1609459202800,AAPL,132.25
1609459203100,MSFT,222.48
1609459203400,TSLA,705.80
1609459203750,AMZN,3218.25
1609459204000,GOOGL,1751.95
1609459204300,AAPL,132.30
1609459204600,MSFT,222.60
1609459204900,TSLA,706.50
1609459205200,AMZN,3220.00
1609459205500,GOOGL,1753.20
1609459205850,AAPL,132.40
1609459206100,MSFT,222.70
1609459206400,TSLA,707.10
1609459206750,AMZN,3221.50
1609459207000,GOOGL,1753.50
1609459207300,AAPL,132.50
1609459207650,MSFT,222.80
1609459208000,TSLA,707.80
1609459208350,AMZN,3222.75
1609459208700,GOOGL,1754.10
1609459209050,AAPL,132.45
1609459209400,MSFT,222.75
1609459209750,TSLA,708.20
1609459210100,AMZN,3223.50
1609459210450,GOOGL,1754.50
1609459210800,AAPL,132.55
1609459211200,MSFT,222.90
1609459211550,TSLA,708.80
1609459211900,AMZN,3225.00
1609459212250,GOOGL,1755.00
1609459212600,AAPL,132.60
1609459213000,MSFT,223.00
1609459213400,TSLA,709.50
1609459213800,AMZN,3226.25
1609459214200,GOOGL,1755.50
1609459214600,AAPL,132.65
1609459215000,MSFT,223.10
1609459215450,TSLA,710.00
1609459215900,AMZN,3227.50
1609459216350,GOOGL,1756.00
1609459216800,AAPL,132.70
1609459217250,MSFT,223.20
1609459217700,TSLA,710.50
1609459218200,AMZN,3228.75
1609459218650,GOOGL,1756.50
1609459219100,AAPL,132.75
1609459219600,MSFT,223.30
1609459220100,TSLA,711.20
1609459220600,AMZN,3230.00
1609459221100,GOOGL,1757.00
1609459221600,AAPL,132.80
1609459222150,MSFT,223.40
1609459222700,TSLA,711.80
1609459223250,AMZN,3231.50
1609459223800,GOOGL,1757.50
1609459224350,AAPL,132.85
1609459224950,MSFT,223.50
1609459225550,TSLA,712.50
1609459226150,AMZN,3233.00
1609459226750,GOOGL,1758.00
1609459227350,AAPL,132.90
1609459228000,MSFT,223.60
1609459228650,TSLA,713.20
1609459229300,AMZN,3234.50
1609459229950,GOOGL,1758.50
1609459230600,AAPL,132.95
1609459231300,MSFT,223.70
1609459232000,TSLA,714.00
1609459232700,AMZN,3236.00
1609459233400,GOOGL,1759.00
1609459234150,AAPL,133.00
1609459234900,MSFT,223.80
1609459235650,TSLA,714.80
1609459236450,AMZN,3237.50
1609459237250,GOOGL,1759.50
1609459238050,AAPL,133.05
1609459238900,MSFT,223.90
1609459239750,TSLA,715.50
1609459240650,AMZN,3239.00
1609459241550,GOOGL,1760.00
1609459242450,AAPL,133.10
1609459243400,MSFT,224.00
1609459244350,TSLA,716.20
1609459245350,AMZN,3240.50
1609459246350,GOOGL,1759.80
1609459247400,AAPL,133.15
1609459248450,MSFT,224.10
1609459249550,TSLA,716.80
1609459250650,AMZN,3242.00
1609459251800,GOOGL,1759.60
1609459252950,AAPL,133.20
1609459254150,MSFT,224.20
1609459255400,TSLA,717.50
1609459256650,AMZN,3243.50
1609459257950,GOOGL,1759.40
1609459259250,AAPL,133.25
1609459260600,MSFT,224.30
1609459262000,TSLA,718.20
1609459263450,AMZN,3245.00
1609459264950,GOOGL,1759.20
1609459266450,AAPL,133.30
1609459268000,MSFT,224.40
1609459269600,TSLA,719.00
1609459271250,AMZN,3246.50
1609459272950,GOOGL,1759.00
1609459274700,AAPL,133.35
1609459276500,MSFT,224.50
1609459278350,TSLA,719.80
1609459280250,AMZN,3248.00
1609459282200,GOOGL,1758.80
1609459284200,AAPL,133.40
1609459286250,MSFT,224.60
1609459288350,TSLA,720.00
