transaction_id,customer_id,amount,timestamp
TXN261,CUST701,145.25,2024-01-15 14:00:00
TXN262,CUST702,-88.50,2024-01-15 14:15:00
TXN263,CUST703,210.00,2024-01-15 14:30:00
TXN264,CUST704,325.75,2024-01-15 14:45:00
TXN265,CUST705,-56.99,2024-01-15 15:00:00
TXN266,CUST706,489.20,2024-01-15 15:15:00
TXN267,CUST707,167.80,2024-01-15 15:30:00
TXN268,CUST708,-134.60,2024-01-15 15:45:00
TXN269,CUST709,298.45,2024-01-15 16:00:00
TXN270,CUST710,542.30,2024-01-15 16:15:00
TXN271,CUST711,78.90,2024-01-15 16:30:00
TXN272,CUST712,-205.75,2024-01-15 16:45:00
TXN273,CUST713,412.65,2024-01-15 17:00:00
TXN274,CUST714,156.40,2024-01-15 17:15:00
TXN275,CUST715,623.85,2024-01-15 17:30:00
TXN276,CUST716,-92.30,2024-01-15 17:45:00
TXN277,CUST717,387.50,2024-01-15 18:00:00
TXN278,CUST718,234.15,2024-01-15 18:15:00
TXN279,CUST719,508.70,2024-01-15 18:30:00
TXN280,CUST720,-178.25,2024-01-15 18:45:00
TXN281,CUST721,445.90,2024-01-15 19:00:00
TXN282,CUST722,289.60,2024-01-15 19:15:00
TXN283,CUST723,-113.45,2024-01-15 19:30:00
TXN284,CUST724,672.30,2024-01-15 19:45:00
TXN285,CUST725,195.80,2024-01-15 20:00:00
TXN286,CUST726,358.25,2024-01-15 20:15:00
TXN287,CUST727,527.40,2024-01-15 20:30:00
TXN288,CUST728,-247.90,2024-01-15 20:45:00
TXN289,CUST729,401.55,2024-01-15 21:00:00
TXN290,CUST730,184.70,2024-01-15 21:15:00
TXN291,CUST731,313.90,2024-01-15 21:30:00
TXN292,CUST732,456.20,2024-01-15 21:45:00
TXN293,CUST733,-169.80,2024-01-15 22:00:00
TXN294,CUST734,598.45,2024-01-15 22:15:00
TXN295,CUST735,275.30,2024-01-15 22:30:00
TXN296,CUST736,419.65,2024-01-15 22:45:00
TXN297,CUST737,187.90,2024-01-15 23:00:00
TXN298,CUST738,-221.40,2024-01-15 23:15:00
TXN299,CUST739,534.75,2024-01-15 23:30:00
TXN300,CUST740,362.85,2024-01-15 23:45:00
TXN301,CUST741,248.50,2024-01-16 00:00:00
TXN302,CUST742,491.20,2024-01-16 00:15:00
TXN303,CUST743,-143.65,2024-01-16 00:30:00
TXN304,CUST744,376.90,2024-01-16 00:45:00
TXN305,CUST745,612.35,2024-01-16 01:00:00
