transaction_id,customer_id,amount,timestamp
TXN221,CUST601,215.60,2024-01-15 13:00:00
TXN222,CUST602,-45.30,2024-01-15 13:15:00
TXN223,CUST603,189.99,2024-01-15 13:30:00
TXN224,CUST604,-120.00,2024-01-15 13:45:00
TXN225,CUST605,340.25,2024-01-15 14:00:00
TXN226,CUST606,127.80,2024-01-15 14:15:00
TXN227,CUST607,456.50,2024-01-15 14:30:00
TXN228,CUST608,89.99,2024-01-15 14:45:00
TXN229,CUST609,-78.40,2024-01-15 15:00:00
TXN230,CUST610,523.15,2024-01-15 15:15:00
TXN231,CUST611,298.60,2024-01-15 15:30:00
TXN232,CUST612,175.30,2024-01-15 15:45:00
TXN233,CUST613,412.90,2024-01-15 16:00:00
TXN234,CUST614,-93.25,2024-01-15 16:15:00
TXN235,CUST615,267.45,2024-01-15 16:30:00
TXN236,CUST616,589.00,2024-01-15 16:45:00
TXN237,CUST617,134.75,2024-01-15 17:00:00
TXN238,CUST618,445.20,2024-01-15 17:15:00
TXN239,CUST619,201.85,2024-01-15 17:30:00
TXN240,CUST620,-150.00,2024-01-15 17:45:00
TXN241,CUST621,378.50,2024-01-15 18:00:00
TXN242,CUST622,156.90,2024-01-15 18:15:00
TXN243,CUST623,492.30,2024-01-15 18:30:00
TXN244,CUST624,223.65,2024-01-15 18:45:00
TXN245,CUST625,567.80,2024-01-15 19:00:00
TXN246,CUST626,-62.15,2024-01-15 19:15:00
TXN247,CUST627,319.40,2024-01-15 19:30:00
TXN248,CUST628,188.25,2024-01-15 19:45:00
TXN249,CUST629,401.70,2024-01-15 20:00:00
TXN250,CUST630,275.55,2024-01-15 20:15:00
TXN251,CUST631,534.90,2024-01-15 20:30:00
TXN252,CUST632,-105.80,2024-01-15 20:45:00
TXN253,CUST633,246.35,2024-01-15 21:00:00
TXN254,CUST634,423.10,2024-01-15 21:15:00
TXN255,CUST635,167.95,2024-01-15 21:30:00
TXN256,CUST636,598.40,2024-01-15 21:45:00
TXN257,CUST637,312.60,2024-01-15 22:00:00
TXN258,CUST638,195.75,2024-01-15 22:15:00
TXN259,CUST639,-88.50,2024-01-15 22:30:00
TXN260,CUST640,451.20,2024-01-15 22:45:00
