Timestamp,EventID,Username,SourceIP,LogonType
2024-01-15 00:12:45,4624,jsmith,192.168.1.50,2
2024-01-15 00:45:23,4624,dbadmin,192.168.1.75,2
2024-01-15 01:15:30,4625,administrator,203.0.113.45,3
2024-01-15 01:15:38,4625,administrator,203.0.113.45,3
2024-01-15 01:15:45,4625,administrator,203.0.113.45,3
2024-01-15 01:15:52,4625,administrator,203.0.113.45,3
2024-01-15 01:16:01,4625,administrator,203.0.113.45,3
2024-01-15 01:16:09,4625,administrator,203.0.113.45,3
2024-01-15 01:16:17,4625,administrator,203.0.113.45,3
2024-01-15 01:16:25,4625,administrator,203.0.113.45,3
2024-01-15 01:16:33,4625,administrator,203.0.113.45,3
2024-01-15 01:16:41,4625,administrator,203.0.113.45,3
2024-01-15 01:30:15,4624,backup_user,192.168.1.100,3
2024-01-15 02:05:22,4625,administrator,203.0.113.45,3
2024-01-15 02:05:30,4625,administrator,203.0.113.45,3
2024-01-15 02:05:38,4625,administrator,203.0.113.45,3
2024-01-15 02:05:46,4625,administrator,203.0.113.45,3
2024-01-15 02:05:54,4625,administrator,203.0.113.45,3
2024-01-15 02:06:02,4625,administrator,203.0.113.45,3
2024-01-15 02:06:10,4625,administrator,203.0.113.45,3
2024-01-15 02:06:18,4625,administrator,203.0.113.45,3
2024-01-15 02:06:26,4625,administrator,203.0.113.45,3
2024-01-15 02:06:34,4625,administrator,203.0.113.45,3
2024-01-15 02:45:10,4624,webadmin,192.168.1.82,2
2024-01-15 03:12:05,4625,administrator,203.0.113.45,3
2024-01-15 03:12:13,4625,administrator,203.0.113.45,3
2024-01-15 03:12:21,4625,administrator,203.0.113.45,3
2024-01-15 03:12:29,4625,administrator,203.0.113.45,3
2024-01-15 03:12:37,4625,administrator,203.0.113.45,3
2024-01-15 03:12:45,4625,administrator,203.0.113.45,3
2024-01-15 03:12:53,4625,administrator,203.0.113.45,3
2024-01-15 03:13:01,4625,administrator,203.0.113.45,3
2024-01-15 03:13:09,4625,administrator,203.0.113.45,3
2024-01-15 03:13:17,4625,administrator,203.0.113.45,3
2024-01-15 03:30:00,4740,administrator,203.0.113.45,3
2024-01-15 04:15:44,4624,jsmith,192.168.1.50,2
2024-01-15 05:22:18,4625,administrator,203.0.113.45,3
2024-01-15 05:22:26,4625,administrator,203.0.113.45,3
2024-01-15 05:22:34,4625,administrator,203.0.113.45,3
2024-01-15 05:22:42,4625,administrator,203.0.113.45,3
2024-01-15 05:22:50,4625,administrator,203.0.113.45,3
2024-01-15 05:22:58,4625,administrator,203.0.113.45,3
2024-01-15 05:23:06,4625,administrator,203.0.113.45,3
2024-01-15 05:23:14,4625,administrator,203.0.113.45,3
2024-01-15 05:23:22,4625,administrator,203.0.113.45,3
2024-01-15 05:23:30,4625,administrator,203.0.113.45,3
2024-01-15 06:10:33,4624,dbadmin,192.168.1.75,2
2024-01-15 06:55:40,4625,administrator,203.0.113.45,3
2024-01-15 06:55:48,4625,administrator,203.0.113.45,3
2024-01-15 06:55:56,4625,administrator,203.0.113.45,3
2024-01-15 06:56:04,4625,administrator,203.0.113.45,3
2024-01-15 06:56:12,4625,administrator,203.0.113.45,3
2024-01-15 06:56:20,4625,administrator,203.0.113.45,3
2024-01-15 06:56:28,4625,administrator,203.0.113.45,3
2024-01-15 06:56:36,4625,administrator,203.0.113.45,3
2024-01-15 06:56:44,4625,administrator,203.0.113.45,3
2024-01-15 06:56:52,4625,administrator,203.0.113.45,3
2024-01-15 07:30:20,4624,backup_user,192.168.1.100,3
2024-01-15 08:15:11,4625,administrator,203.0.113.45,3
2024-01-15 08:15:19,4625,administrator,203.0.113.45,3
2024-01-15 08:15:27,4625,administrator,203.0.113.45,3
2024-01-15 08:15:35,4625,administrator,203.0.113.45,3
2024-01-15 08:15:43,4625,administrator,203.0.113.45,3
2024-01-15 08:15:51,4625,administrator,203.0.113.45,3
2024-01-15 08:15:59,4625,administrator,203.0.113.45,3
2024-01-15 08:16:07,4625,administrator,203.0.113.45,3
2024-01-15 08:16:15,4625,administrator,203.0.113.45,3
2024-01-15 08:16:23,4625,administrator,203.0.113.45,3
2024-01-15 08:45:55,4624,webadmin,192.168.1.82,2
2024-01-15 09:05:30,4625,jsmith,192.168.1.65,2
2024-01-15 09:30:12,4624,jsmith,192.168.1.50,2
2024-01-15 10:22:40,4625,administrator,203.0.113.45,3
2024-01-15 10:22:48,4625,administrator,203.0.113.45,3
2024-01-15 10:22:56,4625,administrator,203.0.113.45,3
2024-01-15 10:23:04,4625,administrator,203.0.113.45,3
