timestamp,operation,key,server_id
1609459200,SET,user:10001,server-1
1609459203,GET,user:10001,server-1
1609459207,SET,session:a1b2c3,server-2
1609459210,GET,session:a1b2c3,server-2
1609459214,SET,product:50001,server-1
1609459218,GET,product:50001,server-1
1609459221,SET,cart:xyz123,server-2
1609459225,GET,user:10001,server-1
1609459229,SET,user:10002,server-1
1609459232,GET,cart:xyz123,server-2
1609459236,SET,session:b2c3d4,server-2
1609459240,GET,user:10002,server-1
1609459243,SET,product:50002,server-1
1609459247,GET,session:b2c3d4,server-2
1609459251,SET,user:10003,server-2
1609459254,GET,product:50002,server-1
1609459258,SET,cart:abc456,server-1
1609459262,GET,user:10003,server-2
1609459265,SET,session:c3d4e5,server-1
1609459269,GET,cart:abc456,server-1
1609459273,SET,product:50003,server-2
1609459276,GET,session:c3d4e5,server-1
1609459280,SET,user:10004,server-1
1609459284,GET,product:50003,server-2
1609459287,SET,cart:def789,server-2
1609459291,GET,user:10004,server-1
1609459295,SET,session:d4e5f6,server-2
1609459299,GET,cart:def789,server-2
1609459302,GET,session:d4e5f6,server-2
1609459306,SET,user:10005,server-2
1609459310,GET,user:10001,server-2
1609459313,SET,product:50004,server-2
1609459317,GET,user:10005,server-2
1609459321,SET,session:e5f6g7,server-2
1609459324,GET,product:50004,server-2
1609459328,SET,cart:ghi012,server-2
1609459332,GET,session:e5f6g7,server-2
1609459335,SET,user:10006,server-2
1609459339,GET,cart:ghi012,server-2
1609459343,SET,product:50005,server-2
1609459346,GET,user:10006,server-2
1609459350,SET,session:f6g7h8,server-2
1609459354,GET,product:50005,server-2
1609459357,SET,cart:jkl345,server-2
1609459361,GET,session:f6g7h8,server-2
1609459365,SET,user:10007,server-2
1609459368,GET,cart:jkl345,server-2
1609459372,SET,product:50006,server-2
1609459376,GET,user:10007,server-2
1609459379,SET,session:g7h8i9,server-2
1609459383,GET,product:50006,server-2
1609459387,SET,cart:mno678,server-2
1609459390,GET,session:g7h8i9,server-2
1609459394,SET,user:10008,server-2
1609459398,GET,cart:mno678,server-2
1609459402,SET,product:50007,server-3
1609459405,GET,user:10008,server-2
1609459409,SET,session:h8i9j0,server-3
1609459413,GET,product:50007,server-3
1609459416,SET,cart:pqr901,server-2
1609459420,GET,session:h8i9j0,server-3
1609459424,SET,user:10009,server-3
1609459427,GET,cart:pqr901,server-2
1609459431,SET,product:50008,server-2
1609459435,GET,user:10009,server-3
1609459438,SET,session:i9j0k1,server-3
1609459442,GET,product:50008,server-2
1609459446,SET,cart:stu234,server-3
1609459449,GET,session:i9j0k1,server-3
1609459453,SET,user:10010,server-2
1609459457,GET,cart:stu234,server-3
1609459460,SET,product:50009,server-3
1609459464,GET,user:10010,server-2
1609459468,SET,session:j0k1l2,server-2
1609459471,GET,product:50009,server-3
1609459475,SET,cart:vwx567,server-3
1609459479,GET,session:j0k1l2,server-2
1609459482,SET,user:10011,server-3
1609459486,GET,cart:vwx567,server-3
1609459490,SET,product:50010,server-2
1609459493,GET,user:10011,server-3
1609459497,SET,session:k1l2m3,server-3
1609459501,GET,product:50010,server-2
1609459504,SET,cart:yza890,server-2
1609459508,GET,session:k1l2m3,server-3
1609459512,SET,user:10012,server-2
1609459515,GET,cart:yza890,server-2
1609459519,SET,product:50011,server-3
1609459523,GET,user:10012,server-2
1609459526,SET,session:l2m3n4,server-3
1609459530,GET,product:50011,server-3
1609459534,SET,cart:bcd123,server-2
1609459537,GET,session:l2m3n4,server-3
1609459541,SET,user:10013,server-3
1609459545,GET,cart:bcd123,server-2
1609459548,SET,product:50012,server-2
1609459552,GET,user:10013,server-3
1609459556,SET,session:m3n4o5,server-3
1609459559,GET,product:50012,server-2
1609459563,SET,cart:efg456,server-3
1609459567,GET,session:m3n4o5,server-3
1609459570,SET,user:10014,server-2
1609459574,GET,cart:efg456,server-3
1609459578,SET,product:50013,server-3
1609459581,GET,user:10014,server-2
