timestamp,temperature,humidity,pressure,device_id
2024-01-01T00:00:00,20.3,55.7,1010.5,device_002
2024-01-01T01:00:00,20.8,,1011.2,device_002
2024-01-01T02:00:00,21.2,56.8,1011.0,device_002
2024-01-01T03:00:00,21.5,57.2,1010.8,device_002
2024-01-01T04:00:00,21.8,58.1,,device_002
2024-01-01T05:00:00,22.1,59.3,1010.3,device_002
2024-01-01T06:00:00,22.5,60.5,1009.8,device_002
2024-01-01T07:00:00,23.2,61.2,1009.5,device_002
2024-01-01T08:00:00,24.1,62.4,1009.2,device_002
2024-01-01T09:00:00,25.3,63.1,1008.9,device_002
2024-01-01T10:00:00,26.4,64.5,1008.5,device_002
2024-01-01T11:00:00,27.2,65.2,1008.1,device_002
2024-01-01T12:00:00,28.1,66.8,1007.8,device_002
2024-01-01T13:00:00,28.9,67.5,1007.5,device_002
2024-01-01T14:00:00,29.5,68.2,1007.2,device_002
2024-01-01T15:00:00,30.1,69.1,1006.9,device_002
2024-01-01T16:00:00,30.4,70.3,1006.7,device_002
2024-01-01T17:00:00,30.2,71.2,1006.5,device_002
2024-01-01T18:00:00,29.8,72.1,1006.4,device_002
2024-01-01T19:00:00,28.9,73.5,1006.3,device_002
2024-01-01T20:00:00,27.5,74.2,1006.5,device_002
2024-01-01T21:00:00,26.2,75.1,1006.8,device_002
2024-01-01T22:00:00,24.8,76.3,1007.2,device_002
2024-01-01T23:00:00,23.5,77.5,1007.6,device_002
2024-01-02T00:00:00,22.4,78.1,1008.1,device_002
2024-01-02T01:00:00,21.6,77.8,1008.5,device_002
2024-01-02T02:00:00,20.9,76.5,1008.9,device_002
2024-01-02T03:00:00,20.3,75.2,1009.3,device_002
2024-01-02T04:00:00,19.8,73.8,1009.7,device_002
2024-01-02T05:00:00,19.5,72.5,1010.1,device_002
2024-01-02T06:00:00,19.2,71.2,1010.5,device_002
2024-01-02T07:00:00,19.5,69.8,1010.9,device_002
2024-01-02T08:00:00,20.3,68.5,1011.2,device_002
2024-01-02T09:00:00,21.5,67.1,1011.5,device_002
2024-01-02T10:00:00,22.8,65.8,1011.8,device_002
2024-01-02T11:00:00,24.2,64.5,1012.0,device_002
2024-01-02T12:00:00,25.6,63.2,1012.2,device_002
2024-01-02T13:00:00,26.8,61.9,1012.3,device_002
2024-01-02T14:00:00,27.9,60.7,1012.4,device_002
2024-01-02T15:00:00,28.7,59.5,1012.5,device_002
2024-01-02T16:00:00,29.2,58.3,1012.5,device_002
2024-01-02T17:00:00,29.5,57.2,1012.4,device_002
2024-01-02T18:00:00,29.3,56.1,1012.3,device_002
2024-01-02T19:00:00,28.7,55.3,1012.2,device_002
2024-01-02T20:00:00,27.8,54.6,1012.1,device_002
2024-01-02T21:00:00,,53.9,1012.0,device_002
2024-01-02T22:00:00,25.9,53.2,1011.9,device_002
2024-01-02T23:00:00,24.8,52.7,1011.8,device_002
2024-01-03T00:00:00,23.7,52.3,1011.7,device_002
2024-01-03T01:00:00,22.8,52.0,1011.6,device_002
2024-01-03T02:00:00,22.1,51.8,1011.5,device_002
2024-01-03T03:00:00,21.5,51.6,1011.4,device_002
2024-01-03T04:00:00,21.0,51.5,1011.3,device_002
2024-01-03T05:00:00,20.6,51.4,1011.2,device_002
2024-01-03T06:00:00,20.3,51.4,1011.1,device_002
2024-01-03T07:00:00,20.6,51.5,1011.0,device_002
2024-01-03T08:00:00,21.2,51.7,1010.9,device_002
2024-01-03T09:00:00,22.1,52.1,1010.8,device_002
2024-01-03T10:00:00,23.3,52.6,1010.7,device_002
2024-01-03T11:00:00,24.6,53.3,1010.6,device_002
2024-01-03T12:00:00,25.9,54.1,1010.5,device_002
2024-01-03T13:00:00,27.1,55.0,1010.4,device_002
2024-01-03T14:00:00,28.2,55.9,1010.3,device_002
2024-01-03T15:00:00,29.0,56.9,1010.2,device_002
2024-01-03T16:00:00,29.6,58.0,1010.1,device_002
2024-01-03T17:00:00,29.8,59.1,1010.0,device_002
2024-01-03T18:00:00,29.6,60.2,1009.9,device_002
2024-01-03T19:00:00,29.0,61.4,1009.8,device_002
2024-01-03T20:00:00,28.1,62.5,1009.7,device_002
2024-01-03T21:00:00,27.0,63.7,1009.6,device_002
2024-01-03T22:00:00,25.8,64.8,1009.5,device_002
2024-01-03T23:00:00,24.6,65.9,1009.4,device_002
2024-01-04T00:00:00,23.5,66.8,1009.3,device_002
2024-01-04T01:00:00,22.5,67.5,1009.2,device_002
2024-01-04T02:00:00,21.7,68.1,1009.1,device_002
2024-01-04T03:00:00,21.0,68.6,1009.0,device_002
2024-01-04T04:00:00,20.4,69.0,1008.9,device_002
2024-01-04T05:00:00,19.9,69.3,1008.8,device_002
2024-01-04T06:00:00,19.6,69.5,1008.7,device_002
2024-01-04T07:00:00,19.8,69.6,1008.6,device_002
2024-01-04T08:00:00,20.4,69.7,1008.5,device_002
2024-01-04T09:00:00,21.3,69.8,1008.4,device_002
2024-01-04T10:00:00,22.5,69.8,1008.3,device_002
2024-01-04T11:00:00,23.8,69.7,1008.2,device_002
2024-01-04T12:00:00,25.2,69.5,1008.1,device_002
2024-01-04T13:00:00,26.5,69.2,1008.0,device_002
2024-01-04T14:00:00,27.7,68.8,1007.9,device_002
2024-01-04T15:00:00,28.7,68.3,1007.8,device_002
2024-01-04T16:00:00,29.4,67.7,1007.7,device_002
2024-01-04T17:00:00,29.8,67.0,1007.6,device_002
2024-01-04T18:00:00,29.9,66.2,1007.5,device_002
