timestamp,temperature,humidity,pressure,device_id
2024-01-01T00:00:00,19.5,62.3,1005.8,device_003
2024-01-01T01:00:00,19.8,63.1,1006.2,device_003
2024-01-01T02:00:00,,64.0,1006.5,device_003
2024-01-01T03:00:00,20.1,64.8,1006.8,device_003
2024-01-01T04:00:00,20.3,65.2,1007.1,device_003
2024-01-01T05:00:00,20.5,66.0,1007.5,device_003
2024-01-01T06:00:00,21.0,67.3,1008.0,device_003
2024-01-01T07:00:00,21.5,68.5,1008.4,device_003
2024-01-01T08:00:00,22.1,69.8,1008.9,device_003
2024-01-01T09:00:00,22.8,71.2,1009.3,device_003
2024-01-01T10:00:00,23.5,72.5,1009.8,device_003
2024-01-01T11:00:00,24.2,73.8,1010.2,device_003
2024-01-01T12:00:00,24.9,75.1,,device_003
2024-01-01T13:00:00,25.4,76.0,1010.9,device_003
2024-01-01T14:00:00,25.8,76.8,1011.2,device_003
2024-01-01T15:00:00,26.1,77.3,1011.4,device_003
2024-01-01T16:00:00,26.3,77.6,1011.5,device_003
2024-01-01T17:00:00,26.2,77.4,1011.4,device_003
2024-01-01T18:00:00,25.9,76.9,1011.2,device_003
2024-01-01T19:00:00,25.4,76.1,1010.9,device_003
2024-01-01T20:00:00,24.8,75.2,1010.5,device_003
2024-01-01T21:00:00,24.1,74.0,1010.1,device_003
2024-01-01T22:00:00,23.4,72.7,1009.7,device_003
2024-01-01T23:00:00,22.7,71.3,1009.3,device_003
2024-01-02T00:00:00,22.0,69.8,1008.9,device_003
2024-01-02T01:00:00,21.3,68.2,1008.5,device_003
2024-01-02T02:00:00,20.7,66.7,1008.1,device_003
2024-01-02T03:00:00,20.1,65.3,1007.7,device_003
2024-01-02T04:00:00,19.6,64.0,1007.3,device_003
2024-01-02T05:00:00,19.2,62.8,1007.0,device_003
2024-01-02T06:00:00,18.9,61.7,1006.7,device_003
2024-01-02T07:00:00,18.7,60.8,1006.5,device_003
2024-01-02T08:00:00,18.6,60.1,1006.3,device_003
2024-01-02T09:00:00,18.7,59.6,1006.2,device_003
2024-01-02T10:00:00,19.0,59.3,1006.1,device_003
2024-01-02T11:00:00,19.5,59.2,1006.0,device_003
2024-01-02T12:00:00,20.2,59.3,1006.0,device_003
2024-01-02T13:00:00,21.0,59.6,1006.1,device_003
2024-01-02T14:00:00,21.8,60.1,1006.2,device_003
2024-01-02T15:00:00,22.5,60.8,1006.4,device_003
2024-01-02T16:00:00,23.1,61.6,1006.6,device_003
2024-01-02T17:00:00,23.5,62.4,1006.8,device_003
2024-01-02T18:00:00,23.7,63.2,1007.0,device_003
2024-01-02T19:00:00,23.6,63.8,1007.2,device_003
2024-01-02T20:00:00,23.3,64.3,1007.4,device_003
2024-01-02T21:00:00,22.8,64.6,1007.5,device_003
2024-01-02T22:00:00,22.2,64.7,1007.6,device_003
2024-01-02T23:00:00,21.5,64.6,1007.6,device_003
2024-01-03T00:00:00,20.8,64.3,1007.5,device_003
2024-01-03T01:00:00,20.2,63.8,1007.4,device_003
2024-01-03T02:00:00,19.6,63.2,1007.2,device_003
2024-01-03T03:00:00,19.1,62.5,1007.0,device_003
2024-01-03T04:00:00,18.7,61.7,1006.8,device_003
2024-01-03T05:00:00,18.4,60.9,1006.6,device_003
2024-01-03T06:00:00,18.2,60.2,1006.4,device_003
2024-01-03T07:00:00,18.1,59.6,1006.2,device_003
2024-01-03T08:00:00,18.2,59.2,1006.1,device_003
2024-01-03T09:00:00,18.5,58.9,1006.0,device_003
2024-01-03T10:00:00,19.0,58.8,1005.9,device_003
2024-01-03T11:00:00,19.7,58.9,1005.9,device_003
2024-01-03T12:00:00,20.5,59.2,1005.9,device_003
2024-01-03T13:00:00,21.4,59.7,1006.0,device_003
2024-01-03T14:00:00,22.3,60.4,1006.1,device_003
2024-01-03T15:00:00,23.1,61.3,1006.3,device_003
2024-01-03T16:00:00,23.8,62.3,1006.5,device_003
2024-01-03T17:00:00,24.3,63.4,1006.7,device_003
2024-01-03T18:00:00,24.6,64.5,1006.9,device_003
2024-01-03T19:00:00,24.7,65.5,1007.1,device_003
2024-01-03T20:00:00,24.5,66.3,1007.3,device_003
2024-01-03T21:00:00,24.1,66.9,1007.5,device_003
2024-01-03T22:00:00,23.5,67.3,1007.6,device_003
2024-01-03T23:00:00,22.8,67.4,1007.7,device_003
2024-01-04T00:00:00,22.1,67.3,1007.7,device_003
2024-01-04T01:00:00,21.4,67.0,1007.6,device_003
2024-01-04T02:00:00,20.7,66.5,1007.5,device_003
2024-01-04T03:00:00,20.1,65.8,1007.3,device_003
2024-01-04T04:00:00,19.6,65.0,1007.1,device_003
2024-01-04T05:00:00,19.2,64.1,1006.9,device_003
2024-01-04T06:00:00,18.9,63.2,1006.7,device_003
2024-01-04T07:00:00,18.7,62.3,1006.5,device_003
2024-01-04T08:00:00,18.6,61.5,1006.3,device_003
2024-01-04T09:00:00,18.7,60.8,1006.2,device_003
2024-01-04T10:00:00,19.0,60.3,1006.1,device_003
2024-01-04T11:00:00,19.5,59.9,1006.0,device_003
2024-01-04T12:00:00,20.2,59.7,1005.9,device_003
