timestamp,temperature,humidity,pressure,device_id
2024-01-01T00:00:00,24.2,70.5,1008.3,device_004
2024-01-01T01:00:00,24.6,71.2,,device_004
2024-01-01T02:00:00,25.0,,1009.1,device_004
2024-01-01T03:00:00,25.3,72.8,1009.5,device_004
2024-01-01T04:00:00,25.7,73.1,1010.2,device_004
2024-01-01T05:00:00,26.1,74.5,1010.8,device_004
2024-01-01T06:00:00,26.8,75.2,1011.3,device_004
2024-01-01T07:00:00,27.5,76.0,1011.9,device_004
2024-01-01T08:00:00,28.2,77.3,1012.4,device_004
2024-01-01T09:00:00,28.9,78.5,1012.8,device_004
2024-01-01T10:00:00,29.5,79.2,1013.1,device_004
2024-01-01T11:00:00,30.1,80.1,1013.5,device_004
2024-01-01T12:00:00,30.7,81.3,1013.8,device_004
2024-01-01T13:00:00,31.2,82.0,1014.0,device_004
2024-01-01T14:00:00,31.8,82.8,1014.2,device_004
2024-01-01T15:00:00,32.1,83.5,1014.3,device_004
2024-01-01T16:00:00,32.5,84.2,1014.4,device_004
2024-01-01T17:00:00,32.3,84.8,1014.3,device_004
2024-01-01T18:00:00,31.9,85.1,1014.1,device_004
2024-01-01T19:00:00,31.4,85.5,1013.9,device_004
2024-01-01T20:00:00,30.8,85.8,1013.6,device_004
2024-01-01T21:00:00,,86.0,1013.3,device_004
2024-01-01T22:00:00,29.5,86.2,1012.9,device_004
2024-01-01T23:00:00,28.9,86.3,1012.5,device_004
2024-01-02T00:00:00,28.3,86.1,1012.1,device_004
2024-01-02T01:00:00,27.7,85.8,1011.7,device_004
2024-01-02T02:00:00,27.1,85.3,1011.3,device_004
2024-01-02T03:00:00,26.5,84.8,1010.9,device_004
2024-01-02T04:00:00,25.9,84.2,1010.5,device_004
2024-01-02T05:00:00,25.4,83.5,1010.1,device_004
2024-01-02T06:00:00,24.9,82.8,1009.7,device_004
2024-01-02T07:00:00,24.5,82.0,1009.3,device_004
2024-01-02T08:00:00,24.1,81.2,1008.9,device_004
2024-01-02T09:00:00,23.8,80.3,1008.5,device_004
2024-01-02T10:00:00,23.5,79.4,1008.1,device_004
2024-01-02T11:00:00,23.3,78.5,1007.8,device_004
2024-01-02T12:00:00,23.1,77.6,1007.5,device_004
2024-01-02T13:00:00,23.0,76.7,1007.2,device_004
2024-01-02T14:00:00,22.9,75.8,1006.9,device_004
2024-01-02T15:00:00,22.8,74.9,1006.7,device_004
2024-01-02T16:00:00,22.7,74.1,1006.5,device_004
2024-01-02T17:00:00,22.6,73.3,1006.3,device_004
2024-01-02T18:00:00,22.5,72.5,1006.1,device_004
2024-01-02T19:00:00,22.4,71.8,1006.0,device_004
2024-01-02T20:00:00,22.3,71.1,1005.9,device_004
2024-01-02T21:00:00,22.2,70.5,1005.8,device_004
2024-01-02T22:00:00,22.1,69.9,1005.7,device_004
2024-01-02T23:00:00,22.0,69.3,1005.6,device_004
2024-01-03T00:00:00,21.9,68.8,1005.5,device_004
2024-01-03T01:00:00,21.8,68.3,1005.4,device_004
2024-01-03T02:00:00,21.7,67.8,1005.3,device_004
2024-01-03T03:00:00,21.6,67.4,1005.2,device_004
2024-01-03T04:00:00,21.5,67.0,1005.1,device_004
2024-01-03T05:00:00,21.4,66.6,1005.0,device_004
2024-01-03T06:00:00,21.3,66.3,1004.9,device_004
2024-01-03T07:00:00,21.2,66.0,1004.8,device_004
2024-01-03T08:00:00,21.1,65.7,1004.7,device_004
2024-01-03T09:00:00,21.0,65.5,1004.6,device_004
2024-01-03T10:00:00,20.9,65.3,1004.5,device_004
2024-01-03T11:00:00,20.8,65.1,1004.4,device_004
2024-01-03T12:00:00,20.7,64.9,1004.3,device_004
2024-01-03T13:00:00,20.6,64.8,,device_004
2024-01-03T14:00:00,20.5,64.6,1004.1,device_004
2024-01-03T15:00:00,20.4,64.5,1004.0,device_004
2024-01-03T16:00:00,20.3,64.4,1003.9,device_004
2024-01-03T17:00:00,20.2,64.3,1003.8,device_004
2024-01-03T18:00:00,20.1,64.2,1003.7,device_004
2024-01-03T19:00:00,20.0,64.1,1003.6,device_004
2024-01-03T20:00:00,19.9,64.0,1003.5,device_004
2024-01-03T21:00:00,19.8,63.9,1003.4,device_004
2024-01-03T22:00:00,19.7,63.8,1003.3,device_004
2024-01-03T23:00:00,19.6,63.7,1003.2,device_004
2024-01-04T00:00:00,19.5,63.6,1003.1,device_004
2024-01-04T01:00:00,19.4,63.5,1003.0,device_004
2024-01-04T02:00:00,19.3,63.4,1002.9,device_004
2024-01-04T03:00:00,19.2,63.3,1002.8,device_004
2024-01-04T04:00:00,19.1,63.2,1002.7,device_004
2024-01-04T05:00:00,19.0,63.1,1002.6,device_004
2024-01-04T06:00:00,18.9,63.0,1002.5,device_004
2024-01-04T07:00:00,18.8,62.9,1002.4,device_004
2024-01-04T08:00:00,18.7,62.8,1002.3,device_004
2024-01-04T09:00:00,18.6,,1002.2,device_004
2024-01-04T10:00:00,18.5,62.6,1002.1,device_004
2024-01-04T11:00:00,18.4,62.5,1002.0,device_004
2024-01-04T12:00:00,18.3,62.4,1001.9,device_004
2024-01-04T13:00:00,18.2,62.3,1001.8,device_004
2024-01-04T14:00:00,18.1,62.2,1001.7,device_004
2024-01-04T15:00:00,18.0,62.1,1001.6,device_004
2024-01-04T16:00:00,17.9,62.0,1001.5,device_004
2024-01-04T17:00:00,17.8,61.9,1001.4,device_004
2024-01-04T18:00:00,17.7,61.8,1001.3,device_004
2024-01-04T19:00:00,17.6,61.7,1001.2,device_004
2024-01-04T20:00:00,17.5,61.6,1001.1,device_004
2024-01-04T21:00:00,17.4,61.5,1001.0,device_004
2024-01-04T22:00:00,17.3,61.4,1000.9,device_004
2024-01-04T23:00:00,17.2,61.3,1000.8,device_004
