timestamp,temperature,humidity,pressure,device_id
2024-01-01T00:00:00,22.5,65.2,1013.2,device_001
2024-01-01T01:00:00,,67.1,1012.8,device_001
2024-01-01T02:00:00,23.1,68.5,,device_001
2024-01-01T03:00:00,23.8,69.3,1012.5,device_001
2024-01-01T04:00:00,24.2,70.1,1012.3,device_001
2024-01-01T05:00:00,24.6,71.5,1012.0,device_001
2024-01-01T06:00:00,25.1,72.8,1011.8,device_001
2024-01-01T07:00:00,25.8,73.4,1011.5,device_001
2024-01-01T08:00:00,26.5,74.2,1011.2,device_001
2024-01-01T09:00:00,27.2,75.0,1010.9,device_001
2024-01-01T10:00:00,27.9,75.8,1010.6,device_001
2024-01-01T11:00:00,28.5,76.5,1010.3,device_001
2024-01-01T12:00:00,29.1,77.2,1010.0,device_001
2024-01-01T13:00:00,29.8,78.0,1009.7,device_001
2024-01-01T14:00:00,30.2,78.5,1009.5,device_001
2024-01-01T15:00:00,30.6,79.0,1009.3,device_001
2024-01-01T16:00:00,31.0,79.5,1009.1,device_001
2024-01-01T17:00:00,31.3,80.0,1008.9,device_001
2024-01-01T18:00:00,31.5,80.3,1008.7,device_001
2024-01-01T19:00:00,31.6,,1008.6,device_001
2024-01-01T20:00:00,31.4,80.5,1008.5,device_001
2024-01-01T21:00:00,31.0,80.2,1008.4,device_001
2024-01-01T22:00:00,30.5,79.8,1008.3,device_001
2024-01-01T23:00:00,30.0,79.2,1008.3,device_001
2024-01-02T00:00:00,29.4,78.5,1008.4,device_001
2024-01-02T01:00:00,28.8,77.8,1008.5,device_001
2024-01-02T02:00:00,28.2,77.0,1008.7,device_001
2024-01-02T03:00:00,27.6,76.2,1008.9,device_001
2024-01-02T04:00:00,27.0,75.4,1009.1,device_001
2024-01-02T05:00:00,26.4,74.6,1009.4,device_001
2024-01-02T06:00:00,25.9,73.8,1009.7,device_001
2024-01-02T07:00:00,25.5,73.0,1010.0,device_001
2024-01-02T08:00:00,25.2,72.3,1010.3,device_001
2024-01-02T09:00:00,25.0,71.7,1010.6,device_001
2024-01-02T10:00:00,24.9,71.2,1010.9,device_001
2024-01-02T11:00:00,24.8,70.8,1011.2,device_001
2024-01-02T12:00:00,24.8,70.5,1011.5,device_001
2024-01-02T13:00:00,24.9,70.3,1011.7,device_001
2024-01-02T14:00:00,25.1,70.2,1011.9,device_001
2024-01-02T15:00:00,25.4,70.1,1012.1,device_001
2024-01-02T16:00:00,25.7,70.0,1012.3,device_001
2024-01-02T17:00:00,26.1,70.0,1012.4,device_001
2024-01-02T18:00:00,26.4,70.1,1012.5,device_001
2024-01-02T19:00:00,26.7,70.3,1012.6,device_001
2024-01-02T20:00:00,26.9,70.5,1012.7,device_001
2024-01-02T21:00:00,27.0,70.8,1012.7,device_001
2024-01-02T22:00:00,27.0,71.1,1012.7,device_001
2024-01-02T23:00:00,26.9,71.4,1012.7,device_001
2024-01-03T00:00:00,26.7,71.7,1012.6,device_001
2024-01-03T01:00:00,26.4,72.0,1012.5,device_001
2024-01-03T02:00:00,26.0,72.3,1012.4,device_001
2024-01-03T03:00:00,25.6,72.5,1012.3,device_001
2024-01-03T04:00:00,25.2,72.7,1012.2,device_001
2024-01-03T05:00:00,24.8,72.8,1012.1,device_001
2024-01-03T06:00:00,24.4,72.9,1012.0,device_001
2024-01-03T07:00:00,24.0,72.9,1012.0,device_001
2024-01-03T08:00:00,23.7,72.8,1012.0,device_001
2024-01-03T09:00:00,23.5,72.7,1012.0,device_001
2024-01-03T10:00:00,23.3,72.5,1012.1,device_001
2024-01-03T11:00:00,23.2,72.3,1012.2,device_001
2024-01-03T12:00:00,23.2,72.0,1012.3,device_001
2024-01-03T13:00:00,23.3,71.7,1012.4,device_001
2024-01-03T14:00:00,23.5,71.4,1012.5,device_001
2024-01-03T15:00:00,23.7,71.0,1012.6,device_001
2024-01-03T16:00:00,24.0,70.6,1012.8,device_001
2024-01-03T17:00:00,24.3,70.2,1012.9,device_001
2024-01-03T18:00:00,24.6,69.8,1013.1,device_001
2024-01-03T19:00:00,24.9,69.4,1013.2,device_001
2024-01-03T20:00:00,25.2,69.0,1013.4,device_001
2024-01-03T21:00:00,25.5,68.6,1013.5,device_001
2024-01-03T22:00:00,25.7,68.3,1013.7,device_001
2024-01-03T23:00:00,25.9,68.0,1013.8,device_001
2024-01-04T00:00:00,26.0,67.7,1014.0,device_001
2024-01-04T01:00:00,26.1,67.5,1014.1,device_001
2024-01-04T02:00:00,26.1,67.3,1014.2,device_001
2024-01-04T03:00:00,26.0,67.1,1014.3,device_001
2024-01-04T04:00:00,25.9,67.0,1014.4,device_001
2024-01-04T05:00:00,25.7,66.9,1014.5,device_001
2024-01-04T06:00:00,25.5,66.8,1014.6,device_001
2024-01-04T07:00:00,25.2,66.8,1014.7,device_001
2024-01-04T08:00:00,25.0,66.8,1014.8,device_001
2024-01-04T09:00:00,24.7,66.9,1014.8,device_001
2024-01-04T10:00:00,24.5,67.0,1014.9,device_001
2024-01-04T11:00:00,24.3,67.1,1014.9,device_001
2024-01-04T12:00:00,24.2,67.3,1015.0,device_001
2024-01-04T13:00:00,24.1,67.5,1015.0,device_001
2024-01-04T14:00:00,24.0,67.7,1015.0,device_001
2024-01-04T15:00:00,24.0,68.0,1015.0,device_001
2024-01-04T16:00:00,24.1,68.3,1015.0,device_001
2024-01-04T17:00:00,24.2,68.6,1014.9,device_001
2024-01-04T18:00:00,24.3,68.9,1014.9,device_001
2024-01-04T19:00:00,24.5,69.2,1014.8,device_001
2024-01-04T20:00:00,24.7,69.5,1014.7,device_001
2024-01-04T21:00:00,24.9,69.8,1014.6,device_001
2024-01-04T22:00:00,25.1,70.1,1014.5,device_001
2024-01-04T23:00:00,25.3,70.4,1014.4,device_001
