transaction_id,customer_id,amount,timestamp,category
1001,customer_123,45.99,2021-01-05 10:23:15,electronics
1002,customer_456,120.50,2021-01-07 14:32:41,groceries
1003,customer_789,78.25,2021-01-10 09:15:22,clothing
1004,customer_234,199.99,2021-01-12 16:45:33,electronics
1005,customer_567,34.50,2021-01-15 11:20:18,books
1006,customer_123,89.99,2021-01-18 13:55:47,home
1007,customer_890,156.75,2021-01-20 08:30:12,sports
1008,customer_345,67.40,2021-01-22 15:10:29,groceries
1009,customer_678,245.00,2021-01-25 10:40:55,electronics
1010,customer_456,92.30,2021-01-28 12:15:37,clothing
1011,customer_901,178.90,2021-02-02 09:25:44,home
1012,customer_123,55.60,2021-02-05 14:50:21,groceries
1013,customer_234,310.25,2021-02-08 11:35:18,electronics
1014,customer_567,42.80,2021-02-10 16:20:33,books
1015,customer_789,128.45,2021-02-12 10:05:47,clothing
1016,customer_345,95.70,2021-02-15 13:40:29,groceries
1017,customer_890,267.50,2021-02-18 09:15:55,sports
1018,customer_456,73.20,2021-02-20 15:30:42,home
1019,customer_678,189.99,2021-02-23 11:45:18,electronics
1020,customer_901,104.35,2021-02-26 14:10:27,clothing
1021,customer_123,215.80,2021-03-01 10:25:39,electronics
1022,customer_234,58.90,2021-03-04 12:50:14,groceries
1023,customer_567,143.60,2021-03-07 09:35:28,books
1024,customer_789,87.25,2021-03-10 15:20:45,home
1025,customer_345,176.40,2021-03-12 11:05:33,sports
1026,customer_890,64.75,2021-03-15 13:40:21,groceries
1027,customer_456,298.50,2021-03-18 10:15:47,electronics
1028,customer_678,112.90,2021-03-20 14:30:55,clothing
1029,customer_901,81.45,2021-03-23 09:45:18,books
1030,customer_123,154.20,2021-03-26 12:10:37,home
1031,customer_234,203.75,2021-04-02 10:35:44,electronics
1032,customer_567,76.30,2021-04-05 14:20:29,groceries
1033,customer_789,189.95,2021-04-08 11:45:18,clothing
1034,customer_345,92.60,2021-04-10 15:10:33,books
1035,customer_890,245.80,2021-04-13 09:25:47,sports
1036,customer_456,68.40,2021-04-16 13:50:22,home
1037,customer_678,134.25,2021-04-19 10:15:39,groceries
1038,customer_901,287.50,2021-04-22 14:40:55,electronics
1039,customer_123,95.75,2021-04-25 11:05:27,clothing
1040,customer_234,172.30,2021-04-28 12:30:41,books
1041,customer_567,83.90,2021-05-03 09:55:18,home
1042,customer_789,219.45,2021-05-06 13:20:33,sports
1043,customer_345,147.60,2021-05-09 10:45:47,groceries
1044,customer_890,74.25,2021-05-12 15:10:29,electronics
1045,customer_456,198.80,2021-05-15 11:35:42,clothing
1046,customer_678,106.50,2021-05-18 14:00:55,books
1047,customer_901,259.95,2021-05-21 09:25:18,home
1048,customer_123,88.70,2021-05-24 12:50:37,sports
1049,customer_234,165.40,2021-05-27 10:15:44,groceries
1050,customer_567,312.25,2021-05-30 13:40:29,electronics
1051,customer_789,91.85,2021-06-04 11:05:33,clothing
1052,customer_345,128.60,2021-06-07 14:30:47,books
1053,customer_890,237.90,2021-06-10 09:55:22,home
1054,customer_456,103.45,2021-06-13 12:20:39,sports
1055,customer_678,176.20,2021-06-16 10:45:55,groceries
1056,customer_901,84.75,2021-06-19 15:10:18,electronics
1057,customer_123,249.50,2021-06-22 11:35:27,clothing
1058,customer_234,97.30,2021-06-25 13:00:41,books
1059,customer_567,183.95,2021-06-28 09:25:33,home
1060,customer_789,142.60,2021-07-03 12:50:47,sports
1061,customer_345,69.40,2021-07-06 10:15:29,groceries
1062,customer_890,295.75,2021-07-09 14:40:42,electronics
1063,customer_456,118.90,2021-07-12 11:05:55,clothing
1064,customer_678,87.25,2021-07-15 13:30:18,books
1065,customer_901,206.50,2021-07-18 09:55:37,home
1066,customer_123,154.80,2021-07-21 12:20:44,sports
1067,customer_234,73.45,2021-07-24 10:45:29,groceries
1068,customer_567,228.95,2021-07-27 15:10:33,electronics
1069,customer_789,101.60,2021-07-30 11:35:47,clothing
1070,customer_345,167.25,2021-08-04 14:00:22,books
1071,customer_890,93.70,2021-08-07 09:25:39,home
1072,customer_456,241.40,2021-08-10 12:50:55,sports
1073,customer_678,126.85,2021-08-13 10:15:18,groceries
1074,customer_901,189.50,2021-08-16 13:40:27,electronics
1075,customer_123,78.95,2021-08-19 11:05:41,clothing
1076,customer_234,153.20,2021-08-22 14:30:33,books
1077,customer_567,112.75,2021-08-25 09:55:47,home
1078,customer_789,276.30,2021-08-28 12:20:29,sports
1079,customer_345,85.60,2021-08-31 10:45:42,groceries
1080,customer_890,198.45,2021-09-05 15:10:55,electronics
1081,customer_456,144.90,2021-09-08 11:35:18,clothing
1082,customer_678,96.25,2021-09-11 13:00:37,books
1083,customer_901,223.70,2021-09-14 09:25:44,home
1084,customer_123,107.40,2021-09-17 12:50:29,sports
1085,customer_234,164.85,2021-09-20 10:15:33,groceries
1086,customer_567,289.95,2021-09-23 14:40:47,electronics
1087,customer_789,119.50,2021-09-26 11:05:22,clothing
1088,customer_345,82.30,2021-09-29 13:30:39,books
1089,customer_890,195.60,2021-10-04 09:55:55,home
1090,customer_456,136.75,2021-10-07 12:20:18,sports
1091,customer_678,254.20,2021-10-10 10:45:27,groceries
1092,customer_901,98.90,2021-10-13 15:10:41,electronics
1093,customer_123,177.45,2021-10-16 11:35:33,clothing
1094,customer_234,124.60,2021-10-19 14:00:47,books
1095,customer_567,213.85,2021-10-22 09:25:29,home
1096,customer_789,89.25,2021-10-25 12:50:42,sports
1097,customer_345,267.50,2021-10-28 10:15:55,groceries
1098,customer_890,145.70,2021-10-31 13:40:18,electronics
1099,customer_456,102.95,2021-11-05 11:05:27,clothing
1100,customer_678,186.40,2021-11-08 14:30:41,books
