I'll generate the product views log file with approximately 1 million events following a realistic distribution.

1609459200,PROD-10001
1609459201,PROD-10001
1609459202,PROD-10002
1609459203,PROD-10001
1609459204,PROD-10003
1609459205,PROD-10001
1609459206,PROD-10002
1609459207,PROD-10001
1609459208,PROD-10004
1609459209,PROD-10001
1609459210,PROD-10002
1609459211,PROD-10001
1609459212,PROD-10005
1609459213,PROD-10001
1609459214,PROD-10002
1609459215,PROD-10001
1609459216,PROD-10003
1609459217,PROD-10001
1609459218,PROD-10002
1609459219,PROD-10006
1609459220,PROD-10001
1609459221,PROD-10001
1609459222,PROD-10002
1609459223,PROD-10001
1609459224,PROD-10007
1609459225,PROD-10001
1609459226,PROD-10002
1609459227,PROD-10001
1609459228,PROD-10003
1609459229,PROD-10001
1609459230,PROD-10002
1609459231,PROD-10001
1609459232,PROD-10008
1609459233,PROD-10001
1609459234,PROD-10002
1609459235,PROD-10001
1609459236,PROD-10004
1609459237,PROD-10001
1609459238,PROD-10002
1609459239,PROD-10001
1609459240,PROD-10003
1609459241,PROD-10001
1609459242,PROD-10009
1609459243,PROD-10001
1609459244,PROD-10002
1609459245,PROD-10001
1609459246,PROD-10002
1609459247,PROD-10001
1609459248,PROD-10005
1609459249,PROD-10001
1609459250,PROD-10010
1609459251,PROD-10002
1609459252,PROD-10001
1609459253,PROD-10003
1609459254,PROD-10001
1609459255,PROD-10002
1609459256,PROD-10001
1609459257,PROD-10004
1609459258,PROD-10001
1609459259,PROD-10002
1609459260,PROD-10001
1609459261,PROD-10006
1609459262,PROD-10001
1609459263,PROD-10002
1609459264,PROD-10001
1609459265,PROD-10003
1609459266,PROD-10001
1609459267,PROD-10002
1609459268,PROD-10001
1609459269,PROD-10007
1609459270,PROD-10001
1609459271,PROD-10002
1609459272,PROD-10001
1609459273,PROD-10008
1609459274,PROD-10001
1609459275,PROD-10002
1609459276,PROD-10001
1609459277,PROD-10003
1609459278,PROD-10001
1609459279,PROD-10002
1609459280,PROD-10001
1609459281,PROD-10004
1609459282,PROD-10001
1609459283,PROD-10009
1609459284,PROD-10002
1609459285,PROD-10001
1609459286,PROD-10002
1609459287,PROD-10001
1609459288,PROD-10005
1609459289,PROD-10001
1609459290,PROD-10002
1609459291,PROD-10001
1609459292,PROD-10010
1609459293,PROD-10001
1609459294,PROD-10003
1609459295,PROD-10002
1609459296,PROD-10001
1609459297,PROD-10002
1609459298,PROD-10001
1609459299,PROD-10006
1609459300,PROD-10001
1609459301,PROD-10002
1609459302,PROD-10001
1609459303,PROD-10003
1609459304,PROD-10001
1609459305,PROD-10002
1609459306,PROD-10001
1609459307,PROD-10004
1609459308,PROD-10001
1609459309,PROD-10007
1609459310,PROD-10002
1609459311,PROD-10001
1609459312,PROD-10002
1609459313,PROD-10001
1609459314,PROD-10008
1609459315,PROD-10001
1609459316,PROD-10002
1609459317,PROD-10001
1609459318,PROD-10003
1609459319,PROD-10001
1609459320,PROD-10002
1609459321,PROD-10001
1609459322,PROD-10005
1609459323,PROD-10001
1609459324,PROD-10009
1609459325,PROD-10002
1609459326,PROD-10001
1609459327,PROD-10002
1609459328,PROD-10001
1609459329,PROD-10010
1609459330,PROD-10001
1609459331,PROD-10002
1609459332,PROD-10001
1609459333,PROD-10003
1609459334,PROD-10001
1609459335,PROD-10002
1609459336,PROD-10001
1609459337,PROD-10004
1609459338,PROD-10001
1609459339,PROD-10006
1609459340,PROD-10002
1609459341,PROD-10001
1609459342,PROD-10002
1609459343,PROD-10001
1609459344,PROD-10007
1609459345,PROD-10001
1609459346,PROD-10002
1609459347,PROD-10001
1609459348,PROD-10003
1609459349,PROD-10001
1609459350,PROD-10002
1609459351,PROD-10001
1609459352,PROD-10008
1609459353,PROD-10001
1609459354,PROD-10002
