transaction_id,customer_id,amount,category,timestamp
TXN001,CUST0001,45.99,electronics,2023-01-15T10:30:00Z
TXN002,CUST0001,23.50,groceries,2023-01-16T14:20:00Z
TXN003,CUST0001,150.00,clothing,2023-01-18T09:15:00Z
TXN004,CUST0001,89.99,electronics,2023-01-20T16:45:00Z
TXN005,CUST0002,299.99,electronics,2023-01-15T11:00:00Z
TXN006,CUST0002,15.75,groceries,2023-01-17T08:30:00Z
TXN007,CUST0002,450.00,electronics,2023-01-19T13:20:00Z
TXN008,CUST0002,22.50,groceries,2023-01-21T10:10:00Z
TXN009,CUST0003,1500.00,electronics,2023-01-16T15:30:00Z
TXN010,CUST0003,75.00,clothing,2023-01-18T12:00:00Z
TXN011,CUST0003,200.00,services,2023-01-22T14:30:00Z
TXN012,CUST0003,95.50,groceries,2023-01-24T09:45:00Z
TXN013,AB12CD34,50.00,groceries,2023-01-15T10:00:00Z
TXN014,AB12CD34,125.99,clothing,2023-01-17T11:30:00Z
TXN015,AB12CD34,300.00,electronics,2023-01-19T16:00:00Z
TXN016,AB12CD34,45.75,groceries,2023-01-21T13:15:00Z
TXN017,XY98ZW76,89.99,services,2023-01-16T10:30:00Z
TXN018,XY98ZW76,199.99,electronics,2023-01-18T14:45:00Z
TXN019,XY98ZW76,67.50,clothing,2023-01-20T09:20:00Z
TXN020,XY98ZW76,45.00,groceries,2023-01-22T15:30:00Z
TXN021,QW56ER78,750.00,electronics,2023-01-17T11:00:00Z
TXN022,QW56ER78,35.99,groceries,2023-01-19T10:15:00Z
TXN023,QW56ER78,125.00,clothing,2023-01-21T14:00:00Z
TXN024,QW56ER78,450.00,services,2023-01-23T16:30:00Z
TXN025,PL34MN90,99.99,electronics,2023-01-15T09:30:00Z
TXN026,PL34MN90,55.50,groceries,2023-01-17T12:45:00Z
TXN027,PL34MN90,175.00,clothing,2023-01-19T15:20:00Z
TXN028,PL34MN90,88.75,services,2023-01-21T11:10:00Z
TXN029,ZX12CV45,250.00,electronics,2023-01-16T13:30:00Z
TXN030,ZX12CV45,45.99,groceries,2023-01-18T10:00:00Z
TXN031,ZX12CV45,399.99,electronics,2023-01-20T14:15:00Z
TXN032,ZX12CV45,67.50,clothing,2023-01-22T09:45:00Z
TXN033,RT67YU89,150.00,services,2023-01-15T14:20:00Z
TXN034,RT67YU89,89.99,electronics,2023-01-17T11:30:00Z
TXN035,RT67YU89,125.50,clothing,2023-01-19T16:45:00Z
TXN036,RT67YU89,75.00,groceries,2023-01-21T10:20:00Z
TXN037,FG23HJ56,500.00,electronics,2023-01-16T15:00:00Z
TXN038,FG23HJ56,299.99,electronics,2023-01-18T13:30:00Z
TXN039,FG23HJ56,45.75,groceries,2023-01-20T10:45:00Z
TXN040,FG23HJ56,175.00,services,2023-01-22T14:20:00Z
TXN041,CUST1,100.00,electronics,2023-01-15T10:30:00Z
TXN042,TOOLONGID123,250.00,clothing,2023-01-16T11:00:00Z
TXN043,CUST0001,-50.00,groceries,2023-01-17T09:15:00Z
TXN044,CUST0002,0.00,services,2023-01-18T14:30:00Z
TXN045,AB12CD34,-25.99,electronics,2023-01-19T10:00:00Z
TXN046,INVALID,150.00,clothing,2023-01-20T13:45:00Z
TXN047,CUST0004,99.99,electronics,2023-01-17T10:30:00Z
