transaction_id,customer_id,amount,category,timestamp
TXN201,CUST0002,125.50,electronics,2023-03-10T09:15:00Z
TXN202,ABC12345,45.99,groceries,2023-03-10T10:30:22Z
TXN203,XY98ZW76,299.99,clothing,2023-03-10T11:45:15Z
TXN204,CUST0001,89.75,services,2023-03-10T13:20:40Z
TXN205,INVALID1,150.00,electronics,2023-03-10T14:35:10Z
TXN206,DEF67890,22.50,groceries,2023-03-11T08:10:25Z
TXN207,CUST0002,450.00,electronics,2023-03-11T09:25:30Z
TXN208,GHI34567,67.80,clothing,2023-03-11T10:40:55Z
TXN209,ABC12345,-25.50,services,2023-03-11T12:15:20Z
TXN210,JKL89012,178.90,electronics,2023-03-11T14:50:45Z
TXN211,CUST0003,95.25,groceries,2023-03-12T07:30:10Z
TXN212,XY98ZW76,0.0,clothing,2023-03-12T09:45:35Z
TXN213,MNO45678,320.00,services,2023-03-12T11:20:50Z
TXN214,CUST0001,56.40,groceries,2023-03-12T13:35:15Z
TXN215,PQR78901,410.50,electronics,2023-03-13T08:50:40Z
TXN216,ABC12345,88.99,clothing,2023-03-13T10:15:25Z
TXN217,STU23456,145.75,services,2023-03-13T12:40:50Z
TXN218,CUST0002,75.30,groceries,2023-03-13T14:25:15Z
TXN219,VWX67890,0.0,electronics,2023-03-14T09:10:40Z
TXN220,DEF67890,234.80,clothing,2023-03-14T11:35:25Z
TXN221,CUST0004,512.00,electronics,2023-03-14T13:50:50Z
TXN222,YZA12345,44.60,groceries,2023-03-14T15:20:15Z
TXN223,GHI34567,189.99,services,2023-03-15T08:45:40Z
TXN224,CUST0001,340.25,electronics,2023-03-15T10:30:25Z
TXN225,BCD56789,92.10,clothing,2023-03-15T12:55:50Z
TXN226,JKL89012,-15.00,groceries,2023-03-15T14:20:15Z
TXN227,CUST0003,267.50,services,2023-03-16T09:35:40Z
TXN228,EFG90123,78.85,electronics,2023-03-16T11:50:25Z
TXN229,XY98ZW76,155.40,groceries,2023-03-16T13:15:50Z
TXN230,HIJ34567,420.00,clothing,2023-03-17T08:40:15Z
TXN231,CUST0002,198.60,services,2023-03-17T10:25:40Z
TXN232,KLM67890,87.25,electronics,2023-03-17T12:50:25Z
TXN233,ABC12345,310.99,groceries,2023-03-17T14:35:50Z
TXN234,NOP01234,135.70,clothing,2023-03-18T09:20:15Z
TXN235,CUST0005,245.80,services,2023-03-18T11:45:40Z
TXN236,QRS45678,0.0,electronics,2023-03-18T13:30:25Z
TXN237,DEF67890,92.45,groceries,2023-03-19T08:55:50Z
TXN238,CUST0001,176.30,clothing,2023-03-19T10:40:15Z
TXN239,TUV78901,389.99,services,2023-03-19T12:25:40Z
TXN240,GHI34567,58.60,electronics,2023-03-19T14:50:25Z
TXN241,CUST0003,445.75,groceries,2023-03-20T09:15:50Z
TXN242,WXY12345,124.20,clothing,2023-03-20T11:40:15Z
TXN243,JKL89012,267.85,services,2023-03-20T13:25:40Z
TXN244,CUST0002,89.50,electronics,2023-03-21T08:50:25Z
TXN245,ZAB34567,356.40,groceries,2023-03-21T10:35:50Z
TXN246,XY98ZW76,198.75,clothing,2023-03-21T12:20:15Z
TXN247,CDE67890,0.0,services,2023-03-21T14:45:40Z
TXN248,CUST0006,512.90,electronics,2023-03-22T09:30:25Z
TXN249,FGH90123,77.80,groceries,2023-03-22T11:15:50Z
TXN250,ABC12345,223.65,clothing,2023-03-22T13:40:15Z
TXN251,IJK23456,145.30,services,2023-03-23T08:25:40Z
TXN252,CUST0001,398.99,electronics,2023-03-23T10:50:25Z
TXN253,LMN56789,68.75,groceries,2023-03-23T12:35:50Z
TXN254,DEF67890,289.40,clothing,2023-03-24T09:20:15Z
TXN255,CUST0003,156.85,services,2023-03-24T11:05:40Z
TXN256,OPQ89012,0.0,electronics,2023-03-24T13:30:25Z
TXN257,GHI34567,434.50,groceries,2023-03-24T15:15:50Z
TXN258,CUST0002,92.20,clothing,2023-03-25T08:40:15Z
TXN259,RST12345,167.95,services,2023-03-25T10:25:40Z
TXN260,JKL89012,345.60,electronics,2023-03-25T12:50:25Z
TXN261,CUST0007,88.30,groceries,2023-03-26T09:15:50Z
TXN262,UVW45678,256.75,clothing,2023-03-26T11:40:15Z
TXN263,XY98ZW76,412.00,services,2023-03-26T13:25:40Z
TXN264,YZA78901,124.85,electronics,2023-03-27T08:50:25Z
TXN265,CUST0001,0.0,groceries,2023-03-27T10:35:50Z
TXN266,BCD01234,378.40,clothing,2023-03-27T12:20:15Z
TXN267,ABC12345,95.55,services,2023-03-28T09:05:40Z
TXN268,CUST0002,489.99,electronics,2023-03-28T11:30:25Z
TXN269,EFG34567,67.20,groceries,2023-03-28T13:15:50Z
TXN270,DEF67890,234.90,clothing,2023-03-29T08:40:15Z
TXN271,CUST0003,156.45,services,2023-03-29T10:25:40Z
TXN272,HIJ67890,0.0,electronics,2023-03-29T12:50:25Z
TXN273,GHI34567,298.75,groceries,2023-03-30T09:15:50Z
TXN274,CUST0008,445.30,clothing,2023-03-30T11:40:15Z
TXN275,KLM23456,89.85,services,2023-03-30T13:25:40Z
TXN276,JKL89012,167.50,electronics,2023-03-31T08:50:25Z
TXN277,CUST0001,312.60,groceries,2023-03-31T10:35:50Z
TXN278,NOP56789,78.95,clothing,2023-03-31T12:20:15Z
TXN279,XY98ZW76,523.40,services,2023-04-01T09:05:40Z
TXN280,CUST0002,145.75,electronics,2023-04-01T11:30:25Z
TXN281,QRS89012,267.20,groceries,2023-04-01T13:15:50Z
TXN282,ABC12345,98.40,clothing,2023-04-02T08:40:15Z
TXN283,CUST0003,389.85,services,2023-04-02T10:25:40Z
TXN284,TUV12345,156.50,electronics,2023-04-02T12:50:25Z
TXN285,DEF67890,234.99,groceries,2023-04-03T09:15:50Z
TXN286,CUST0009,67.30,clothing,2023-04-03T11:40:15Z
TXN287,WXY45678,412.75,services,2023-04-03T13:25:40Z
TXN288,GHI34567,189.60,electronics,2023-04-04T08:50:25Z
TXN289,CUST0001,298.85,groceries,2023-04-04T10:35:50Z
TXN290,ZAB67890,0.0,clothing,2023-04-04T12:20:15Z
TXN291,JKL89012,345.40,services,2023-04-05T09:05:40Z
TXN292,CUST0002,123.95,electronics,2023-04-05T11:30:25Z
TXN293,CDE90123,256.70,groceries,2023-04-05T13:15:50Z
TXN294,XY98ZW76,478.30,clothing,2023-04-05T15:40:15Z
TXN295,CUST0003,167.85,services,2023-04-06T08:25:40Z
