transaction_id,customer_id,amount,category,timestamp
TXN301,ABC12345,45.50,groceries,2023-07-22T08:45:00Z
TXN302,XYZ98765,320.00,electronics,2023-07-23T14:30:15Z
TXN303,DEF45678,0.00,clothing,2023-07-24T10:15:45Z
TXN304,GHI78901,89.99,services,2023-07-25T16:20:30Z
TXN305,JKL23456,1500.00,electronics,2023-07-26T09:10:00Z
TXN306,MNO67890,67.25,groceries,2023-07-27T11:45:20Z
TXN307,PQR11223,230.00,clothing,2023-07-28T13:55:10Z
TXN308,STU44556,42.80,groceries,2023-07-29T07:30:40Z
TXN309,VWX77889,155.50,services,2023-07-30T18:25:15Z
TXN310,YZA00112,95.00,electronics,2023-07-31T12:40:50Z
TXN311,ABC12345,450.00,electronics,2023-08-01T10:15:30Z
TXN312,BCD23456,78.90,groceries,2023-08-02T14:20:45Z
TXN313,CDE34567,120.00,clothing,2023-08-03T16:35:20Z
TXN314,XYZ98765,850.00,electronics,2023-08-04T09:50:10Z
TXN315,EFG56789,33.25,services,2023-08-05T11:10:55Z
TXN316,FGH67890,-25.00,groceries,2023-08-06T15:45:30Z
TXN317,GHI78901,210.50,electronics,2023-08-07T08:20:15Z
TXN318,HIJ89012,55.75,groceries,2023-08-08T13:30:40Z
TXN319,IJK90123,99.99,clothing,2023-08-09T17:15:25Z
TXN320,JKL23456,2500.00,electronics,2023-08-10T10:40:50Z
TXN321,KLM01234,145.00,services,2023-08-11T12:25:35Z
TXN322,LMN12345,67.80,groceries,2023-08-12T14:50:20Z
TXN323,MNO67890,380.00,electronics,2023-08-13T09:15:45Z
TXN324,NOP34567,0.00,clothing,2023-08-14T11:35:10Z
TXN325,OPQ45678,125.50,services,2023-08-15T16:20:55Z
TXN326,PQR11223,890.00,electronics,2023-08-16T08:45:30Z
TXN327,QRS56789,44.25,groceries,2023-08-17T13:10:15Z
TXN328,RST67890,156.00,clothing,2023-08-18T15:40:40Z
TXN329,STU44556,78.50,services,2023-08-19T10:25:20Z
TXN330,TUV78901,225.00,electronics,2023-08-20T12:55:45Z
TXN331,UVW89012,92.30,groceries,2023-08-21T14:15:30Z
TXN332,VWX77889,1200.00,electronics,2023-08-22T09:40:10Z
TXN333,WXY90123,58.75,clothing,2023-08-23T11:20:55Z
TXN334,XYZ01234,135.00,services,2023-08-24T16:50:25Z
TXN335,YZA00112,750.00,electronics,2023-08-25T08:15:40Z
TXN336,ABC12345,52.40,groceries,2023-08-26T13:35:15Z
TXN337,BCD23456,310.00,electronics,2023-08-27T15:10:50Z
TXN338,CDE34567,88.90,clothing,2023-08-28T10:45:30Z
TXN339,DEF45678,165.50,services,2023-08-29T12:20:45Z
TXN340,EFG56789,-15.00,groceries,2023-08-30T14:55:20Z
TXN341,FGH67890,420.00,electronics,2023-08-31T09:30:10Z
TXN342,GHI78901,73.25,groceries,2023-09-01T11:15:55Z
TXN343,HIJ89012,195.00,clothing,2023-09-02T16:40:30Z
TXN344,IJK90123,62.50,services,2023-09-03T08:25:15Z
TXN345,JKL23456,1800.00,electronics,2023-09-04T13:50:40Z
TXN346,KLM01234,105.75,groceries,2023-09-05T15:20:25Z
TXN347,LMN12345,280.00,electronics,2023-09-06T10:45:50Z
TXN348,MNO67890,49.90,clothing,2023-09-07T12:10:35Z
TXN349,NOP34567,138.50,services,2023-09-08T14:35:20Z
TXN350,OPQ45678,0.00,groceries,2023-09-09T09:55:45Z
TXN351,PQR11223,670.00,electronics,2023-09-10T11:25:10Z
TXN352,QRS56789,85.40,groceries,2023-09-11T16:50:55Z
TXN353,RST67890,245.00,clothing,2023-09-12T08:15:30Z
TXN354,STU44556,110.25,services,2023-09-13T13:40:15Z
TXN355,TUV78901,540.00,electronics,2023-09-14T15:10:40Z
TXN356,UVW89012,68.75,groceries,2023-09-15T10:35:20Z
TXN357,VWX77889,980.00,electronics,2023-09-16T12:55:45Z
TXN358,WXY90123,124.50,clothing,2023-09-17T14:20:30Z
TXN359,XYZ01234,77.80,services,2023-09-18T09:45:10Z
TXN360,YZA00112,1350.00,electronics,2023-09-19T11:10:55Z
TXN361,ABC12345,38.90,groceries,2023-09-20T16:35:25Z
TXN362,BCD23456,265.00,electronics,2023-09-21T08:50:40Z
TXN363,CDE34567,92.50,clothing,2023-09-22T13:15:15Z
TXN364,DEF45678,185.75,services,2023-09-23T15:40:50Z
TXN365,EFG56789,45.20,groceries,2023-09-24T10:05:30Z
TXN366,FGH67890,-50.00,electronics,2023-09-25T12:30:45Z
TXN367,GHI78901,520.00,electronics,2023-09-26T14:55:20Z
TXN368,HIJ89012,81.60,groceries,2023-09-27T09:20:10Z
TXN369,IJK90123,175.00,clothing,2023-09-28T11:45:55Z
TXN370,JKL23456,3200.00,electronics,2023-09-29T16:10:30Z
TXN371,KLM01234,128.90,services,2023-09-30T08:35:15Z
TXN372,LMN12345,56.25,groceries,2023-10-01T13:50:40Z
TXN373,MNO67890,440.00,electronics,2023-10-02T15:15:25Z
TXN374,NOP34567,98.50,clothing,2023-10-03T10:40:50Z
TXN375,OPQ45678,215.75,services,2023-10-04T12:05:35Z
