transaction_id,customer_id,amount,category,timestamp
TXN301,CUST0003,45.99,groceries,2023-05-12T11:00:00Z
TXN302,AB12CD34,1250.00,electronics,2023-05-12T14:30:00Z
TXN303,CUST0003,52.30,groceries,2023-05-13T09:15:00Z
TXN304,LM45NO67,89.99,clothing,2023-05-13T16:45:00Z
TXN305,INVALID1,100.00,services,2023-05-14T10:20:00Z
TXN306,CUST0003,48.75,groceries,2023-05-14T12:00:00Z
TXN307,XY78ZW90,2500.00,electronics,2023-05-15T08:30:00Z
TXN308,AB12CD34,1500.00,electronics,2023-05-15T11:45:00Z
TXN309,CUST0003,150.00,electronics,2023-05-16T14:00:00Z
TXN310,PQ34RS56,25.50,groceries,2023-05-16T17:30:00Z
TXN311,LM45NO67,95.00,clothing,2023-05-17T10:00:00Z
TXN312,TOOSHORT,75.25,services,2023-05-17T13:15:00Z
TXN313,CUST0003,49.99,groceries,2023-05-18T09:30:00Z
TXN314,AB12CD34,3000.00,electronics,2023-05-18T15:20:00Z
TXN315,UV12WX34,500.00,services,2023-05-19T11:00:00Z
TXN316,SINGLE01,199.99,clothing,2023-05-19T14:45:00Z
TXN317,XY78ZW90,125.00,groceries,2023-05-20T08:15:00Z
TXN318,CUST0003,-100.00,groceries,2023-05-20T12:30:00Z
TXN319,AB12CD34,1800.00,electronics,2023-05-21T10:45:00Z
TXN320,LM45NO67,0.00,clothing,2023-05-21T16:00:00Z
TXN321,PQ34RS56,30.00,groceries,2023-05-22T09:00:00Z
TXN322,SINGLE02,450.00,electronics,2023-05-22T13:30:00Z
TXN323,CUST0003,55.00,groceries,2023-05-23T11:15:00Z
TXN324,UV12WX34,520.00,services,2023-05-23T15:45:00Z
TXN325,XY78ZW90,2800.00,electronics,2023-05-24T08:00:00Z
TXN326,AB12CD34,200.00,clothing,2023-05-24T12:15:00Z
TXN327,TOOLONG123,88.88,groceries,2023-05-25T10:30:00Z
TXN328,CUST0003,47.50,groceries,2023-05-25T14:00:00Z
TXN329,LM45NO67,110.00,clothing,2023-05-26T09:45:00Z
TXN330,PQ34RS56,28.75,groceries,2023-05-26T13:20:00Z
TXN331,SINGLE03,750.00,services,2023-05-27T11:30:00Z
TXN332,UV12WX34,510.00,services,2023-05-27T16:15:00Z
TXN333,XY78ZW90,150.00,groceries,2023-05-28T08:45:00Z
TXN334,AB12CD34,2200.00,electronics,2023-05-28T12:00:00Z
TXN335,CUST0003,51.25,groceries,2023-05-29T10:15:00Z
TXN336,GH56IJ78,1200.00,electronics,2023-05-29T14:30:00Z
TXN337,LM45NO67,92.50,clothing,2023-05-30T09:00:00Z
TXN338,PQ34RS56,32.00,groceries,2023-05-30T13:45:00Z
TXN339,UV12WX34,495.00,services,2023-05-31T11:20:00Z
TXN340,XY78ZW90,3500.00,electronics,2023-05-31T15:00:00Z
TXN341,CUST0003,46.00,groceries,2023-06-01T08:30:00Z
TXN342,AB12CD34,1650.00,electronics,2023-06-01T12:45:00Z
TXN343,GH56IJ78,1350.00,electronics,2023-06-02T10:00:00Z
TXN344,SINGLE04,325.00,clothing,2023-06-02T14:15:00Z
TXN345,LM45NO67,85.00,clothing,2023-06-03T09:30:00Z
TXN346,PQ34RS56,27.50,groceries,2023-06-03T13:00:00Z
TXN347,UV12WX34,505.00,services,2023-06-04T11:45:00Z
TXN348,XY78ZW90,200.00,groceries,2023-06-04T15:30:00Z
TXN349,CUST0003,53.75,groceries,2023-06-05T08:15:00Z
TXN350,AB12CD34,1900.00,electronics,2023-06-05T12:30:00Z
TXN351,GH56IJ78,1100.00,electronics,2023-06-06T10:45:00Z
TXN352,LM45NO67,98.00,clothing,2023-06-06T14:00:00Z
TXN353,PQ34RS56,35.00,groceries,2023-06-07T09:15:00Z
TXN354,SINGLE05,875.00,services,2023-06-07T13:30:00Z
TXN355,UV12WX34,515.00,services,2023-06-08T11:00:00Z
TXN356,XY78ZW90,175.00,groceries,2023-06-08T15:45:00Z
TXN357,CUST0003,50.50,groceries,2023-06-09T08:00:00Z
TXN358,AB12CD34,2100.00,electronics,2023-06-09T12:15:00Z
TXN359,GH56IJ78,1250.00,electronics,2023-06-10T10:30:00Z
TXN360,LM45NO67,87.50,clothing,2023-06-10T14:45:00Z
TXN361,PQ34RS56,29.99,groceries,2023-06-11T09:00:00Z
TXN362,UV12WX34,490.00,services,2023-06-11T13:15:00Z
TXN363,XY78ZW90,2600.00,electronics,2023-06-12T11:30:00Z
TXN364,CUST0003,44.25,groceries,2023-06-12T15:00:00Z
TXN365,AB12CD34,1750.00,electronics,2023-06-13T08:45:00Z
TXN366,GH56IJ78,1150.00,electronics,2023-06-13T12:00:00Z
TXN367,SINGLE06,625.00,clothing,2023-06-14T10:15:00Z
TXN368,LM45NO67,105.00,clothing,2023-06-14T14:30:00Z
TXN369,PQ34RS56,31.50,groceries,2023-06-15T09:45:00Z
TXN370,UV12WX34,525.00,services,2023-06-15T13:00:00Z
TXN371,XY78ZW90,225.00,groceries,2023-06-16T11:15:00Z
TXN372,CUST0003,48.00,groceries,2023-06-16T15:30:00Z
TXN373,AB12CD34,2400.00,electronics,2023-06-17T08:30:00Z
TXN374,GH56IJ78,1300.00,electronics,2023-06-17T12:45:00Z
TXN375,LM45NO67,91.00,clothing,2023-06-18T10:00:00Z
TXN376,PQ34RS56,26.75,groceries,2023-06-18T14:15:00Z
TXN377,SINGLE07,550.00,services,2023-06-19T09:30:00Z
TXN378,UV12WX34,480.00,services,2023-06-19T13:45:00Z
TXN379,XY78ZW90,3200.00,electronics,2023-06-20T11:00:00Z
