12.345,23.456,34.567
15.678,25.123,28.901
18.234,27.890,31.456
10.234,16.789,21.345
11.567,18.234,23.678
13.890,20.567,25.901
16.123,22.890,28.234
19.456,25.123,30.567
21.789,27.456,32.890
24.012,29.789,34.123
12.678,17.234,22.456
14.901,19.567,24.789
17.234,21.890,27.012
20.567,24.123,29.345
22.890,26.456,31.678
24.123,28.789,33.901
11.345,16.234,20.567
13.678,18.567,22.890
16.901,20.890,25.123
19.234,23.123,27.456
21.567,25.456,29.789
23.890,27.789,32.012
10.567,15.678,21.234
12.890,17.901,23.567
15.123,20.234,25.890
18.456,22.567,28.123
20.789,24.890,30.456
23.012,27.123,32.789
11.789,16.456,20.890
14.012,18.789,23.123
17.345,21.012,25.456
19.678,23.345,27.789
22.901,25.678,30.012
24.234,28.012,32.345
10.890,15.345,21.678
13.123,17.678,24.901
16.456,19.901,26.234
18.789,22.234,28.567
21.012,24.567,30.890
23.345,26.890,33.123
12.123,16.567,22.234
14.456,18.890,24.567
17.789,21.123,26.890
20.012,23.456,29.123
22.345,25.789,31.456
24.678,28.123,33.789
11.234,15.890,20.345
13.567,18.123,22.678
16.890,20.456,25.901
19.123,22.789,27.234
21.456,25.012,29.567
23.789,27.345,31.890
10.678,16.123,21.567
12.901,18.456,23.890
15.234,20.789,26.123
18.567,23.012,28.456
20.890,25.345,30.789
23.123,27.678,33.012
11.456,17.345,22.890
14.789,19.678,25.123
17.012,21.901,27.456
19.345,24.234,29.789
22.678,26.567,32.012
24.901,28.890,34.345
10.123,15.234,20.678
12.456,17.567,23.901
15.789,19.890,25.234
18.012,22.123,27.567
20.345,24.456,29.890
23.678,26.789,32.123
11.901,16.890,21.456
14.234,19.123,23.789
17.567,21.456,26.012
19.890,23.789,28.345
22.123,26.012,30.678
24.456,28.345,32.901
10.345,15.567,21.890
13.678,17.890,24.123
16.012,20.123,26.456
18.345,22.456,28.789
21.678,24.789,31.012
23.901,27.012,33.345
12.567,16.345,22.678
14.890,18.678,25.901
17.123,20.901,27.234
19.456,23.234,29.567
21.789,25.567,31.890
24.234,27.890,34.123
11.012,15.789,20.234
13.345,18.012,22.567
16.678,20.345,24.890
18.901,22.678,27.123
21.234,24.901,29.456
23.567,27.234,31.789
10.456,16.012,21.123
12.789,18.345,23.456
15.012,20.678,25.789
18.345,22.901,28.012
20.678,25.234,30.345
22.901,27.567,32.678
