transaction_id,customer_id,amount,category,timestamp
1,1001,125.50,electronics,2024-01-15T10:30:00
2,1002,45.25,groceries,2024-01-15T11:15:00
3,1003,89.99,clothing,2024-01-15T12:45:00
4,1004,67.80,dining,2024-01-15T13:20:00
5,1005,234.00,electronics,2024-01-15T14:10:00
6,1006,23.50,groceries,2024-01-15T15:05:00
7,1007,156.75,clothing,2024-01-15T16:30:00
8,1008,42.30,dining,2024-01-15T17:45:00
9,1009,310.25,electronics,2024-01-15T18:20:00
10,1010,78.90,groceries,2024-01-15T19:00:00
11,1011,199.99,clothing,2024-01-16T09:15:00
12,1012,55.60,dining,2024-01-16T10:30:00
13,1013,145.00,electronics,2024-01-16T11:45:00
14,1014,31.25,groceries,2024-01-16T12:20:00
15,1015,267.50,clothing,2024-01-16T13:35:00
16,1016,88.40,dining,2024-01-16T14:50:00
17,1017,420.00,electronics,2024-01-16T15:25:00
18,1018,19.75,groceries,2024-01-16T16:40:00
19,1019,178.30,clothing,2024-01-16T17:55:00
20,1020,63.20,dining,2024-01-16T18:30:00
21,1021,295.80,electronics,2024-01-17T09:00:00
22,1022,47.15,groceries,2024-01-17T10:15:00
23,1023,134.99,clothing,2024-01-17T11:30:00
24,1024,71.50,dining,2024-01-17T12:45:00
25,1025,389.00,electronics,2024-01-17T13:20:00
26,1026,28.90,groceries,2024-01-17T14:35:00
27,1027,215.60,clothing,2024-01-17T15:50:00
28,1028,59.80,dining,2024-01-17T16:25:00
29,1029,167.40,electronics,2024-01-17T17:40:00
30,1030,36.70,groceries,2024-01-17T18:55:00
31,1031,498.25,clothing,2024-01-18T09:10:00
32,1032,82.15,dining,2024-01-18T10:25:00
33,1033,256.90,electronics,2024-01-18T11:40:00
34,1034,44.35,groceries,2024-01-18T12:55:00
35,1035,187.70,clothing,2024-01-18T13:30:00
36,1036,95.20,dining,2024-01-18T14:45:00
37,1037,341.50,electronics,2024-01-18T15:20:00
38,1038,52.80,groceries,2024-01-18T16:35:00
39,1039,223.40,clothing,2024-01-18T17:50:00
40,1040,68.90,dining,2024-01-18T18:25:00
41,1041,456.00,electronics,2024-01-19T09:05:00
42,1042,33.60,groceries,2024-01-19T10:20:00
43,1043,149.85,clothing,2024-01-19T11:35:00
44,1044,77.25,dining,2024-01-19T12:50:00
45,1045,289.99,electronics,2024-01-19T13:25:00
46,1046,41.40,groceries,2024-01-19T14:40:00
47,1047,176.20,clothing,2024-01-19T15:55:00
48,1048,64.75,dining,2024-01-19T16:30:00
49,1049,367.80,electronics,2024-01-19T17:45:00
50,1050,29.95,groceries,2024-01-19T18:20:00
51,1051,245.50,clothing,2024-01-20T09:15:00
52,1052,86.30,dining,2024-01-20T10:30:00
53,1053,412.00,electronics,2024-01-20T11:45:00
54,1054,38.85,groceries,2024-01-20T12:20:00
55,1055,198.60,clothing,2024-01-20T13:35:00
56,1056,73.40,dining,2024-01-20T14:50:00
57,1057,324.75,electronics,2024-01-20T15:25:00
58,1058,48.20,groceries,2024-01-20T16:40:00
59,1059,159.90,clothing,2024-01-20T17:55:00
60,1060,91.10,dining,2024-01-20T18:30:00
61,1061,278.40,electronics,2024-01-21T09:00:00
62,1062,26.75,groceries,2024-01-21T10:15:00
63,1063,203.25,clothing,2024-01-21T11:30:00
64,1064,58.90,dining,2024-01-21T12:45:00
65,1065,445.50,electronics,2024-01-21T13:20:00
66,1066,35.60,groceries,2024-01-21T14:35:00
67,1067,167.80,clothing,2024-01-21T15:50:00
68,1068,79.25,dining,2024-01-21T16:25:00
69,1069,356.00,electronics,2024-01-21T17:40:00
70,1070,42.90,groceries,2024-01-21T18:55:00
71,1071,231.45,clothing,2024-01-22T09:10:00
72,1072,66.80,dining,2024-01-22T10:25:00
73,1073,189.99,electronics,2024-01-22T11:40:00
74,1074,51.30,groceries,2024-01-22T12:55:00
75,1075,294.70,clothing,2024-01-22T13:30:00
76,1076,84.15,dining,2024-01-22T14:45:00
77,1077,467.25,electronics,2024-01-22T15:20:00
78,1078,39.50,groceries,2024-01-22T16:35:00
79,1079,212.90,clothing,2024-01-22T17:50:00
80,1080,72.60,dining,2024-01-22T18:25:00
81,1081,338.80,electronics,2024-01-23T09:05:00
82,1082,45.95,groceries,2024-01-23T10:20:00
