2024-01-15 02:00:00,5,5242880,18874368,120,195
2024-01-15 02:00:30,6,6291456,17825792,135,198
2024-01-15 02:01:00,5,5767168,18350080,128,202
2024-01-15 02:01:30,7,7340032,16777216,142,189
2024-01-15 02:02:00,6,6815744,17301504,138,201
2024-01-15 02:02:30,5,5505024,18612224,125,196
2024-01-15 02:03:00,6,6553600,17563648,130,203
2024-01-15 02:03:30,7,7077888,17039360,145,192
2024-01-15 02:04:00,5,5898240,18219008,133,198
2024-01-15 02:04:30,6,6422528,17694720,127,205
2024-01-15 02:05:00,6,6684672,17432576,136,187
2024-01-15 02:05:30,5,5636096,18481152,122,199
2024-01-15 02:06:00,7,7208960,16908288,148,194
2024-01-15 02:06:30,6,6946816,17170432,141,196
2024-01-15 02:07:00,5,5767168,18350080,129,201
2024-01-15 02:07:30,6,6160384,17956864,134,198
2024-01-15 02:08:00,6,6815744,17301504,137,203
2024-01-15 02:08:30,7,7602176,16515072,151,188
2024-01-15 02:09:00,5,5373952,18743296,126,192
2024-01-15 02:09:30,6,6029312,18088960,131,197
2024-01-15 02:10:00,5,5505024,18612224,124,204
2024-01-15 02:10:30,6,6684672,17432576,139,189
2024-01-15 02:11:00,7,7471104,16646144,146,195
2024-01-15 02:11:30,6,6422528,17694720,133,201
2024-01-15 02:12:00,5,5636096,18481152,128,199
2024-01-15 02:12:30,6,6291456,17825792,135,196
2024-01-15 02:13:00,6,6553600,17563648,140,193
2024-01-15 02:13:30,5,5898240,18219008,127,202
2024-01-15 02:14:00,7,7340032,16777216,149,187
2024-01-15 02:14:30,6,6160384,17956864,138,198
2024-01-15 02:15:00,5,5767168,18350080,132,195
2024-01-15 02:30:00,8,8388608,15728640,485,201
2024-01-15 02:30:30,12,12582912,11534336,502,198
2024-01-15 02:31:00,16,16777216,7340032,498,203
2024-01-15 02:31:30,20,20971520,3145728,505,196
2024-01-15 02:32:00,23,24117248,0,510,199
2024-01-15 02:32:30,23,24117248,0,497,202
2024-01-15 02:33:00,23,24117248,0,503,195
2024-01-15 02:33:30,23,24117248,0,508,198
2024-01-15 02:34:00,23,24117248,0,495,204
2024-01-15 02:34:30,23,24117248,0,501,197
2024-01-15 02:35:00,23,24117248,0,506,200
2024-01-15 02:35:15,23,24117248,0,512,199
