2024-01-15T08:00:00,27.3,18.2
2024-01-15T08:45:00,28.1,17.9
2024-01-15T09:30:00,26.8,19.1
2024-01-15T10:15:00,58.4,39.7
2024-01-15T11:00:00,61.2,41.3
2024-01-15T11:45:00,59.7,38.9
2024-01-15T12:30:00,78.5,54.2
2024-01-15T13:15:00,81.3,56.8
2024-01-15T14:00:00,29.4,18.5
2024-01-15T14:45:00,96.2,72.1
2024-01-15T15:30:00,27.9,17.3
2024-01-15T16:15:00,62.1,40.8
2024-01-15T17:00:00,58.9,39.2
2024-01-15T17:45:00,79.8,55.3
2024-01-15T18:30:00,82.4,57.1
2024-01-15T19:15:00,26.5,18.8
2024-01-15T20:00:00,28.7,19.4
2024-01-15T20:45:00,60.3,40.1
2024-01-15T21:30:00,57.8,38.5
2024-01-15T22:15:00,80.1,54.9
2024-01-15T23:00:00,77.6,53.4
2024-01-15T23:45:00,29.2,17.7
2024-01-16T00:30:00,27.1,18.6
2024-01-16T01:15:00,14.5,6.2
2024-01-16T02:00:00,28.9,19.2
2024-01-16T02:45:00,59.6,39.8
2024-01-16T03:30:00,61.8,41.7
2024-01-16T04:15:00,58.2,38.7
2024-01-16T05:00:00,79.3,55.8
2024-01-16T05:45:00,81.7,56.4
2024-01-16T06:30:00,26.9,18.1
2024-01-16T07:15:00,28.3,17.5
2024-01-16T08:00:00,60.7,40.5
2024-01-16T08:45:00,57.4,39.1
2024-01-16T09:30:00,93.7,68.9
2024-01-16T10:15:00,78.9,54.6
2024-01-16T11:00:00,82.8,57.9
2024-01-16T11:45:00,29.6,18.9
2024-01-16T12:30:00,27.5,17.8
2024-01-16T13:15:00,59.1,39.4
2024-01-16T14:00:00,62.4,41.2
2024-01-16T14:45:00,58.6,38.8
2024-01-16T15:30:00,80.5,55.7
2024-01-16T16:15:00,77.2,53.9
2024-01-16T17:00:00,28.8,19.3
2024-01-16T17:45:00,26.7,18.4
2024-01-16T18:30:00,61.3,40.9
2024-01-16T19:15:00,59.8,39.6
2024-01-16T20:00:00,79.7,54.8
2024-01-16T20:45:00,81.9,56.2
2024-01-16T21:30:00,27.4,17.9
2024-01-16T22:15:00,29.1,18.7
