transcript_id,gene_id,length,effective_length,expected_count,TPM,FPKM
ENST00000000233,ENSG00000004059,1103,903.00,8234.50,892.45,1205.78
ENST00000000412,ENSG00000003056,1450,1250.00,9876.30,771.56,1042.33
ENST00000000442,ENSG00000005073,2067,1867.00,12543.80,656.78,887.45
ENST00000001008,ENSG00000004478,1320,1120.00,15678.90,1368.92,1850.12
ENST00000001146,ENSG00000003989,1789,1589.00,7890.20,485.32,655.89
ENST00000002125,ENSG00000002587,2340,2140.00,18934.50,864.56,1168.23
ENST00000002165,ENSG00000003402,1256,1056.00,11234.70,1039.45,1404.89
ENST00000002501,ENSG00000004534,1678,1478.00,6789.40,449.12,606.78
ENST00000002596,ENSG00000005339,2156,1956.00,19876.30,993.67,1342.56
ENST00000002829,ENSG00000006047,1534,1334.00,14567.80,1067.34,1442.12
ENST00000003084,ENSG00000004975,1890,1690.00,8765.40,507.23,685.45
ENST00000003100,ENSG00000005961,2234,2034.00,21345.60,1025.78,1386.34
ENST00000003302,ENSG00000006625,1423,1223.00,13456.70,1076.32,1454.23
ENST00000003912,ENSG00000007312,1765,1565.00,9234.50,576.89,779.56
ENST00000004103,ENSG00000008128,2089,1889.00,17654.30,913.45,1234.12
ENST00000004531,ENSG00000009413,1345,1145.00,10987.60,938.23,1268.45
ENST00000004982,ENSG00000001084,1598,1398.00,7654.20,535.67,723.89
ENST00000005123,ENSG00000002822,2456,2256.00,20567.80,891.34,1204.56
ENST00000005178,ENSG00000003249,1267,1067.00,12345.90,1131.23,1528.67
ENST00000005259,ENSG00000004468,1834,1634.00,8976.40,537.12,725.78
ENST00000005340,ENSG00000006194,2178,1978.00,19234.50,950.67,1284.23
ENST00000005448,ENSG00000007237,1456,1256.00,11876.30,924.56,1249.34
ENST00000005561,ENSG00000008735,1689,1489.00,6543.70,429.78,580.89
ENST00000006015,ENSG00000009830,2301,2101.00,18765.40,873.45,1180.12
ENST00000006089,ENSG00000001460,1512,1312.00,13987.60,1042.34,1408.56
ENST00000006194,ENSG00000002330,1923,1723.00,9567.80,543.21,734.12
ENST00000006335,ENSG00000003056,2145,1945.00,20876.90,1049.67,1418.45
ENST00000006448,ENSG00000004799,1378,1178.00,12678.50,1052.34,1421.89
ENST00000006530,ENSG00000005884,1756,1556.00,8234.60,517.89,699.78
ENST00000006625,ENSG00000007341,2267,2067.00,19567.30,925.78,1251.23
ENST00000006750,ENSG00000008311,1489,1289.00,11456.70,868.92,1173.45
ENST00000006901,ENSG00000009335,1645,1445.00,7123.40,482.34,651.89
ENST00000007015,ENSG00000001497,2389,2189.00,21234.80,948.56,1281.67
ENST00000007264,ENSG00000002745,1523,1323.00,14234.50,1052.78,1422.34
ENST00000007390,ENSG00000003509,1867,1667.00,9876.20,579.45,782.89
ENST00000007516,ENSG00000004897,2098,1898.00,18234.60,939.23,1269.12
ENST00000007708,ENSG00000006016,1434,1234.00,12987.40,1029.67,1391.23
ENST00000007923,ENSG00000007129,1712,1512.00,8456.70,546.89,738.56
ENST00000008047,ENSG00000008394,2223,2023.00,20345.80,983.45,1328.67
ENST00000008209,ENSG00000009724,1389,1189.00,13567.90,1116.34,1508.12
ENST00000008312,ENSG00000001629,1978,1778.00,9234.50,507.78,686.23
ENST00000008567,ENSG00000002834,2134,1934.00,19876.30,1004.56,1357.45
ENST00000008726,ENSG00000003987,1456,1256.00,12456.70,969.23,1309.89
ENST00000008935,ENSG00000005189,1689,1489.00,7890.40,518.34,700.12
ENST00000009112,ENSG00000006831,2312,2112.00,21567.80,998.67,1349.34
ENST00000009335,ENSG00000007866,1545,1345.00,14876.50,1081.45,1461.23
ENST00000009547,ENSG00000008653,1834,1634.00,9567.30,572.89,774.12
ENST00000009790,ENSG00000009413,2167,1967.00,18987.60,943.56,1274.89
ENST00000010016,ENSG00000001084,1401,1201.00,13234.70,1077.78,1456.34
ENST00000010198,ENSG00000002822,1767,1567.00,8765.90,547.23,739.45
ENST00000010404,ENSG00000003249,2278,2078.00,20123.40,946.89,1279.56
ENST00000010627,ENSG00000004468,1478,1278.00,12765.80,976.45,1319.12
ENST00000010894,ENSG00000006194,1823,1623.00,8234.50,496.34,670.78
ENST00000011125,ENSG00000007237,2145,1945.00,19456.70,978.23,1321.67
ENST00000011276,ENSG00000008735,1512,1312.00,14123.90,1052.67,1422.12
ENST00000011453,ENSG00000009830,1689,1489.00,9345.60,613.78,829.34
ENST00000011698,ENSG00000001460,2234,2034.00,21678.30,1041.56,1407.23
ENST00000011935,ENSG00000002330,1434,1234.00,13456.70,1066.89,1441.45
ENST00000012167,ENSG00000003056,1756,1556.00,8976.40,564.23,762.56
ENST00000012394,ENSG00000004799,2189,1989.00,19234.80,945.67,1277.89
ENST00000012598,ENSG00000005884,1489,1289.00,12876.50,976.34,1319.12
ENST00000012845,ENSG00000007341,1645,1445.00,8567.90,579.78,783.45
ENST00000013076,ENSG00000008311,2267,2067.00,20567.30,973.45,1315.23
ENST00000013289,ENSG00000009335,1523,1323.00,14234.60,1052.89,1422.56
ENST00000013512,ENSG00000001497,1867,1667.00,9876.70,579.34,782.67
ENST00000013756,ENSG00000002745,2098,1898.00,18987.40,978.56,1322.34
ENST00000013967,ENSG00000003509,1434,1234.00,13234.80,1048.23,1416.45
ENST00000014234,ENSG00000004897,1712,1512.00,8765.90,567.34,766.78
ENST00000014489,ENSG00000006016,2223,2023.00,19876.50,960.67,1298.12
ENST00000014723,ENSG00000007129,1389,1189.00,12987.30,1068.45,1443.89
ENST00000014978,ENSG00000008394,1978,1778.00,9234.60,508.23,686.89
ENST00000015267,ENSG00000009724,2134,1934.00,20345.70,1028.78,1390.23
ENST00000015512,ENSG00000001629,1456,1256.00,13876.90,1080.56,1459.67
ENST00000015789,ENSG00000002834,1689,1489.00,8456.30,555.67,751.12
ENST00000016045,ENSG00000003987,2312,2112.00,21234.50,982.34,1327.45
ENST00000016289,ENSG00000005189,1545,1345.00,14567.80,1059.23,1431.34
ENST00000016567,ENSG00000006831,1834,1634.00,9567.40,572.78,774.23
ENST00000016823,ENSG00000007866,2167,1967.00,19234.60,956.45,1292.56
ENST00000017098,ENSG00000008653,1401,1201.00,12987.50,1057.89,1429.12
ENST00000017345,ENSG00000009413,1767,1567.00,8765.30,547.34,739.56
ENST00000017612,ENSG00000001084,2278,2078.00,20876.90,982.67,1327.89
ENST00000017889,ENSG00000002822,1478,1278.00,13456.70,1029.45,1391.23
ENST00000018156,ENSG00000003249,1823,1623.00,8976.50,541.23,731.45
ENST00000018423,ENSG00000004468,2145,1945.00,19567.80,984.56,1330.12
ENST00000018712,ENSG00000006194,1512,1312.00,14234.90,1061.78,1434.67
ENST00000018967,ENSG00000007237,1689,1489.00,9345.70,613.89,829.45
ENST00000019234,ENSG00000008735,2234,2034.00,21456.80,1031.23,1393.56
ENST00000019512,ENSG00000009830,1434,1234.00,13567.90,1075.34,1453.12
ENST00000019789,ENSG00000001460,1756,1556.00,8987.60,565.23,763.78
ENST00000020067,ENSG00000002330,2189,1989.00,19876.40,977.45,1320.89
ENST00000020345,ENSG00000003056,1489,1289.00,12987.50,985.67,1331.45
ENST00000020634,ENSG00000004799,1645,1445.00,8654.30,585.89,791.67
ENST00000020912,ENSG00000005884,2267,2067.00,20765.90,982.34,1327.23
ENST00000021189,ENSG00000007341,1523,1323.00,14345.60,1061.45,1434.12
ENST00000021478,ENSG00000008311,1867,1667.00,9876.80,579.56,782.89
ENST00000021756,ENSG00000009335,2098,1898.00,19123.70,985.23,1331.56
ENST00000022045,ENSG00000001497,1434,1234.00,13345.80,1057.67,1429.34
ENST00000022334,ENSG00000002745,1712,1512.00,8876.90,574.45,776.12
ENST00000022623,ENSG00000003509,2223,2023.00,20234.50,978.89,1322.67
ENST00000022912,ENSG00000004897,1389,1189.00,13123.70,1079.23,1458.45
ENST00000023201,ENSG00000006016,1978,1778.00,9345.60,514.34,695.12
