timestamp,file_path,operation
2024-01-14T08:15:22Z,C:\Users\admin\Documents\report.docx,DATA_OVERWRITE
2024-01-14T09:23:45Z,C:\Program Files\Adobe\Reader\config.xml,DATA_EXTEND
2024-01-14T10:12:33Z,C:\Users\admin\Desktop\vacation.jpg,FILE_CREATE
2024-01-14T11:45:18Z,C:\Windows\System32\kernel32.dll,SECURITY_CHANGE
2024-01-14T12:30:55Z,C:\Users\admin\Downloads\installer.exe,FILE_CREATE
2024-01-14T14:22:11Z,C:\Temp\logfile.log,DATA_EXTEND
2024-01-14T15:44:32Z,C:\Users\admin\AppData\Local\Temp\temp_file.txt,FILE_CREATE
2024-01-14T16:33:09Z,C:\Program Files\Microsoft Office\WINWORD.EXE,DATA_OVERWRITE
2024-01-14T18:25:44Z,C:\Users\admin\Documents\spreadsheet.xlsx,DATA_OVERWRITE
2024-01-14T20:15:22Z,C:\Windows\System32\drivers\network.sys,SECURITY_CHANGE
2024-01-15T06:30:15Z,C:\Users\admin\Desktop\notes.txt,FILE_CREATE
2024-01-15T07:45:33Z,C:\Program Files\Java\jre\bin\java.exe,DATA_EXTEND
2024-01-15T08:22:47Z,C:\Users\admin\AppData\Roaming\config.json,DATA_OVERWRITE
2024-01-15T09:11:29Z,C:\Windows\explorer.exe,SECURITY_CHANGE
2024-01-15T10:05:18Z,C:\Users\admin\Downloads\document.pdf,FILE_CREATE
2024-01-15T11:30:42Z,C:\Temp\cache\data.xml,DATA_EXTEND
2024-01-15T12:15:55Z,C:\Users\admin\Pictures\image001.png,FILE_CREATE
2024-01-15T13:22:33Z,C:\Program Files\WinRAR\WinRAR.exe,SECURITY_CHANGE
2024-01-15T13:45:22Z,C:\Users\admin\Documents\quarterly_report.docx,DATA_OVERWRITE
2024-01-15T13:58:11Z,C:\Windows\System32\notepad.exe,DATA_EXTEND
2024-01-15T14:03:15Z,C:\Users\admin\AppData\Local\Temp\payload.exe,FILE_CREATE
2024-01-15T14:08:44Z,C:\Users\admin\Desktop\meeting_notes.txt,DATA_OVERWRITE
2024-01-15T14:12:28Z,C:\Temp\install.bat,FILE_CREATE
2024-01-15T14:15:33Z,C:\Users\admin\Documents\budget.xlsx,FILE_CREATE
2024-01-15T14:23:15Z,C:\Windows\System32\malicious.dll,DATA_OVERWRITE
2024-01-15T14:28:09Z,C:\Users\admin\Downloads\photo.jpg,FILE_CREATE
2024-01-15T14:35:47Z,C:\Users\admin\AppData\Local\Temp\update.exe,RENAME_NEW_NAME
2024-01-15T14:42:22Z,C:\Program Files\Common Files\system.log,DATA_EXTEND
2024-01-15T14:45:33Z,C:\Windows\System32\drivers\network.dll,DATA_OVERWRITE
2024-01-15T14:52:18Z,C:\Users\admin\Desktop\presentation.pptx,FILE_CREATE
2024-01-15T14:58:41Z,C:\Temp\scripts\execute.ps1,FILE_CREATE
2024-01-15T15:05:29Z,C:\Users\admin\AppData\Roaming\settings.json,DATA_OVERWRITE
2024-01-15T15:12:08Z,C:\Temp\loader.dll,DATA_OVERWRITE
2024-01-15T15:18:55Z,C:\Users\admin\Downloads\archive.zip,FILE_CREATE
2024-01-15T15:23:44Z,C:\Windows\Temp\runtime.vbs,FILE_CREATE
2024-01-15T15:30:17Z,C:\Users\admin\Documents\letter.docx,DATA_OVERWRITE
2024-01-15T15:35:22Z,C:\Program Files\Internet Explorer\iexplore.exe,SECURITY_CHANGE
2024-01-15T15:42:39Z,C:\Users\admin\AppData\Local\Chrome\cache.dat,DATA_EXTEND
2024-01-15T15:48:11Z,C:\Temp\backup\restore.bat,RENAME_NEW_NAME
2024-01-15T15:55:27Z,C:\Users\admin\Desktop\image.bmp,FILE_CREATE
2024-01-15T16:02:15Z,C:\Windows\System32\cmd.exe,FILE_DELETE
2024-01-15T16:08:44Z,C:\Users\admin\Downloads\installer.ps1,FILE_CREATE
2024-01-15T16:15:33Z,C:\Temp\persistence.exe,RENAME_NEW_NAME
2024-01-15T16:22:09Z,C:\Users\admin\AppData\Local\Temp\temp.txt,FILE_CREATE
2024-01-15T16:28:47Z,C:\Windows\System32\config\registry.dll,DATA_OVERWRITE
2024-01-15T16:35:22Z,C:\Users\admin\Desktop\schedule.xlsx,FILE_CREATE
2024-01-15T16:42:18Z,C:\Program Files\Mozilla Firefox\firefox.exe,DATA_EXTEND
2024-01-15T16:48:55Z,C:\Temp\output.log,DATA_OVERWRITE
2024-01-15T17:05:33Z,C:\Users\admin\Documents\invoice.pdf,FILE_CREATE
2024-01-15T17:15:44Z,C:\Windows\System32\drivers\audio.sys,SECURITY_CHANGE
2024-01-15T17:22:11Z,C:\Users\admin\Downloads\music.mp3,FILE_CREATE
2024-01-15T17:30:28Z,C:\Temp\cache.db,DATA_EXTEND
2024-01-15T18:12:47Z,C:\Users\admin\AppData\Local\update.log,DATA_OVERWRITE
2024-01-15T18:45:22Z,C:\Program Files\7-Zip\7z.exe,SECURITY_CHANGE
2024-01-15T19:15:33Z,C:\Users\admin\Desktop\video.mp4,FILE_CREATE
2024-01-15T20:30:44Z,C:\Windows\SysWOW64\legacy.dll,DATA_EXTEND
2024-01-16T07:15:22Z,C:\Users\admin\Documents\memo.docx,FILE_CREATE
2024-01-16T08:30:45Z,C:\Temp\process.log,DATA_OVERWRITE
2024-01-16T09:22:33Z,C:\Windows\System32\shell32.dll,SECURITY_CHANGE
2024-01-16T10:45:18Z,C:\Users\admin\Downloads\software.exe,FILE_CREATE
2024-01-16T11:30:55Z,C:\Program Files\Notepad++\notepad++.exe,DATA_EXTEND
2024-01-14T07:30:12Z,C:\Users\admin\AppData\Local\Microsoft\Windows\history.dat,DATA_EXTEND
2024-01-14T13:15:44Z,C:\Windows\System32\msvcrt.dll,DATA_OVERWRITE
2024-01-14T17:22:31Z,C:\Users\admin\Desktop\project.zip,FILE_CREATE
2024-01-14T19:45:18Z,C:\Temp\debug.log,DATA_EXTEND
2024-01-14T21:33:09Z,C:\Program Files\VLC\vlc.exe,SECURITY_CHANGE
2024-01-15T05:15:22Z,C:\Users\admin\Documents\analysis.xlsx,DATA_OVERWRITE
2024-01-15T11:45:55Z,C:\Windows\Fonts\arial.ttf,FILE_CREATE
2024-01-15T12:33:47Z,C:\Users\admin\AppData\Roaming\Mozilla\profile.dat,DATA_EXTEND
2024-01-15T14:18:29Z,C:\Temp\maintenance\cleanup.vbs,FILE_CREATE
2024-01-15T14:38:15Z,C:\Users\admin\Downloads\update_package.zip,FILE_CREATE
2024-01-15T14:55:22Z,C:\Windows\System32\ole32.dll,RENAME_OLD_NAME
2024-01-15T15:15:44Z,C:\Users\admin\AppData\Local\Temp\cache.db,DATA_EXTEND
2024-01-15T15:38:29Z,C:\Program Files\Common Files\library.dll,FILE_DELETE
2024-01-15T16:05:47Z,C:\Temp\diagnostic.log,DATA_EXTEND
2024-01-15T16:25:33Z,C:\Users\admin\Desktop\data.csv,FILE_CREATE
2024-01-15T17:45:22Z,C:\Windows\regedit.exe,SECURITY_CHANGE
2024-01-15T18:30:11Z,C:\Users\admin\Documents\contract.pdf,FILE_CREATE
2024-01-15T19:22:44Z,C:\Temp\backup.bak,DATA_OVERWRITE
2024-01-16T06:45:33Z,C:\Program Files\Steam\steam.exe,DATA_EXTEND
2024-01-16T12:15:22Z,C:\Users\admin\AppData\Local\cache\temp.dat,DATA_OVERWRITE
2024-01-14T06:22:15Z,C:\Windows\System32\user32.dll,SECURITY_CHANGE
2024-01-14T16:15:44Z,C:\Users\admin\Downloads\setup.msi,FILE_CREATE
2024-01-14T22:30:33Z,C:\Temp\install.log,DATA_EXTEND
2024-01-15T04:45:22Z,C:\Program Files\Google\Chrome\chrome.exe,SECURITY_CHANGE
2024-01-15T10:22:47Z,C:\Users\admin\Desktop\todo.txt,FILE_CREATE
2024-01-15T13:33:18Z,C:\Windows\System32\advapi32.dll,DATA_OVERWRITE
2024-01-15T14:25:41Z,C:\Users\admin\AppData\Roaming\config\settings.ini,DATA_EXTEND
2024-01-15T14:48:22Z,C:\Temp\deployment\deploy.ps1,RENAME_NEW_NAME
2024-01-15T15:28:55Z,C:\Windows\System32\winsock.dll,FILE_DELETE
2024-01-15T15:45:18Z,C:\Users\admin\Downloads\patch.exe,RENAME_OLD_NAME
2024-01-15T16:12:33Z,C:\Program Files\WinZip\winzip.exe,DATA_EXTEND
2024-01-15T16:38:47Z,C:\Users\admin\AppData\Local\Temp\session.dat,DATA_OVERWRITE
2024-01-15T18:05:22Z,C:\Temp\trace.log,FILE_CREATE
2024-01-15T19:45:33Z,C:\Windows\System32\comctl32.dll,SECURITY_CHANGE
2024-01-15T21:15:44Z,C:\Users\admin\Documents\summary.docx,DATA_OVERWRITE
2024-01-16T05:30:22Z,C:\Program Files\Skype\Skype.exe,DATA_EXTEND
2024-01-16T13:45:33Z,C:\Users\admin\Desktop\backup.zip,FILE_CREATE
2024-01-13T15:22:44Z,C:\Windows\System32\ntdll.dll,SECURITY_CHANGE
2024-01-13T18:45:33Z,C:\Users\admin\AppData\Local\data.xml,DATA_OVERWRITE
2024-01-13T21:15:22Z,C:\Temp\error.log,DATA_EXTEND
2024-01-14T05:30:44Z,C:\Program Files\WinSCP\WinSCP.exe,SECURITY_CHANGE
2024-01-14T11:22:18Z,C:\Users\admin\Downloads\package.rar,FILE_CREATE
2024-01-14T23:45:33Z,C:\Windows\System32\gdi32.dll,DATA_OVERWRITE
2024-01-15T03:15:22Z,C:\Users\admin\Documents\report_final.docx,FILE_CREATE
2024-01-15T09:45:47Z,C:\Temp\session.log,DATA_EXTEND
2024-01-15T12:55:33Z,C:\Program Files\FileZilla\filezilla.exe,SECURITY_CHANGE
2024-01-15T14:05:29Z,C:\Windows\System32\secur32.dll,DATA_EXTEND
2024-01-15T14:32:44Z,C:\Users\admin\AppData\Local\Temp\worker.exe,FILE_CREATE
2024-01-15T14:50:18Z,C:\Temp\logs\system.log,DATA_OVERWRITE
2024-01-15T15:08:33Z,C:\Users\admin\Downloads\utility.bat,RENAME_NEW_NAME
2024-01-15T15:32:47Z,C:\Windows\System32\shell\explorer.dll,DATA_OVERWRITE
2024-01-15T15:52:22Z,C:\Program Files\Paint.NET\PaintDotNet.exe,DATA_EXTEND
2024-01-15T16:18:44Z,C:\Users\admin\AppData\Roaming\temp\script.vbs,FILE_CREATE
2024-01-15T17:22:33Z,C:\Temp\runtime.dll,FILE_DELETE
2024-01-15T18:55:22Z,C:\Windows\System32\msi.dll,SECURITY_CHANGE
2024-01-15T20:15:44Z,C:\Users\admin\Desktop\graph.xlsx,FILE_CREATE
2024-01-15T22:30:33Z,C:\Program Files\TeamViewer\TeamViewer.exe,DATA_EXTEND
