0|MOVE|150|200|
45|CLICK|150|200|
90|MOVE|320|180|
135|CLICK|320|180|
180|KEYPRESS|Space||
225|MOVE|450|350|
270|CLICK|450|350|
315|WAIT|800||
1120|MOVE|200|150|
1165|CLICK|200|150|
1210|KEYPRESS|Enter||
1255|MOVE|380|420|
1300|CLICK|380|420|
1345|MOVE|520|280|
1390|CLICK|520|280|
1435|KEYPRESS|Tab||
1480|MOVE|190|340|
1525|CLICK|190|340|
1570|MOVE|670|210|
1615|CLICK|670|210|
1660|WAIT|1200||
2865|KEYPRESS|A||
2910|MOVE|340|480|
2955|CLICK|340|480|
3000|MOVE|580|190|
3045|CLICK|580|190|
3090|KEYPRESS|Space||
3135|MOVE|420|360|
3180|CLICK|420|360|
3225|MOVE|290|240|
3270|CLICK|290|240|
3315|KEYPRESS|D||
3360|WAIT|600||
3965|MOVE|710|520|
4010|CLICK|710|520|
4055|MOVE|160|280|
4100|CLICK|160|280|
4145|KEYPRESS|W||
4190|MOVE|490|410|
4235|CLICK|490|410|
4280|MOVE|370|150|
4325|CLICK|370|150|
4370|KEYPRESS|S||
4415|MOVE|620|330|
4460|CLICK|620|330|
4505|WAIT|1500||
6010|MOVE|250|460|
6055|CLICK|250|460|
6100|KEYPRESS|F1||
6145|MOVE|540|200|
6190|CLICK|540|200|
6235|MOVE|180|390|
6280|CLICK|180|390|
6325|KEYPRESS|Ctrl||
6370|MOVE|760|180|
6415|CLICK|760|180|
6460|MOVE|310|510|
6505|CLICK|310|510|
6550|KEYPRESS|Enter||
6595|WAIT|900||
7500|MOVE|430|270|
7545|CLICK|430|270|
7590|MOVE|590|440|
7635|CLICK|590|440|
7680|KEYPRESS|Space||
7725|MOVE|220|320|
7770|CLICK|220|320|
7815|MOVE|680|250|
7860|CLICK|680|250|
7905|KEYPRESS|Tab||
7950|MOVE|390|580|
7995|CLICK|390|580|
8040|MOVE|510|160|
8085|CLICK|510|160|
8130|WAIT|700||
8835|KEYPRESS|E||
8880|MOVE|270|410|
8925|CLICK|270|410|
8970|MOVE|640|310|
9015|CLICK|640|310|
9060|KEYPRESS|Q||
9105|MOVE|170|230|
9150|CLICK|170|230|
9195|MOVE|550|480|
9240|CLICK|550|480|
9285|KEYPRESS|Space||
9330|MOVE|410|190|
9375|CLICK|410|190|
9420|WAIT|1100||
10525|MOVE|730|420|
10570|CLICK|730|420|
10615|KEYPRESS|R||
10660|MOVE|190|510|
10705|CLICK|190|510|
10750|MOVE|460|280|
10795|CLICK|460|280|
10840|KEYPRESS|F||
10885|MOVE|600|360|
10930|CLICK|600|360|
10975|MOVE|320|440|
11020|CLICK|320|440|
11065|KEYPRESS|Enter||
11110|MOVE|700|200|
11155|CLICK|700|200|
11200|WAIT|800||
12005|MOVE|240|370|
12050|CLICK|240|370|
12095|KEYPRESS|Space||
12140|MOVE|570|290|
12185|CLICK|570|290|
12230|MOVE|350|520|
12275|CLICK|350|520|
12320|KEYPRESS|Escape||
12365|MOVE|480|240|
12410|CLICK|480|240|
12455|MOVE|210|450|
12500|CLICK|210|450|
12545|KEYPRESS|Tab||
12590|WAIT|1300||
13895|MOVE|660|180|
13940|CLICK|660|180|
13985|MOVE|380|390|
14030|CLICK|380|390|
14075|KEYPRESS|G||
14120|MOVE|530|470|
14165|CLICK|530|470|
14210|MOVE|280|220|
14255|CLICK|280|220|
14300|KEYPRESS|H||
14345|MOVE|750|340|
14390|CLICK|750|340|
14435|MOVE|160|560|
14480|CLICK|160|560|
14525|WAIT|600||
15130|KEYPRESS|Space||
15175|MOVE|440|300|
15220|CLICK|440|300|
15265|MOVE|610|430|
15310|CLICK|610|430|
15355|KEYPRESS|V||
15400|MOVE|300|190|
15445|CLICK|300|190|
15490|MOVE|720|500|
15535|CLICK|720|500|
15580|KEYPRESS|B||
15625|MOVE|230|280|
15670|CLICK|230|280|
15715|MOVE|560|360|
15760|CLICK|560|360|
15805|WAIT|1000||
16810|KEYPRESS|Enter||
16855|MOVE|410|450|
16900|CLICK|410|450|
16945|MOVE|180|210|
16990|CLICK|180|210|
17035|KEYPRESS|N||
17080|MOVE|640|380|
17125|CLICK|640|380|
17170|MOVE|360|540|
17215|CLICK|360|540|
17260|KEYPRESS|M||
17305|MOVE|500|260|
17350|CLICK|500|260|
17395|MOVE|250|420|
17440|CLICK|250|420|
17485|WAIT|900||
18390|KEYPRESS|Space||
18435|MOVE|690|310|
18480|CLICK|690|310|
18525|MOVE|390|480|
18570|CLICK|390|480|
18615|KEYPRESS|F2||
18660|MOVE|540|190|
18705|CLICK|540|190|
18750|MOVE|200|350|
18795|CLICK|200|350|
18840|KEYPRESS|Tab||
18885|MOVE|770|440|
18930|CLICK|770|440|
18975|MOVE|310|240|
19020|CLICK|310|240|
19065|WAIT|1200||
20270|MOVE|620|520|
20315|CLICK|620|520|
20360|KEYPRESS|J||
20405|MOVE|170|300|
20450|CLICK|170|300|
20495|MOVE|480|410|
20540|CLICK|480|410|
20585|KEYPRESS|K||
20630|MOVE|340|180|
20675|CLICK|340|180|
20720|MOVE|710|360|
20765|CLICK|710|360|
20810|KEYPRESS|Space||
20855|MOVE|260|490|
20900|CLICK|260|490|
20945|WAIT|700||
21650|MOVE|590|270|
21695|CLICK|590|270|
21740|KEYPRESS|L||
21785|MOVE|420|550|
21830|CLICK|420|550|
21875|MOVE|150|220|
21920|CLICK|150|220|
21965|KEYPRESS|Enter||
22010|MOVE|730|390|
22055|CLICK|730|390|
22100|MOVE|380|310|
22145|CLICK|380|310|
22190|KEYPRESS|Space||
22235|MOVE|520|460|
22280|CLICK|520|460|
22325|WAIT|1100||
23430|MOVE|290|200|
23475|CLICK|290|200|
23520|KEYPRESS|F3||
23565|MOVE|660|330|
23610|CLICK|660|330|
