15.234,19.456,24.123
16.789,20.012,25.678
17.345,21.234,26.890
18.901,22.456,28.012
19.567,23.678,29.234
20.123,24.890,30.456
21.678,26.012,31.678
22.234,27.234,32.890
23.789,28.456,34.012
24.345,29.678,35.234
25.901,30.890,36.456
16.012,19.678,25.345
17.234,20.890,26.567
18.456,22.012,27.789
19.678,23.234,29.012
20.890,24.456,30.234
22.012,25.678,31.456
23.234,26.890,32.678
24.456,28.012,33.890
25.678,29.234,35.012
26.890,30.456,36.234
15.567,20.234,24.789
16.890,21.456,26.012
18.012,22.678,27.234
19.234,23.890,28.456
20.456,25.012,29.678
21.678,26.234,30.890
22.890,27.456,32.012
24.012,28.678,33.234
25.234,29.890,34.456
26.456,31.012,35.678
