19.234,23.567,28.901
20.456,24.789,29.123
21.678,25.012,30.345
22.890,26.234,31.567
23.123,27.456,32.789
24.345,28.678,29.012
25.567,24.890,30.234
26.789,25.123,31.456
22.012,26.345,28.678
21.234,27.567,29.890
20.456,28.789,30.123
19.678,24.012,31.345
18.890,25.234,32.567
17.123,26.456,28.789
22.345,27.678,30.012
23.567,28.890,31.234
24.789,25.123,32.456
25.012,26.345,28.678
26.234,27.567,29.890
21.456,28.789,31.012
20.678,24.012,32.234
19.890,25.234,28.456
18.123,26.456,29.678
22.234,27.678,30.890
23.456,28.890,32.012
