16.789,21.234,26.567
17.901,22.456,27.890
19.012,23.678,28.123
18.234,24.567,29.456
19.567,25.123,30.234
20.345,23.890,28.789
17.456,22.789,27.345
18.678,21.567,26.901
19.890,24.234,29.678
16.234,23.456,28.234
20.567,25.678,30.567
17.789,24.890,29.890
18.901,22.123,27.567
19.234,25.456,30.123
16.567,22.678,27.234
20.890,24.789,29.345
18.456,23.234,28.678
17.123,21.890,26.789
19.678,24.901,30.456
20.234,23.567,28.456
16.901,24.123,29.123
18.234,25.789,30.789
19.456,22.890,27.678
17.678,23.345,28.901
20.123,24.456,29.234
16.456,22.234,26.234
19.789,25.234,30.890
18.567,21.678,26.456
