17.234,23.456,27.891
18.567,24.123,28.345
19.123,25.678,29.012
20.456,26.234,30.567
21.789,27.456,31.234
16.890,24.567,28.901
18.234,25.890,29.678
19.678,26.123,30.234
20.901,27.345,31.567
22.123,28.678,32.123
17.456,23.890,27.456
18.789,24.456,28.789
19.345,25.234,29.456
20.678,26.890,30.901
21.234,27.678,31.456
16.567,24.234,28.567
18.901,25.456,29.234
19.890,26.678,30.678
20.234,27.123,31.123
21.678,28.234,32.456
17.123,23.678,27.678
18.456,24.789,28.234
19.567,25.901,29.890
20.123,26.456,30.345
21.456,27.890,31.890
22.890,28.901,32.678
