17.234,23.456,28.123
18.567,24.789,29.456
19.890,25.012,30.789
20.123,26.345,31.012
21.456,27.678,32.345
22.789,28.901,33.678
23.012,29.234,34.901
24.345,30.567,35.234
16.678,22.890,27.567
17.901,24.123,28.890
19.234,25.456,30.123
20.567,26.789,31.456
21.890,28.012,32.789
23.123,29.345,34.012
24.456,30.678,35.345
15.789,21.234,26.678
16.012,22.567,27.901
18.345,24.890,29.234
19.678,26.123,30.567
20.901,27.456,31.890
22.234,28.789,33.123
23.567,30.012,34.456
24.890,31.345,35.789
25.123,32.678,36.012
17.345,23.678,28.234
18.678,25.901,29.567
20.901,27.234,31.678
22.234,28.567,33.901
23.567,29.890,35.234
