23.456,28.123,33.789
22.345,27.891,32.456
21.234,28.567,33.123
20.123,27.234,31.890
19.890,28.901,32.567
21.567,29.345,34.012
22.789,29.678,33.345
23.901,28.890,32.123
24.567,27.456,33.567
25.123,28.234,34.234
24.890,29.012,32.890
23.678,26.789,31.678
22.456,26.123,32.345
21.890,25.678,33.012
20.567,26.345,31.456
19.345,27.012,32.123
20.234,28.678,33.890
21.678,29.890,34.567
22.901,30.123,33.901
24.123,29.456,32.234
25.345,28.789,33.678
25.678,27.890,34.345
24.345,26.567,31.890
23.234,25.890,32.567
22.123,25.234,33.234
21.456,24.901,31.789
20.789,25.567,32.456
