userId,movieId,rating,timestamp
1,45,4.0,1450123456
1,67,3.5,1450234567
1,89,4.5,1450345678
1,12,3.0,1450456789
1,156,4.0,1450567890
1,23,3.5,1450678901
1,178,5.0,1450789012
2,45,3.0,1451123456
2,89,4.0,1451234567
2,34,3.5,1451345678
2,56,4.5,1451456789
2,78,3.0,1451567890
2,90,4.0,1451678901
2,123,3.5,1451789012
2,145,4.0,1451890123
3,12,2.5,1452123456
3,34,3.0,1452234567
3,56,3.5,1452345678
3,78,4.0,1452456789
3,90,3.5,1452567890
3,112,4.0,1452678901
3,134,3.0,1452789012
4,23,4.5,1453123456
4,45,4.0,1453234567
4,67,3.5,1453345678
4,89,4.5,1453456789
4,111,3.0,1453567890
4,133,4.0,1453678901
4,155,3.5,1453789012
4,177,4.5,1453890123
5,12,3.0,1454123456
5,34,3.5,1454234567
5,56,4.0,1454345678
5,78,3.5,1454456789
5,100,4.0,1454567890
5,122,3.0,1454678901
5,144,3.5,1454789012
5,166,4.0,1454890123
6,45,4.5,1455123456
6,67,4.0,1455234567
6,89,3.5,1455345678
6,111,4.0,1455456789
6,133,3.5,1455567890
6,155,4.5,1455678901
7,23,3.0,1456123456
7,45,3.5,1456234567
7,67,4.0,1456345678
7,89,3.5,1456456789
7,111,3.0,1456567890
7,133,4.0,1456678901
7,155,3.5,1456789012
7,177,4.0,1456890123
8,12,4.0,1457123456
8,34,3.5,1457234567
8,56,4.5,1457345678
8,78,4.0,1457456789
8,100,3.5,1457567890
8,122,4.0,1457678901
8,144,3.5,1457789012
9,45,3.0,1458123456
9,67,3.5,1458234567
9,89,4.0,1458345678
9,111,3.5,1458456789
9,133,3.0,1458567890
9,155,4.0,1458678901
9,177,3.5,1458789012
9,199,4.0,1458890123
10,23,4.5,1459123456
10,45,4.0,1459234567
10,67,3.5,1459345678
10,89,4.5,1459456789
10,111,4.0,1459567890
10,133,3.5,1459678901
10,155,4.0,1459789012
11,12,3.5,1460123456
11,34,4.0,1460234567
11,56,3.5,1460345678
11,78,3.0,1460456789
11,100,4.0,1460567890
11,122,3.5,1460678901
12,45,4.0,1461123456
12,67,3.5,1461234567
12,89,4.5,1461345678
12,111,3.0,1461456789
12,133,4.0,1461567890
12,155,3.5,1461678901
12,177,4.0,1461789012
13,23,3.5,1462123456
13,45,4.0,1462234567
13,67,3.5,1462345678
13,89,3.0,1462456789
13,111,4.0,1462567890
13,133,3.5,1462678901
14,12,4.5,1463123456
14,34,4.0,1463234567
14,56,3.5,1463345678
14,78,4.0,1463456789
14,100,3.5,1463567890
14,122,3.0,1463678901
14,144,4.0,1463789012
14,166,3.5,1463890123
15,45,4.0,1464123456
15,67,3.5,1464234567
15,89,4.5,1464345678
15,111,4.0,1464456789
15,133,3.5,1464567890
15,155,4.0,1464678901
16,23,3.0,1465123456
16,45,3.5,1465234567
16,67,4.0,1465345678
16,89,3.5,1465456789
16,111,3.0,1465567890
16,133,4.0,1465678901
16,155,3.5,1465789012
17,12,4.5,1466123456
17,34,4.0,1466234567
17,56,3.5,1466345678
17,78,4.0,1466456789
17,100,4.5,1466567890
17,122,3.5,1466678901
18,45,3.0,1467123456
18,67,3.5,1467234567
18,89,4.0,1467345678
18,111,3.5,1467456789
18,133,3.0,1467567890
18,155,4.0,1467678901
18,177,3.5,1467789012
18,199,4.0,1467890123
19,23,4.0,1468123456
19,45,3.5,1468234567
19,67,4.5,1468345678
19,89,4.0,1468456789
19,111,3.5,1468567890
19,133,4.0,1468678901
20,12,3.5,1469123456
20,34,4.0,1469234567
20,56,3.5,1469345678
20,78,3.0,1469456789
20,100,4.0,1469567890
20,122,3.5,1469678901
20,144,4.0,1469789012
21,45,4.5,1470123456
21,67,4.0,1470234567
21,89,3.5,1470345678
21,111,4.0,1470456789
21,133,3.5,1470567890
21,155,4.5,1470678901
22,23,3.0,1471123456
22,45,3.5,1471234567
22,67,4.0,1471345678
22,89,3.5,1471456789
22,111,3.0,1471567890
22,133,4.0,1471678901
23,12,4.0,1472123456
23,34,3.5,1472234567
23,56,4.5,1472345678
23,78,4.0,1472456789
23,100,3.5,1472567890
23,122,4.0,1472678901
24,45,3.5,1473123456
24,67,4.0,1473234567
24,89,3.5,1473345678
24,111,3.0,1473456789
24,133,4.0,1473567890
24,155,3.5,1473678901
24,177,4.0,1473789012
25,23,4.5,1474123456
25,45,4.0,1474234567
25,67,3.5,1474345678
25,89,4.5,1474456789
25,111,4.0,1474567890
25,133,3.5,1474678901
26,12,3.0,1475123456
26,34,3.5,1475234567
26,56,4.0,1475345678
26,78,3.5,1475456789
26,100,3.0,1475567890
26,122,4.0,1475678901
26,144,3.5,1475789012
26,166,4.0,1475890123
27,45,4.0,1476123456
27,67,3.5,1476234567
27,89,4.5,1476345678
27,111,3.0,1476456789
27,133,4.0,1476567890
