0,150,45000,0x00,12.5
16,150,45000,0x00,12.5
33,152,45600,0x00,13.1
50,152,45600,0x00,13.1
67,148,44400,0x00,11.8
83,150,45000,0x00,12.5
100,150,45000,0x00,12.5
117,151,45300,0x00,12.8
133,151,45300,0x00,12.8
150,153,45900,0x00,13.4
167,153,45900,0x00,13.4
183,149,44700,0x00,12.2
200,150,45000,0x00,12.5
217,150,45000,0x00,12.5
233,152,45600,0x00,13.1
250,152,45600,0x00,13.1
267,154,46200,0x00,13.7
283,154,46200,0x00,13.7
300,148,44400,0x00,11.8
317,150,45000,0x00,12.5
333,150,45000,0x00,12.5
350,151,45300,0x00,12.8
367,151,45300,0x00,12.8
383,155,46500,0x00,14.0
400,155,46500,0x00,14.0
417,147,44100,0x00,11.5
433,150,45000,0x00,12.5
450,150,45000,0x00,12.5
467,152,45600,0x00,13.1
483,152,45600,0x00,13.1
500,153,45900,0x00,13.4
517,153,45900,0x00,13.4
533,149,44700,0x00,12.2
550,150,45000,0x00,12.5
567,150,45000,0x00,12.5
583,151,45300,0x00,12.8
600,151,45300,0x00,12.8
617,154,46200,0x00,13.7
633,154,46200,0x00,13.7
650,148,44400,0x00,11.8
667,150,45000,0x00,12.5
683,150,45000,0x00,12.5
700,152,45600,0x00,13.1
717,152,45600,0x00,13.1
733,156,46800,0x00,14.3
750,156,46800,0x00,14.3
767,146,43800,0x00,11.2
783,150,45000,0x00,12.5
800,150,45000,0x00,12.5
817,151,45300,0x00,12.8
833,151,45300,0x00,12.8
850,153,45900,0x00,13.4
867,153,45900,0x00,13.4
883,149,44700,0x00,12.2
900,150,45000,0x00,12.5
917,150,45000,0x00,12.5
933,152,45600,0x00,13.1
950,152,45600,0x00,13.1
967,154,46200,0x00,13.7
983,154,46200,0x00,13.7
1000,148,44400,0x00,11.8
1017,150,45000,0x00,12.5
1033,150,45000,0x00,12.5
1050,151,45300,0x00,12.8
1067,151,45300,0x00,12.8
1083,155,46500,0x00,14.0
1100,155,46500,0x00,14.0
1117,147,44100,0x00,11.5
1133,150,45000,0x00,12.5
1150,150,45000,0x00,12.5
1167,152,45600,0x00,13.1
1183,152,45600,0x00,13.1
1200,153,45900,0x00,13.4
1217,153,45900,0x00,13.4
1233,149,44700,0x00,12.2
1250,150,45000,0x00,12.5
1267,150,45000,0x00,12.5
1283,151,45300,0x00,12.8
1300,151,45300,0x00,12.8
1317,157,47100,0x00,14.6
1333,157,47100,0x00,14.6
1350,145,43500,0x00,10.9
1367,150,45000,0x00,12.5
1383,150,45000,0x00,12.5
1400,152,45600,0x00,13.1
1417,152,45600,0x00,13.1
1433,154,46200,0x00,13.7
1450,154,46200,0x00,13.7
1467,148,44400,0x00,11.8
1483,150,45000,0x00,12.5
1500,150,45000,0x00,12.5
1517,151,45300,0x00,12.8
1533,151,45300,0x00,12.8
1550,153,45900,0x00,13.4
1567,153,45900,0x00,13.4
1583,149,44700,0x00,12.2
1600,150,45000,0x00,12.5
1617,150,45000,0x00,12.5
1633,152,45600,0x00,13.1
1650,152,45600,0x00,13.1
1667,155,46500,0x00,14.0
1683,155,46500,0x00,14.0
1700,147,44100,0x00,11.5
1717,150,45000,0x00,12.5
1733,150,45000,0x00,12.5
1750,151,45300,0x00,12.8
1767,151,45300,0x00,12.8
1783,154,46200,0x00,13.7
1800,154,46200,0x00,13.7
1817,148,44400,0x00,11.8
1833,150,45000,0x00,12.5
1850,150,45000,0x00,12.5
1867,152,45600,0x00,13.1
1883,152,45600,0x00,13.1
1900,156,46800,0x00,14.3
1917,156,46800,0x00,14.3
1933,146,43800,0x00,11.2
1950,150,45000,0x00,12.5
1967,150,45000,0x00,12.5
1983,151,45300,0x00,12.8
2000,151,45300,0x00,12.8
2017,153,45900,0x00,13.4
2033,153,45900,0x00,13.4
2050,149,44700,0x00,12.2
2067,150,45000,0x00,12.5
2083,150,45000,0x00,12.5
2100,152,45600,0x00,13.1
2117,152,45600,0x00,13.1
2133,154,46200,0x00,13.7
2150,154,46200,0x00,13.7
2167,148,44400,0x00,11.8
2183,150,45000,0x00,12.5
2200,150,45000,0x00,12.5
2217,151,45300,0x00,12.8
2233,151,45300,0x00,12.8
2250,155,46500,0x00,14.0
2267,155,46500,0x00,14.0
2283,147,44100,0x00,11.5
2300,150,45000,0x00,12.5
2317,150,45000,0x00,12.5
2333,152,45600,0x00,13.1
2350,152,45600,0x00,13.1
2367,153,45900,0x00,13.4
2383,153,45900,0x00,13.4
2400,149,44700,0x00,12.2
2417,150,45000,0x00,12.5
2433,150,45000,0x00,12.5
2450,151,45300,0x00,12.8
2467,151,45300,0x00,12.8
2483,158,47400,0x00,14.9
2500,158,47400,0x00,14.9
2517,144,43200,0x00,10.6
2533,150,45000,0x00,12.5
2550,150,45000,0x00,12.5
2567,152,45600,0x00,13.1
2583,152,45600,0x00,13.1
2600,154,46200,0x00,13.7
2617,154,46200,0x00,13.7
2633,148,44400,0x00,11.8
2650,150,45000,0x00,12.5
2667,150,45000,0x00,12.5
2683,151,45300,0x00,12.8
2700,151,45300,0x00,12.8
2717,153,45900,0x00,13.4
2733,153,45900,0x00,13.4
2750,149,44700,0x00,12.2
2767,150,45000,0x00,12.5
2783,150,45000,0x00,12.5
2800,152,45600,0x00,13.1
2817,152,45600,0x00,13.1
2833,155,46500,0x00,14.0
2850,155,46500,0x00,14.0
2867,147,44100,0x00,11.5
2883,150,45000,0x00,12.5
2900,150,45000,0x00,12.5
2917,151,45300,0x00,12.8
2933,151,45300,0x00,12.8
2950,154,46200,0x00,13.7
2967,154,46200,0x00,13.7
2983,148,44400,0x00,11.8
3000,150,45000,0x00,12.5
3017,150,45000,0x00,12.5
3033,152,45600,0x00,13.1
3050,152,45600,0x00,13.1
3067,156,46800,0x00,14.3
3083,156,46800,0x00,14.3
3100,146,43800,0x00,11.2
3117,150,45000,0x00,12.5
3133,150,45000,0x00,12.5
3150,151,45300,0x00,12.8
3167,151,45300,0x00,12.8
3183,153,45900,0x00,13.4
3200,153,45900,0x00,13.4
3217,149,44700,0x00,12.2
3233,150,45000,0x00,12.5
3250,150,45000,0x00,12.5
3267,152,45600,0x00,13.1
3283,152,45600,0x00,13.1
3300,154,46200,0x00,13.7
3317,154,46200,0x00,13.7
3333,148,44400,0x00,11.8
3350,150,45000,0x00,12.5
3367,150,45000,0x00,12.5
3383,151,45300,0x00,12.8
3400,151,45300,0x00,12.8
3417,155,46500,0x00,14.0
3433,155,46500,0x00,14.0
3450,147,44100,0x00,11.5
3467,150,45000,0x00,12.5
3483,150,45000,0x00,12.5
3500,152,45600,0x00,13.1
3517,152,45600,0x00,13.1
3533,153,45900,0x00,13.4
3550,153,45900,0x00,13.4
3567,149,44700,0x00,12.2
3583,150,45000,0x00,12.5
3600,150,45000,0x00,12.5
3617,151,45300,0x00,12.8
3633,151,45300,0x00,12.8
3650,157,47100,0x00,14.6
3667,157,47100,0x00,14.6
3683,145,43500,0x00,10.9
3700,150,45000,0x00,12.5
3717,150,45000,0x00,12.5
3733,152,45600,0x00,13.1
3750,152,45600,0x00,13.1
3767,154,46200,0x00,13.7
3783,154,46200,0x00,13.7
3800,148,44400,0x00,11.8
3817,150,45000,0x00,12.5
3833,150,45000,0x00,12.5
3850,151,45300,0x00,12.8
3867,151,45300,0x00,12.8
3883,153,45900,0x00,13.4
3900,153,45900,0x00,13.4
3917,149,44700,0x00,12.2
3933,150,45000,0x00,12.5
