timestamp,temperature
2024-01-15T10:00:00.123456Z,78.2
2024-01-15T10:00:05.234567Z,79.1
2024-01-15T10:00:10.345678Z,77.5
2024-01-15T10:00:15.456789Z,78.8
2024-01-15T10:00:20.567890Z,80.3
2024-01-15T10:00:25.678901Z,81.2
2024-01-15T10:00:30.789012Z,82.5
2024-01-15T10:00:35.890123Z,83.7
2024-01-15T10:00:40.901234Z,84.2
2024-01-15T10:00:46.012345Z,82.9
2024-01-15T10:00:51.123456Z,81.5
2024-01-15T10:00:56.234567Z,80.8
2024-01-15T10:01:01.345678Z,79.6
2024-01-15T10:01:06.456789Z,78.4
2024-01-15T10:01:11.567890Z,77.9
2024-01-15T10:01:16.678901Z,76.8
2024-01-15T10:01:21.789012Z,76.2
2024-01-15T10:01:26.890123Z,77.1
2024-01-15T10:01:31.901234Z,78.3
2024-01-15T10:01:37.012345Z,79.5
2024-01-15T10:01:42.123456Z,80.7
2024-01-15T10:01:47.234567Z,82.1
2024-01-15T10:01:52.345678Z,83.4
2024-01-15T10:01:57.456789Z,84.6
2024-01-15T10:02:02.567890Z,85.8
2024-01-15T10:02:07.678901Z,86.9
2024-01-15T10:02:12.789012Z,87.5
2024-01-15T10:02:17.890123Z,88.2
2024-01-15T10:02:23.001234Z,88.9
2024-01-15T10:02:28.112345Z,89.3
2024-01-15T10:02:33.223456Z,89.7
2024-01-15T10:02:38.334567Z,90.1
2024-01-15T10:02:43.445678Z,89.8
2024-01-15T10:02:48.556789Z,89.2
2024-01-15T10:02:53.667890Z,88.6
2024-01-15T10:02:58.778901Z,87.9
2024-01-15T10:03:03.889012Z,87.2
2024-01-15T10:03:08.990123Z,86.5
2024-01-15T10:03:14.101234Z,85.8
2024-01-15T10:03:19.212345Z,84.9
2024-01-15T10:03:24.323456Z,84.1
2024-01-15T10:03:29.434567Z,83.2
2024-01-15T10:03:34.545678Z,82.4
2024-01-15T10:03:39.656789Z,81.6
2024-01-15T10:03:44.767890Z,80.8
2024-01-15T10:03:49.878901Z,80.1
2024-01-15T10:03:54.989012Z,79.4
2024-01-15T10:04:00.100123Z,78.7
2024-01-15T10:04:05.211234Z,78.1
2024-01-15T10:04:10.322345Z,77.5
2024-01-15T10:04:15.433456Z,77.0
2024-01-15T10:04:20.544567Z,76.6
2024-01-15T10:04:25.655678Z,76.3
2024-01-15T10:04:30.766789Z,76.8
2024-01-15T10:04:35.877890Z,77.4
2024-01-15T10:04:40.988901Z,78.0
2024-01-15T10:04:46.099012Z,78.6
2024-01-15T10:04:51.210123Z,79.3
2024-01-15T10:04:56.321234Z,80.0
2024-01-15T10:05:01.432345Z,80.8
2024-01-15T10:05:06.543456Z,81.5
2024-01-15T10:05:11.654567Z,82.3
2024-01-15T10:05:16.765678Z,83.1
2024-01-15T10:05:21.876789Z,83.9
2024-01-15T10:05:26.987890Z,84.7
2024-01-15T10:05:32.098901Z,85.5
2024-01-15T10:05:37.209012Z,86.3
2024-01-15T10:05:42.320123Z,87.1
2024-01-15T10:05:47.431234Z,87.8
2024-01-15T10:05:52.542345Z,88.4
2024-01-15T10:05:57.653456Z,89.0
2024-01-15T10:06:02.764567Z,89.5
2024-01-15T10:06:07.875678Z,89.9
2024-01-15T10:06:12.986789Z,90.2
2024-01-15T10:06:18.097890Z,89.7
2024-01-15T10:06:23.208901Z,89.1
2024-01-15T10:06:28.319012Z,88.5
2024-01-15T10:06:33.430123Z,87.8
2024-01-15T10:06:38.541234Z,87.1
2024-01-15T10:06:43.652345Z,86.3
2024-01-15T10:06:48.763456Z,85.5
2024-01-15T10:06:53.874567Z,84.7
2024-01-15T10:06:58.985678Z,83.9
2024-01-15T10:07:04.096789Z,83.1
2024-01-15T10:07:09.207890Z,82.3
2024-01-15T10:07:14.318901Z,81.5
2024-01-15T10:07:19.429012Z,80.8
2024-01-15T10:07:24.540123Z,80.1
2024-01-15T10:07:29.651234Z,79.4
2024-01-15T10:07:34.762345Z,78.8
2024-01-15T10:07:39.873456Z,78.2
2024-01-15T10:07:44.984567Z,77.7
2024-01-15T10:07:50.095678Z,77.2
2024-01-15T10:07:55.206789Z,76.8
2024-01-15T10:08:00.317890Z,76.5
2024-01-15T10:08:05.428901Z,76.3
2024-01-15T10:08:10.539012Z,76.9
2024-01-15T10:08:15.650123Z,77.6
2024-01-15T10:08:20.761234Z,78.3
2024-01-15T10:08:25.872345Z,79.1
2024-01-15T10:08:30.983456Z,79.9
2024-01-15T10:08:36.094567Z,80.7
2024-01-15T10:08:41.205678Z,81.6
2024-01-15T10:08:46.316789Z,82.5
2024-01-15T10:08:51.427890Z,83.4
2024-01-15T10:08:56.538901Z,84.3
2024-01-15T10:09:01.649012Z,85.2
2024-01-15T10:09:06.760123Z,86.1
2024-01-15T10:09:11.871234Z,86.9
2024-01-15T10:09:16.982345Z,87.6
2024-01-15T10:09:22.093456Z,88.3
2024-01-15T10:09:27.204567Z,88.9
2024-01-15T10:09:32.315678Z,89.4
2024-01-15T10:09:37.426789Z,89.8
2024-01-15T10:09:42.537890Z,90.1
2024-01-15T10:09:47.648901Z,89.6
2024-01-15T10:09:52.759012Z,89.0
2024-01-15T10:09:57.870123Z,88.3
2024-01-15T10:10:02.981234Z,87.6
2024-01-15T10:10:08.092345Z,86.8
2024-01-15T10:10:13.203456Z,86.0
2024-01-15T10:10:18.314567Z,85.1
2024-01-15T10:10:23.425678Z,84.2
2024-01-15T10:10:28.536789Z,83.3
2024-01-15T10:10:33.647890Z,82.4
2024-01-15T10:10:38.758901Z,81.5
2024-01-15T10:10:43.869012Z,80.6
2024-01-15T10:10:48.980123Z,79.8
2024-01-15T10:10:54.091234Z,79.0
2024-01-15T10:10:59.202345Z,78.3
2024-01-15T10:11:04.313456Z,77.7
2024-01-15T10:11:09.424567Z,77.1
2024-01-15T10:11:14.535678Z,76.6
2024-01-15T10:11:19.646789Z,76.2
2024-01-15T10:11:24.757890Z,76.0
