timestamp,pressure
2024-01-15T10:00:00.123456Z,3.2
2024-01-15T10:00:03.234567Z,3.1
2024-01-15T10:00:06.345678Z,3.0
2024-01-15T10:00:09.456789Z,2.9
2024-01-15T10:00:12.234567Z,2.8
2024-01-15T10:00:15.345678Z,2.7
2024-01-15T10:00:18.123456Z,2.6
2024-01-15T10:00:21.234567Z,2.5
2024-01-15T10:00:24.345678Z,2.4
2024-01-15T10:00:27.456789Z,2.3
2024-01-15T10:00:30.123456Z,2.2
2024-01-15T10:00:33.234567Z,2.1
2024-01-15T10:00:36.345678Z,2.0
2024-01-15T10:00:39.456789Z,2.1
2024-01-15T10:00:42.123456Z,2.2
2024-01-15T10:00:45.234567Z,2.3
2024-01-15T10:00:48.345678Z,2.4
2024-01-15T10:00:51.456789Z,2.5
2024-01-15T10:00:54.123456Z,2.6
2024-01-15T10:00:57.234567Z,2.7
2024-01-15T10:01:00.345678Z,2.8
2024-01-15T10:01:03.456789Z,2.9
2024-01-15T10:01:06.123456Z,3.0
2024-01-15T10:01:09.234567Z,3.1
2024-01-15T10:01:12.345678Z,3.2
2024-01-15T10:01:15.456789Z,3.3
2024-01-15T10:01:18.123456Z,3.4
2024-01-15T10:01:21.234567Z,3.5
2024-01-15T10:01:24.345678Z,3.4
2024-01-15T10:01:27.456789Z,3.3
2024-01-15T10:01:30.123456Z,3.2
2024-01-15T10:01:33.234567Z,3.1
2024-01-15T10:01:36.345678Z,3.0
2024-01-15T10:01:39.456789Z,2.9
2024-01-15T10:01:42.123456Z,2.8
2024-01-15T10:01:45.234567Z,2.7
2024-01-15T10:01:48.345678Z,2.6
2024-01-15T10:01:51.456789Z,2.5
2024-01-15T10:01:54.123456Z,2.4
2024-01-15T10:01:57.234567Z,2.3
2024-01-15T10:02:00.345678Z,2.2
2024-01-15T10:02:03.456789Z,2.1
2024-01-15T10:02:06.123456Z,2.0
2024-01-15T10:02:09.234567Z,2.1
2024-01-15T10:02:12.345678Z,2.2
2024-01-15T10:02:15.456789Z,2.3
2024-01-15T10:02:18.123456Z,2.4
2024-01-15T10:02:21.234567Z,2.5
2024-01-15T10:02:24.345678Z,2.6
2024-01-15T10:02:27.456789Z,2.7
2024-01-15T10:02:30.123456Z,2.8
2024-01-15T10:02:33.234567Z,2.9
2024-01-15T10:02:36.345678Z,3.0
2024-01-15T10:02:39.456789Z,3.1
2024-01-15T10:02:42.123456Z,3.2
2024-01-15T10:02:45.234567Z,3.3
2024-01-15T10:02:48.345678Z,3.4
2024-01-15T10:02:51.456789Z,3.5
2024-01-15T10:02:54.123456Z,3.4
2024-01-15T10:02:57.234567Z,3.3
2024-01-15T10:03:00.345678Z,3.2
2024-01-15T10:03:03.456789Z,3.1
2024-01-15T10:03:06.123456Z,3.0
2024-01-15T10:03:09.234567Z,2.9
2024-01-15T10:03:12.345678Z,2.8
2024-01-15T10:03:15.456789Z,2.7
2024-01-15T10:03:18.123456Z,2.6
2024-01-15T10:03:21.234567Z,2.5
2024-01-15T10:03:24.345678Z,2.4
2024-01-15T10:03:27.456789Z,2.3
2024-01-15T10:03:30.123456Z,2.2
2024-01-15T10:03:33.234567Z,2.1
2024-01-15T10:03:36.345678Z,2.0
2024-01-15T10:03:39.456789Z,2.1
2024-01-15T10:03:42.123456Z,2.2
2024-01-15T10:03:45.234567Z,2.3
2024-01-15T10:03:48.345678Z,2.4
2024-01-15T10:03:51.456789Z,2.5
2024-01-15T10:03:54.123456Z,2.6
2024-01-15T10:03:57.234567Z,2.7
2024-01-15T10:04:00.345678Z,2.8
2024-01-15T10:04:03.456789Z,2.9
2024-01-15T10:04:06.123456Z,3.0
2024-01-15T10:04:09.234567Z,3.1
2024-01-15T10:04:12.345678Z,3.2
2024-01-15T10:04:15.456789Z,3.3
2024-01-15T10:04:18.123456Z,3.4
2024-01-15T10:04:21.234567Z,3.5
2024-01-15T10:04:24.345678Z,3.4
2024-01-15T10:04:27.456789Z,3.3
2024-01-15T10:04:30.123456Z,3.2
2024-01-15T10:04:33.234567Z,3.1
2024-01-15T10:04:36.345678Z,3.0
2024-01-15T10:04:39.456789Z,2.9
2024-01-15T10:04:42.123456Z,2.8
2024-01-15T10:04:45.234567Z,2.7
2024-01-15T10:04:48.345678Z,2.6
2024-01-15T10:04:51.456789Z,2.5
2024-01-15T10:04:54.123456Z,2.4
2024-01-15T10:04:57.234567Z,2.3
2024-01-15T10:05:00.345678Z,2.2
2024-01-15T10:05:03.456789Z,2.1
2024-01-15T10:05:06.123456Z,2.0
2024-01-15T10:05:09.234567Z,2.1
2024-01-15T10:05:12.345678Z,2.2
2024-01-15T10:05:15.456789Z,2.3
2024-01-15T10:05:18.123456Z,2.4
2024-01-15T10:05:21.234567Z,2.5
2024-01-15T10:05:24.345678Z,2.6
2024-01-15T10:05:27.456789Z,2.7
2024-01-15T10:05:30.123456Z,2.8
2024-01-15T10:05:33.234567Z,2.9
2024-01-15T10:05:36.345678Z,3.0
2024-01-15T10:05:39.456789Z,3.1
2024-01-15T10:05:42.123456Z,3.2
2024-01-15T10:05:45.234567Z,3.3
2024-01-15T10:05:48.345678Z,3.4
2024-01-15T10:05:51.456789Z,3.5
2024-01-15T10:05:54.123456Z,3.4
2024-01-15T10:05:57.234567Z,3.3
2024-01-15T10:06:00.345678Z,3.2
2024-01-15T10:06:03.456789Z,3.1
2024-01-15T10:06:06.123456Z,3.0
2024-01-15T10:06:09.234567Z,2.9
2024-01-15T10:06:12.345678Z,2.8
2024-01-15T10:06:15.456789Z,2.7
2024-01-15T10:06:18.123456Z,2.6
2024-01-15T10:06:21.234567Z,2.5
2024-01-15T10:06:24.345678Z,2.4
2024-01-15T10:06:27.456789Z,2.3
2024-01-15T10:06:30.123456Z,2.2
2024-01-15T10:06:33.234567Z,2.1
2024-01-15T10:06:36.345678Z,2.0
2024-01-15T10:06:39.456789Z,2.1
2024-01-15T10:06:42.123456Z,2.2
2024-01-15T10:06:45.234567Z,2.3
2024-01-15T10:06:48.345678Z,2.4
2024-01-15T10:06:51.456789Z,2.5
2024-01-15T10:06:54.123456Z,2.6
2024-01-15T10:06:57.234567Z,2.7
2024-01-15T10:07:00.345678Z,2.8
2024-01-15T10:07:03.456789Z,2.9
2024-01-15T10:07:06.123456Z,3.0
2024-01-15T10:07:09.234567Z,3.1
2024-01-15T10:07:12.345678Z,3.2
2024-01-15T10:07:15.456789Z,3.3
2024-01-15T10:07:18.123456Z,3.4
2024-01-15T10:07:21.234567Z,3.5
2024-01-15T10:07:24.345678Z,3.4
2024-01-15T10:07:27.456789Z,3.3
2024-01-15T10:07:30.123456Z,3.2
2024-01-15T10:07:33.234567Z,3.1
2024-01-15T10:07:36.345678Z,3.0
2024-01-15T10:07:39.456789Z,2.9
2024-01-15T10:07:42.123456Z,2.8
2024-01-15T10:07:45.234567Z,2.7
2024-01-15T10:07:48.345678Z,2.6
2024-01-15T10:07:51.456789Z,2.5
2024-01-15T10:07:54.123456Z,2.4
2024-01-15T10:07:57.234567Z,2.3
2024-01-15T10:08:00.345678Z,2.2
2024-01-15T10:08:03.456789Z,2.1
2024-01-15T10:08:06.123456Z,2.0
2024-01-15T10:08:09.234567Z,2.1
2024-01-15T10:08:12.345678Z,2.2
2024-01-15T10:08:15.456789Z,2.3
2024-01-15T10:08:18.123456Z,2.4
2024-01-15T10:08:21.234567Z,2.5
2024-01-15T10:08:24.345678Z,2.6
2024-01-15T10:08:27.456789Z,2.7
2024-01-15T10:08:30.123456Z,2.8
2024-01-15T10:08:33.234567Z,2.9
2024-01-15T10:08:36.345678Z,3.0
2024-01-15T10:08:39.456789Z,3.1
2024-01-15T10:08:42.123456Z,3.2
2024-01-15T10:08:45.234567Z,3.3
2024-01-15T10:08:48.345678Z,3.4
2024-01-15T10:08:51.456789Z,3.5
2024-01-15T10:08:54.123456Z,3.4
2024-01-15T10:08:57.234567Z,3.3
2024-01-15T10:09:00.345678Z,3.2
2024-01-15T10:09:03.456789Z,3.1
2024-01-15T10:09:06.123456Z,3.0
2024-01-15T10:09:09.234567Z,2.9
2024-01-15T10:09:12.345678Z,2.8
2024-01-15T10:09:15.456789Z,2.7
2024-01-15T10:09:18.123456Z,2.6
2024-01-15T10:09:21.234567Z,2.5
2024-01-15T10:09:24.345678Z,2.4
2024-01-15T10:09:27.456789Z,2.3
2024-01-15T10:09:30.123456Z,2.2
2024-01-15T10:09:33.234567Z,2.1
2024-01-15T10:09:36.345678Z,2.0
2024-01-15T10:09:39.456789Z,2.1
2024-01-15T10:09:42.123456Z,2.2
2024-01-15T10:09:45.234567Z,2.3
2024-01-15T10:09:48.345678Z,2.4
2024-01-15T10:09:51.456789Z,2.5
2024-01-15T10:09:54.123456Z,2.6
2024-01-15T10:09:57.234567Z,2.7
2024-01-15T10:10:00.345678Z,2.8
