-8234.567,4521.123,-3421.789,6234.567
5234.891,3421.567,8912.345,1234.789
-4521.123,7834.567,-1234.567,5421.789
3421.567,-6234.891,6789.123,-3421.567
-7234.567,2341.789,-2341.567,4521.123
8234.567,-4521.123,3421.789,-6234.567
-5421.123,6234.567,-8912.345,3421.789
4521.789,-7234.567,1234.567,-4521.123
-3421.567,8234.891,-6789.123,5421.567
7234.891,-2341.567,4521.123,-5421.789
0.0,0.0,5000.0,5000.0
5000.0,0.0,0.0,5000.0
2500.0,0.0,2500.0,5000.0
0.0,2500.0,5000.0,2500.0
1000.0,1000.0,4000.0,4000.0
4000.0,1000.0,1000.0,4000.0
-5000.0,-5000.0,5000.0,5000.0
-5000.0,5000.0,5000.0,-5000.0
100.0,100.0,100.0,100.0
200.5,200.5,200.501,200.501
300.3,300.3,300.3,300.3
0.0,0.0,0.045,0.032
0.01,0.01,0.08,0.06
-0.05,-0.05,0.03,0.02
1000.0,500.0,1000.0,3500.0
2000.0,-1000.0,2000.0,4000.0
3000.0,0.0,3000.0,5000.0
-1000.0,1000.0,5000.0,1000.0
-2000.0,2000.0,6000.0,2000.0
500.0,1500.0,4500.0,1500.0
-9000.0,8000.0,9000.0,-8000.0
-8500.0,7500.0,8500.0,-7500.0
-9500.0,8500.0,9500.0,-8500.0
1000.0,0.0,1000.005,5000.0
1500.0,0.0,1500.005,5000.0
2000.0,0.0,2000.005,5000.0
0.0,0.0,5000.0,5000.01
0.0,100.0,5000.0,5100.01
0.0,200.0,5000.0,5200.01
500.0,500.0,2500.0,2500.0
2500.0,2500.0,4500.0,4500.0
500.0,500.0,4500.0,4500.0
-3000.0,-3000.0,3000.0,3000.0
-2000.0,-2000.0,4000.0,4000.0
1000.0,2000.0,3000.0,4000.0
1000.0,2000.0,5000.0,6000.0
3000.0,4000.0,5000.0,6000.0
-4000.0,5000.0,-2000.0,3000.0
-2000.0,3000.0,0.0,1000.0
0.0,1000.0,2000.0,-1000.0
100.456,200.789,500.123,600.234
-5000.123,3000.456,4000.789,-2000.123
500.5,200.3,1000.8,200.3
300.2,100.5,300.2,800.9
-7823.456,6234.789,-1234.567,8912.345
5234.678,4521.234,9123.456,2341.567
-4521.234,7823.456,-8912.345,5234.678
6234.789,-5421.234,2341.567,-8234.567
-3421.789,8234.567,-6789.234,4521.789
8234.567,-3421.789,4521.234,-7234.567
-6234.789,5421.234,-9123.456,2341.789
3421.567,-8234.789,1234.678,-5421.234
-2341.789,9123.456,-5421.234,6234.789
9123.456,-1234.567,5421.234,-4521.789
1234.567,2345.678,3456.789,4567.891
-1234.567,-2345.678,-3456.789,-4567.891
2345.678,3456.789,4567.891,5678.912
-2345.678,-3456.789,-4567.891,-5678.912
3456.789,4567.891,5678.912,6789.123
-3456.789,-4567.891,-5678.912,-6789.123
4567.891,5678.912,6789.123,7891.234
-4567.891,-5678.912,-6789.123,-7891.234
5678.912,6789.123,7891.234,8912.345
-5678.912,-6789.123,-7891.234,-8912.345
100.0,200.0,600.0,700.0
350.0,450.0,850.0,950.0
200.0,100.0,700.0,600.0
450.0,350.0,950.0,850.0
1000.0,1000.0,2000.0,2000.0
1500.0,1500.0,2500.0,2500.0
2000.0,2000.0,3000.0,3000.0
1000.0,2000.0,2000.0,1000.0
1500.0,2500.0,2500.0,1500.0
2000.0,3000.0,3000.0,2000.0
-1000.0,0.0,1000.0,2000.0
-500.0,500.0,1500.0,2500.0
0.0,1000.0,2000.0,3000.0
500.0,1500.0,2500.0,3500.0
1000.0,2000.0,3000.0,4000.0
-2000.0,0.0,0.0,2000.0
-1000.0,1000.0,1000.0,3000.0
0.0,2000.0,2000.0,4000.0
1000.0,3000.0,3000.0,5000.0
2000.0,4000.0,4000.0,6000.0
-5000.0,0.0,5000.0,0.0
-4000.0,1000.0,6000.0,1000.0
-3000.0,2000.0,7000.0,2000.0
-2000.0,3000.0,8000.0,3000.0
-1000.0,4000.0,9000.0,4000.0
0.0,-5000.0,0.0,5000.0
1000.0,-4000.0,1000.0,6000.0
2000.0,-3000.0,2000.0,7000.0
3000.0,-2000.0,3000.0,8000.0
4000.0,-1000.0,4000.0,9000.0
-6234.789,4521.234,-1234.789,6789.234
5421.234,3234.567,8912.456,1234.789
-4234.567,7521.234,-8621.345,4321.789
6521.789,-4234.567,2234.789,-7891.234
-3234.789,8521.234,-6521.789,5234.567
8521.234,-2234.789,4234.567,-6891.234
-5234.789,6521.234,-8912.345,3234.567
3234.567,-7891.234,1521.789,-4234.567
-1234.789,9234.567,-4234.789,6521.234
9234.567,-2345.678,5234.789,-5421.234
123.456,789.012,234.567,891.123
234.567,891.123,345.678,912.234
345.678,912.234,456.789,123.345
456.789,123.345,567.891,234.456
567.891,234.456,678.912,345.567
678.912,345.567,789.123,456.678
789.123,456.678,891.234,567.789
891.234,567.789,912.345,678.891
912.345,678.891,123.456,789.012
-123.456,-789.012,-234.567,-891.123
7000.0,0.0,7000.002,8000.0
7100.0,100.0,7100.002,8100.0
7200.0,200.0,7200.002,8200.0
7300.0,300.0,7300.002,8300.0
7400.0,400.0,7400.002,8400.0
0.0,7000.0,8000.0,7000.002
100.0,7100.0,8100.0,7100.002
200.0,7200.0,8200.0,7200.002
300.0,7300.0,8300.0,7300.002
400.0,7400.0,8400.0,7400.002
-8000.0,-7000.0,8000.0,7000.0
-7500.0,-6500.0,7500.0,6500.0
-7000.0,-6000.0,7000.0,6000.0
-6500.0,-5500.0,6500.0,5500.0
-6000.0,-5000.0,6000.0,5000.0
8000.0,-7000.0,-8000.0,7000.0
7500.0,-6500.0,-7500.0,6500.0
7000.0,-6000.0,-7000.0,6000.0
6500.0,-5500.0,-6500.0,5500.0
6000.0,-5000.0,-6000.0,5000.0
1234.567,5678.912,2345.678,6789.123
2345.678,6789.123,3456.789,7891.234
3456.789,7891.234,4567.891,8912.345
-1234.567,-5678.912,-2345.678,-6789.123
-2345.678,-6789.123,-3456.789,-7891.234
-3456.789,-7891.234,-4567.891,-8912.345
5000.0,5000.0,5050.0,5050.0
5050.0,5050.0,5100.0,5100.0
5100.0,5100.0,5150.0,5150.0
5150.0,5150.0,5200.0,5200.0
5000.0,5200.0,5050.0,5150.0
5050.0,5150.0,5100.0,5100.0
5100.0,5100.0,5150.0,5050.0
5150.0,5050.0,5200.0,5000.0
0.0,0.0,0.001,0.0005
0.05,0.05,0.098,0.097
-0.03,-0.02,0.01,0.03
0.1,0.1,0.15,0.12
-0.08,-0.07,-0.02,-0.04
0.02,0.03,0.07,0.08
-0.04,-0.05,0.03,0.02
0.06,0.04,0.09,0.11
-0.09,-0.08,-0.01,-0.02
0.03,0.05,0.08,0.09
-9234.567,8123.456,8234.567,-7123.456
-8123.456,7234.567,7123.456,-6234.567
-7234.567,6345.678,6234.567,-5345.678
-6345.678,5456.789,5345.678,-4456.789
-5456.789,4567.891,4456.789,-3567.891
9234.567,-8123.456,-8234.567,7123.456
8123.456,-7234.567,-7123.456,6234.567
7234.567,-6345.678,-6234.567,5345.678
6345.678,-5456.789,-5345.678,4456.789
5456.789,-4567.891,-4456.789,3567.891
100.0,100.0,200.0,200.0
150.0,150.0,250.0,250.0
200.0,200.0,300.0,300.0
250.0,250.0,350.0,350.0
300.0,300.0,400.0,400.0
100.0,200.0,200.0,100.0
150.0,250.0,250.0,150.0
200.0,300.0,300.0,200.0
250.0,350.0,350.0,250.0
300.0,400.0,400.0,300.0
-3000.0,4000.0,2000.0,9000.0
-2500.0,4500.0,2500.0,9500.0
-2000.0,5000.0,3000.0,10000.0
4000.0,-3000.0,9000.0,2000.0
4500.0,-2500.0,9500.0,2500.0
5000.0,-2000.0,10000.0,3000.0
-4000.0,-3000.0,-9000.0,2000.0
-4500.0,-2500.0,-9500.0,2500.0
-5000.0,-2000.0,-10000.0,3000.0
3000.0,-4000.0,-2000.0,-9000.0
3500.0,-4500.0,-2500.0,-9500.0
4000.0,-5000.0,-3000.0,-10000.0
500.0,1000.0,1500.0,2000.0
1000.0,1500.0,2000.0,2500.0
1500.0,2000.0,2500.0,3000.0
2000.0,2500.0,3000.0,3500.0
2500.0,3000.0,3500.0,4000.0
500.0,2000.0,1500.0,1000.0
1000.0,2500.0,2000.0,1500.0
1500.0,3000.0,2500.0,2000.0
