2024-01-15,P010,25,125.50,10.00
2024-01-18,P011,40,89.99,5.50
2024-01-22,P012,15,199.99,20.00
2024-02-03,P013,60,45.75,0.00
2024-02-10,P014,32,150.00,15.00
2024-02-15,P015,8,299.99,25.00
2024-02-20,P016,55,75.50,8.00
2024-03-01,P017,12,450.00,50.00
2024-03-05,P018,90,35.25,0.00
2024-03-10,P019,48,110.75,12.50
2024-03-15,P020,22,225.00,30.00
2024-03-20,P021,75,55.99,5.00
2024-03-25,P022,5,385.50,40.00
2024-04-02,P023,33,95.00,10.00
2024-04-08,P024,67,125.75,15.00
2024-04-15,P026,41,180.50,22.00
2024-04-20,P027,28,265.00,35.00
2024-04-25,P028,85,48.99,0.00
2024-05-01,P029,14,320.00,45.00
2024-05-05,P030,52,105.25,12.00
2024-05-10,P031,36,175.99,18.00
2024-05-15,P032,9,410.00,48.00
2024-05-20,P033,63,82.50,7.50
2024-05-25,P034,45,135.75,16.00
2024-06-01,P035,21,245.00,28.00
2024-06-05,P036,78,65.99,5.00
2024-06-10,P037,11,355.50,42.00
2024-06-15,P038,54,95.25,10.50
2024-06-20,P039,30,205.00,25.00
2024-06-25,P040,88,52.75,0.00
2024-07-01,P041,16,295.99,38.00
2024-07-05,P042,70,115.50,14.00
2024-07-10,P043,24,425.00,50.00
2024-07-15,P044,92,38.99,0.00
2024-07-20,P045,47,155.75,20.00
2024-08-01,P047,59,72.25,6.50
2024-08-05,P048,35,195.00,24.00
2024-08-10,P049,81,58.99,4.00
2024-08-15,P050,19,340.50,44.00
2024-08-20,P051,66,105.75,13.00
2024-08-25,P052,27,235.00,30.00
2024-09-01,P053,94,45.50,0.00
2024-09-05,P054,43,165.99,21.00
2024-09-10,P055,10,385.00,46.00
2024-09-15,P056,72,88.75,9.00
2024-09-20,P057,38,215.50,27.00
2024-09-25,P058,86,62.99,5.50
2024-10-05,P060,58,125.25,15.50
2024-10-10,P061,31,255.99,33.00
2024-10-15,P062,77,75.50,8.00
