transaction_id,customer_id,amount,timestamp
TXN041,CUST201,145.75,2024-01-15 09:00:00
TXN042,CUST202,67.50,2024-01-15 09:15:00
TXN043,CUST203,310.25,2024-01-15 09:30:00
TXN044,CUST204,89.99,2024-01-15 09:45:00
TXN045,CUST205,234.50,2024-01-15 10:00:00
TXN046,CUST206,156.80,2024-01-15 10:15:00
TXN047,CUST207,445.30,2024-01-15 10:30:00
TXN048,CUST208,78.25,2024-01-15 10:45:00
TXN049,CUST209,523.40,2024-01-15 11:00:00
TXN050,CUST210,192.65,2024-01-15 11:15:00
TXN051,CUST211,367.90,2024-01-15 11:30:00
TXN052,CUST212,45.75,2024-01-15 11:45:00
TXN053,CUST213,598.20,2024-01-15 12:00:00
TXN054,CUST214,123.45,2024-01-15 12:15:00
TXN055,CUST215,278.85,2024-01-15 12:30:00
TXN056,CUST216,456.70,2024-01-15 12:45:00
TXN057,CUST217,89.30,2024-01-15 13:00:00
TXN058,CUST218,334.95,2024-01-15 13:15:00
TXN059,CUST219,167.40,2024-01-15 13:30:00
TXN060,CUST220,512.60,2024-01-15 13:45:00
TXN061,CUST221,223.15,2024-01-15 14:00:00
TXN062,CUST222,95.80,2024-01-15 14:15:00
TXN063,CUST223,401.25,2024-01-15 14:30:00
TXN064,CUST224,178.50,2024-01-15 14:45:00
TXN065,CUST225,289.75,2024-01-15 15:00:00
TXN066,CUST226,543.90,2024-01-15 15:15:00
TXN067,CUST227,67.35,2024-01-15 15:30:00
TXN068,CUST228,412.80,2024-01-15 15:45:00
TXN069,CUST229,156.20,2024-01-15 16:00:00
TXN070,CUST230,378.45,2024-01-15 16:15:00
TXN071,CUST231,234.70,2024-01-15 16:30:00
TXN072,CUST232,589.15,2024-01-15 16:45:00
TXN073,CUST233,123.90,2024-01-15 17:00:00
TXN074,CUST234,467.25,2024-01-15 17:15:00
TXN075,CUST235,198.60,2024-01-15 17:30:00
TXN076,CUST236,345.85,2024-01-15 17:45:00
TXN077,CUST237,276.40,2024-01-15 18:00:00
TXN078,CUST238,512.95,2024-01-15 18:15:00
TXN079,CUST239,89.75,2024-01-15 18:30:00
TXN080,CUST240,423.50,2024-01-15 18:45:00
