transaction_id,customer_id,amount,timestamp
TXN001,CUST101,125.50,2024-01-15 08:00:00
TXN002,CUST102,89.99,2024-01-15 08:15:00
TXN003,CUST103,250.00,2024-01-15 08:30:00
TXN004,CUST104,175.25,2024-01-15 08:45:00
TXN005,CUST105,320.00,2024-01-15 09:00:00
TXN006,CUST106,45.75,2024-01-15 09:15:00
TXN007,CUST107,199.99,2024-01-15 09:30:00
TXN008,CUST108,67.50,2024-01-15 09:45:00
TXN009,CUST109,410.00,2024-01-15 10:00:00
TXN010,CUST110,156.80,2024-01-15 10:15:00
TXN011,CUST111,95.25,2024-01-15 10:30:00
TXN012,CUST112,280.50,2024-01-15 10:45:00
TXN013,CUST113,135.00,2024-01-15 11:00:00
TXN014,CUST114,220.75,2024-01-15 11:15:00
TXN015,CUST115,78.90,2024-01-15 11:30:00
TXN016,CUST116,345.60,2024-01-15 11:45:00
TXN017,CUST117,112.25,2024-01-15 12:00:00
TXN018,CUST118,487.50,2024-01-15 12:15:00
TXN019,CUST119,56.30,2024-01-15 12:30:00
TXN020,CUST120,298.00,2024-01-15 12:45:00
TXN021,CUST121,165.45,2024-01-15 13:00:00
TXN022,CUST122,425.80,2024-01-15 13:15:00
TXN023,CUST123,88.60,2024-01-15 13:30:00
TXN024,CUST124,315.25,2024-01-15 13:45:00
TXN025,CUST125,142.90,2024-01-15 14:00:00
TXN026,CUST126,205.50,2024-01-15 14:15:00
TXN027,CUST127,73.20,2024-01-15 14:30:00
TXN028,CUST128,390.00,2024-01-15 14:45:00
TXN029,CUST129,128.75,2024-01-15 15:00:00
TXN030,CUST130,267.40,2024-01-15 15:15:00
TXN031,CUST131,185.90,2024-01-15 15:30:00
TXN032,CUST132,450.00,2024-01-15 15:45:00
TXN033,CUST133,96.55,2024-01-15 16:00:00
TXN034,CUST134,335.70,2024-01-15 16:15:00
TXN035,CUST135,118.25,2024-01-15 16:30:00
