2024-01-15 00:15:23,1000,wan,pass,tcp,192.168.1.100,54321,10.0.0.50,443,A,1500
2024-01-15 00:45:12,1000,wan,pass,udp,172.16.0.5,53241,8.8.8.8,53,,128
2024-01-15 01:22:34,1000,wan,pass,tcp,192.168.1.105,49231,10.0.0.50,443,SA,1460
2024-01-15 02:18:45,1002,wan,pass,icmp,192.168.1.200,0,8.8.8.8,0,,64
2024-01-15 03:05:19,1000,wan,pass,tcp,10.0.0.50,443,192.168.1.100,54321,A,1500
2024-01-15 04:33:27,1000,wan,pass,udp,172.16.0.8,49182,8.8.4.4,53,,115
2024-01-15 05:12:44,1000,wan,pass,tcp,192.168.1.110,51234,10.0.0.50,22,S,60
2024-01-15 05:12:45,1000,wan,pass,tcp,10.0.0.50,22,192.168.1.110,51234,SA,60
2024-01-15 05:12:46,1000,wan,pass,tcp,192.168.1.110,51234,10.0.0.50,22,A,52
2024-01-15 06:25:33,1000,wan,pass,tcp,192.168.1.115,44567,10.0.0.50,443,A,1380
2024-01-15 07:44:18,1000,wan,pass,udp,172.16.0.12,61234,1.1.1.1,53,,98
2024-01-15 08:15:23,1000,wan,pass,tcp,192.168.1.120,54789,10.0.0.50,443,A,1500
2024-01-15 09:30:45,1000,wan,pass,tcp,192.168.1.125,48321,10.0.0.50,80,S,60
2024-01-15 09:30:46,1000,wan,pass,tcp,10.0.0.50,80,192.168.1.125,48321,SA,60
2024-01-15 09:30:47,1000,wan,pass,tcp,192.168.1.125,48321,10.0.0.50,80,A,52
2024-01-15 10:00:12,1001,wan,pass,tcp,203.0.113.1,12001,10.0.0.50,80,S,60
2024-01-15 10:00:15,1001,wan,pass,tcp,203.0.113.2,12002,10.0.0.50,80,S,60
2024-01-15 10:00:18,1001,wan,pass,tcp,203.0.113.3,12003,10.0.0.50,80,S,60
2024-01-15 10:00:21,1001,wan,pass,tcp,203.0.113.4,12004,10.0.0.50,80,S,60
2024-01-15 10:00:24,1001,wan,pass,tcp,203.0.113.5,12005,10.0.0.50,80,S,60
2024-01-15 10:00:27,1001,wan,pass,tcp,203.0.113.6,12006,10.0.0.50,80,S,60
2024-01-15 10:00:30,1001,wan,pass,tcp,203.0.113.7,12007,10.0.0.50,80,S,60
2024-01-15 10:00:33,1001,wan,pass,tcp,203.0.113.8,12008,10.0.0.50,80,S,60
2024-01-15 10:00:36,1001,wan,pass,tcp,203.0.113.9,12009,10.0.0.50,80,S,60
