[300.123s][info][gc] GC(1) Pause Young (Allocation Failure) 89M->68M(128M) 7.234ms
[302.456s][info][gc] GC(2) Pause Young (Allocation Failure) 92M->71M(128M) 8.901ms
[304.789s][info][gc] GC(3) Pause Young (Allocation Failure) 95M->69M(128M) 6.543ms
[307.012s][info][gc] GC(4) Pause Young (Allocation Failure) 93M->72M(128M) 9.123ms
[309.345s][info][gc] GC(5) Pause Young (Allocation Failure) 96M->70M(128M) 7.654ms
[311.678s][info][gc] GC(6) Pause Young (Allocation Failure) 94M->73M(128M) 8.432ms
[313.901s][info][gc] GC(7) Pause Young (Allocation Failure) 97M->71M(128M) 7.890ms
[316.234s][info][gc] GC(8) Pause Young (Allocation Failure) 95M->74M(128M) 9.012ms
[318.567s][info][gc] GC(9) Pause Young (Allocation Failure) 98M->72M(128M) 6.789ms
[320.890s][info][gc] GC(10) Pause Young (Allocation Failure) 96M->75M(128M) 8.345ms
[323.123s][info][gc] GC(11) Pause Young (Allocation Failure) 99M->73M(128M) 7.123ms
[325.456s][info][gc] GC(12) Pause Young (Allocation Failure) 97M->76M(128M) 9.234ms
[327.789s][info][gc] GC(13) Pause Young (Allocation Failure) 100M->74M(128M) 8.567ms
[330.012s][info][gc] GC(14) Pause Young (Allocation Failure) 98M->77M(128M) 7.432ms
[332.345s][info][gc] GC(15) Pause Young (Allocation Failure) 101M->75M(128M) 6.901ms
[334.678s][info][gc] GC(16) Pause Young (Allocation Failure) 99M->78M(128M) 8.789ms
[336.901s][info][gc] GC(17) Pause Young (Allocation Failure) 102M->76M(128M) 9.345ms
[339.234s][info][gc] GC(18) Pause Young (Allocation Failure) 100M->79M(128M) 7.567ms
[341.567s][info][gc] GC(19) Pause Young (Allocation Failure) 103M->77M(128M) 8.012ms
[343.890s][info][gc] GC(20) Pause Young (Allocation Failure) 101M->80M(128M) 6.678ms
[346.123s][info][gc] GC(21) Pause Young (Allocation Failure) 104M->78M(128M) 9.456ms
[348.456s][info][gc] GC(22) Pause Young (Allocation Failure) 102M->81M(128M) 7.789ms
[350.789s][info][gc] GC(23) Pause Young (Allocation Failure) 105M->79M(128M) 8.123ms
[353.012s][info][gc] GC(24) Pause Young (Allocation Failure) 103M->82M(128M) 6.456ms
[355.345s][info][gc] GC(25) Pause Young (Allocation Failure) 106M->80M(128M) 9.012ms
[357.678s][info][gc] GC(26) Pause Young (Allocation Failure) 104M->83M(128M) 7.345ms
[359.901s][info][gc] GC(27) Pause Young (Allocation Failure) 107M->81M(128M) 8.678ms
[362.234s][info][gc] GC(28) Pause Young (Allocation Failure) 105M->84M(128M) 6.234ms
[364.567s][info][gc] GC(29) Pause Young (Allocation Failure) 108M->82M(128M) 9.567ms
[366.890s][info][gc] GC(30) Pause Young (Allocation Failure) 106M->85M(128M) 7.890ms
[369.123s][info][gc] GC(31) Pause Young (Allocation Failure) 109M->83M(128M) 8.234ms
[371.456s][info][gc] GC(32) Pause Young (Allocation Failure) 107M->86M(128M) 6.567ms
[373.789s][info][gc] GC(33) Pause Young (Allocation Failure) 110M->84M(128M) 9.123ms
[376.012s][info][gc] GC(34) Pause Young (Allocation Failure) 108M->87M(128M) 7.456ms
[378.345s][info][gc] GC(35) Pause Young (Allocation Failure) 111M->85M(128M) 8.789ms
[380.678s][info][gc] GC(36) Pause Young (Allocation Failure) 109M->88M(128M) 6.012ms
[382.901s][info][gc] GC(37) Pause Young (Allocation Failure) 112M->86M(128M) 9.345ms
[385.234s][info][gc] GC(38) Pause Young (Allocation Failure) 110M->89M(128M) 7.678ms
[387.567s][info][gc] GC(39) Pause Young (Allocation Failure) 113M->87M(128M) 8.901ms
[389.890s][info][gc] GC(40) Pause Young (Allocation Failure) 111M->90M(128M) 6.345ms
[392.123s][info][gc] GC(41) Pause Young (Allocation Failure) 114M->88M(128M) 9.234ms
[394.456s][info][gc] GC(42) Pause Young (Allocation Failure) 112M->91M(128M) 7.567ms
[396.789s][info][gc] GC(43) Pause Young (Allocation Failure) 115M->89M(128M) 8.012ms
[399.012s][info][gc] GC(44) Pause Young (Allocation Failure) 113M->92M(128M) 6.789ms
[401.345s][info][gc] GC(45) Pause Young (Allocation Failure) 116M->90M(128M) 9.456ms
[403.678s][info][gc] GC(46) Pause Young (Allocation Failure) 114M->93M(128M) 7.123ms
[405.901s][info][gc] GC(47) Pause Young (Allocation Failure) 117M->91M(128M) 8.345ms
[408.234s][info][gc] GC(48) Pause Young (Allocation Failure) 115M->94M(128M) 6.678ms
[410.567s][info][gc] GC(49) Pause Young (Allocation Failure) 118M->92M(128M) 9.012ms
[412.890s][info][gc] GC(50) Pause Young (Allocation Failure) 116M->95M(128M) 7.890ms
[415.123s][info][gc] GC(51) Pause Young (Allocation Failure) 119M->93M(128M) 8.567ms
[417.456s][info][gc] GC(52) Pause Young (Allocation Failure) 117M->96M(128M) 6.234ms
[419.789s][info][gc] GC(53) Pause Young (Allocation Failure) 120M->94M(128M) 9.345ms
[422.012s][info][gc] GC(54) Pause Young (Allocation Failure) 118M->92M(128M) 7.456ms
[424.345s][info][gc] GC(55) Pause Young (Allocation Failure) 116M->90M(128M) 8.123ms
[426.678s][info][gc] GC(56) Pause Young (Allocation Failure) 114M->88M(128M) 6.901ms
[428.901s][info][gc] GC(57) Pause Young (Allocation Failure) 112M->86M(128M) 9.234ms
[431.234s][info][gc] GC(58) Pause Young (Allocation Failure) 110M->84M(128M) 7.567ms
[433.567s][info][gc] GC(59) Pause Young (Allocation Failure) 108M->82M(128M) 8.456ms
[435.890s][info][gc] GC(60) Pause Young (Allocation Failure) 106M->80M(128M) 6.789ms
[438.123s][info][gc] GC(61) Pause Young (Allocation Failure) 104M->78M(128M) 9.012ms
[440.456s][info][gc] GC(62) Pause Young (Allocation Failure) 102M->76M(128M) 7.345ms
[442.789s][info][gc] GC(63) Pause Young (Allocation Failure) 100M->74M(128M) 8.678ms
[445.012s][info][gc] GC(64) Pause Young (Allocation Failure) 98M->72M(128M) 6.123ms
[447.345s][info][gc] GC(65) Pause Young (Allocation Failure) 96M->70M(128M) 9.456ms
[449.678s][info][gc] GC(66) Pause Young (Allocation Failure) 94M->68M(128M) 7.890ms
[451.901s][info][gc] GC(67) Pause Young (Allocation Failure) 92M->71M(128M) 8.234ms
[454.234s][info][gc] GC(68) Pause Young (Allocation Failure) 95M->73M(128M) 6.567ms
[456.567s][info][gc] GC(69) Pause Young (Allocation Failure) 97M->75M(128M) 9.123ms
[458.890s][info][gc] GC(70) Pause Young (Allocation Failure) 99M->77M(128M) 7.456ms
[461.123s][info][gc] GC(71) Pause Young (Allocation Failure) 101M->79M(128M) 8.789ms
[463.456s][info][gc] GC(72) Pause Young (Allocation Failure) 103M->81M(128M) 6.012ms
[465.789s][info][gc] GC(73) Pause Young (Allocation Failure) 105M->83M(128M) 9.345ms
[468.012s][info][gc] GC(74) Pause Young (Allocation Failure) 107M->85M(128M) 7.678ms
[470.345s][info][gc] GC(75) Pause Young (Allocation Failure) 109M->87M(128M) 8.901ms
[472.678s][info][gc] GC(76) Pause Young (Allocation Failure) 111M->89M(128M) 6.345ms
[474.901s][info][gc] GC(77) Pause Young (Allocation Failure) 113M->91M(128M) 9.234ms
[477.234s][info][gc] GC(78) Pause Young (Allocation Failure) 115M->93M(128M) 7.567ms
[479.567s][info][gc] GC(79) Pause Young (Allocation Failure) 117M->90M(128M) 8.012ms
[481.890s][info][gc] GC(80) Pause Young (Allocation Failure) 114M->88M(128M) 6.789ms
[484.123s][info][gc] GC(81) Pause Young (Allocation Failure) 112M->86M(128M) 9.456ms
[486.456s][info][gc] GC(82) Pause Young (Allocation Failure) 110M->84M(128M) 7.123ms
[488.789s][info][gc] GC(83) Pause Young (Allocation Failure) 108M->82M(128M) 8.345ms
