txn_id,amount,timestamp
TXN1001,125.50,2024-01-15T14:23:11
TXN1002,450.75,2024-01-15T14:25:33
TXN1003,89.99,2024-01-15T14:30:45
TXN1004,1250.00,2024-01-15T14:35:22
TXN1005,675.25,2024-01-15T14:42:18
TXN1006,234.50,2024-01-15T15:10:33
TXN1007,890.00,2024-01-15T15:25:44
TXN1008,156.75,2024-01-15T15:40:55
TXN1009,1875.99,2024-01-15T16:05:12
TXN1010,345.80,2024-01-15T16:20:28
TXN1011,567.40,2024-01-15T16:35:41
TXN1012,789.15,2024-01-15T17:00:15
TXN1013,423.60,2024-01-15T17:15:33
TXN1014,1100.50,2024-01-15T17:30:47
TXN1015,298.75,2024-01-15T17:45:22
TXN1016,645.90,2024-01-15T18:10:08
TXN1017,1523.25,2024-01-15T18:25:19
TXN1018,876.40,2024-01-15T18:40:36
TXN1019,234.99,2024-01-15T19:05:52
TXN1020,1999.99,2024-01-15T19:20:14
TXN1021,456.30,2024-01-15T19:35:28
TXN1022,789.85,2024-01-15T20:00:45
TXN1023,1234.56,2024-01-15T20:15:33
TXN1024,567.20,2024-01-15T20:30:18
TXN1025,890.45,2024-01-15T20:45:27
TXN1026,345.67,2024-01-16T09:10:15
TXN1027,1456.80,2024-01-16T09:25:33
TXN1028,678.90,2024-01-16T09:40:47
TXN1029,234.15,2024-01-16T10:05:22
TXN1030,1789.50,2024-01-16T10:20:38
TXN1031,456.75,2024-01-16T10:35:55
TXN1032,923.40,2024-01-16T11:00:12
TXN1033,567.88,2024-01-16T11:15:29
TXN1034,1345.60,2024-01-16T11:30:44
TXN1035,789.25,2024-01-16T11:45:18
TXN1036,234.90,2024-01-16T12:10:33
TXN1037,1567.75,2024-01-16T12:25:47
TXN1038,678.50,2024-01-16T12:40:22
TXN1039,345.80,2024-01-16T13:05:38
TXN1040,1890.99,2024-01-16T13:20:55
TXN1041,456.60,2024-01-16T13:35:12
TXN1042,723.45,2024-01-16T14:00:28
TXN1043,1234.80,2024-01-16T14:15:44
TXN1044,567.95,2024-01-16T14:30:18
TXN1045,890.30,2024-01-16T14:45:33
TXN1046,345.55,2024-01-16T15:10:47
TXN1047,1678.90,2024-01-16T15:25:22
TXN1048,789.60,2024-01-16T15:40:38
TXN1049,234.75,2024-01-16T16:05:55
TXN1050,1456.25,2024-01-16T16:20:12
TXN1051,567.40,2024-01-16T16:35:28
TXN1052,890.85,2024-01-16T17:00:44
TXN1053,1123.50,2024-01-16T17:15:18
TXN1054,456.70,2024-01-16T17:30:33
TXN1055,789.95,2024-01-16T17:45:47
TXN1056,345.20,2024-01-16T18:10:22
TXN1057,1789.45,2024-01-16T18:25:38
TXN1058,678.30,2024-01-16T18:40:55
TXN1059,234.60,2024-01-16T19:05:12
TXN1060,1567.80,2024-01-16T19:20:28
TXN1061,456.90,2024-01-16T19:35:44
TXN1062,823.75,2024-01-16T20:00:18
TXN1063,1234.25,2024-01-16T20:15:33
TXN1064,567.55,2024-01-16T20:30:47
TXN1065,890.70,2024-01-17T09:10:22
TXN1066,345.85,2024-01-17T09:25:38
TXN1067,1678.50,2024-01-17T09:40:55
TXN1068,789.40,2024-01-17T10:05:12
TXN1069,234.95,2024-01-17T10:20:28
TXN1070,1456.60,2024-01-17T10:35:44
TXN1071,567.25,2024-01-17T11:00:18
TXN1072,890.90,2024-01-17T11:15:33
TXN1073,1145.75,2024-01-17T11:30:47
TXN1074,456.45,2024-01-17T11:45:22
TXN1075,789.80,2024-01-17T12:10:38
TXN1076,345.30,2024-01-17T12:25:55
TXN1077,1789.20,2024-01-17T12:40:12
TXN1078,678.65,2024-01-17T13:05:28
TXN1079,234.40,2024-01-17T13:20:44
TXN1080,1567.95,2024-01-17T13:35:18
TXN2001,987.50,2024-01-15T14:28:15
TXN2002,1543.75,2024-01-15T15:12:44
TXN2003,765.30,2024-01-15T16:45:28
TXN2004,1289.99,2024-01-16T10:22:37
TXN2005,543.60,2024-01-16T11:38:51
TXN2006,1876.25,2024-01-16T14:55:19
TXN2007,432.80,2024-01-16T16:18:42
TXN2008,1654.50,2024-01-17T09:33:25
TXN2009,823.90,2024-01-17T11:47:38
TXN2010,1432.75,2024-01-17T13:22:54
TXN3001,678.45,2024-01-15T17:28:33
TXN3002,1234.90,2024-01-16T09:42:18
TXN3003,987.60,2024-01-16T13:55:47
TXN3004,1765.40,2024-01-17T10:18:22
TXN3005,543.25,2024-01-17T12:44:55
