LOC001|47|2024-01-15T14:23:11Z|FAILED
LOC002|1|2024-01-15T08:15:22Z|FAILED
LOC003|3|2024-01-15T09:30:45Z|FAILED
LOC001|125|2024-01-15T10:45:33Z|FAILED
LOC004|7|2024-01-15T11:22:18Z|FAILED
LOC002|2|2024-01-15T13:05:42Z|FAILED
LOC005|450000|2024-01-15T14:55:09Z|FAILED
LOC003|8|2024-01-15T16:20:31Z|FAILED
LOC001|0|2024-01-15T17:40:55Z|FAILED
LOC004|11|2024-01-16T07:15:22Z|FAILED
LOC002|4|2024-01-16T08:30:18Z|FAILED
LOC005|750000|2024-01-16T09:45:37Z|FAILED
LOC003|1|2024-01-16T10:55:44Z|FAILED
LOC001|89|2024-01-16T12:10:29Z|FAILED
LOC004|13|2024-01-16T13:25:15Z|FAILED
LOC002|7|2024-01-16T14:40:52Z|FAILED
LOC005|125000|2024-01-16T15:55:38Z|FAILED
LOC003|2|2024-01-16T17:10:21Z|FAILED
LOC001|234|2024-01-16T18:25:44Z|FAILED
LOC004|17|2024-01-17T07:40:33Z|FAILED
LOC002|11|2024-01-17T08:55:19Z|FAILED
LOC005|999999|2024-01-17T10:10:42Z|FAILED
LOC003|4|2024-01-17T11:25:28Z|FAILED
LOC001|456|2024-01-17T12:40:15Z|FAILED
LOC004|19|2024-01-17T13:55:51Z|FAILED
LOC002|13|2024-01-17T15:10:37Z|FAILED
LOC005|523000|2024-01-17T16:25:23Z|FAILED
LOC003|7|2024-01-17T17:40:09Z|FAILED
LOC001|23|2024-01-17T18:55:46Z|FAILED
LOC004|23|2024-01-18T07:10:32Z|FAILED
LOC002|17|2024-01-18T08:25:18Z|FAILED
LOC005|875000|2024-01-18T09:40:55Z|FAILED
LOC003|11|2024-01-18T10:55:41Z|FAILED
LOC001|67|2024-01-18T12:10:27Z|FAILED
LOC004|29|2024-01-18T13:25:14Z|FAILED
LOC002|19|2024-01-18T14:40:50Z|FAILED
LOC005|100000|2024-01-18T15:55:36Z|FAILED
LOC003|13|2024-01-18T17:10:22Z|FAILED
LOC001|345|2024-01-18T18:25:09Z|FAILED
LOC004|31|2024-01-19T07:40:45Z|FAILED
LOC002|23|2024-01-19T08:55:31Z|FAILED
LOC005|650000|2024-01-19T10:10:18Z|FAILED
LOC003|14|2024-01-19T11:25:54Z|FAILED
LOC001|78|2024-01-19T12:40:40Z|FAILED
LOC004|37|2024-01-19T13:55:27Z|FAILED
LOC002|29|2024-01-19T15:10:13Z|FAILED
LOC005|425000|2024-01-19T16:25:50Z|FAILED
LOC003|16|2024-01-19T17:40:36Z|FAILED
LOC001|156|2024-01-19T18:55:22Z|FAILED
LOC004|41|2024-01-20T07:10:09Z|FAILED
LOC002|31|2024-01-20T08:25:45Z|FAILED
LOC005|1000000|2024-01-20T09:40:31Z|FAILED
LOC003|17|2024-01-20T10:55:18Z|FAILED
LOC001|98|2024-01-20T12:10:54Z|FAILED
LOC004|43|2024-01-20T13:25:40Z|FAILED
LOC002|37|2024-01-20T14:40:27Z|FAILED
LOC005|350000|2024-01-20T15:55:13Z|FAILED
LOC003|19|2024-01-20T17:10:49Z|FAILED
LOC001|267|2024-01-20T18:25:35Z|FAILED
LOC004|47|2024-01-21T07:40:22Z|FAILED
LOC002|41|2024-01-21T08:55:58Z|FAILED
LOC005|775000|2024-01-21T10:10:44Z|FAILED
LOC003|22|2024-01-21T11:25:31Z|FAILED
LOC001|12|2024-01-21T12:40:17Z|FAILED
LOC004|1|2024-01-21T13:55:53Z|FAILED
LOC002|43|2024-01-21T15:10:40Z|FAILED
LOC005|225000|2024-01-21T16:25:26Z|FAILED
LOC003|23|2024-01-21T17:40:12Z|FAILED
LOC001|189|2024-01-21T18:55:49Z|FAILED
LOC004|2|2024-01-15T19:10:35Z|FAILED
LOC002|47|2024-01-16T07:25:21Z|FAILED
LOC005|585000|2024-01-16T20:40:08Z|FAILED
LOC003|26|2024-01-17T08:55:44Z|FAILED
