record_1,data_value_1,timestamp_1234567890,status_active,category_A,metric_45.67
record_2,data_value_2,timestamp_1234567891,status_active,category_B,metric_78.90
record_3,data_value_3,timestamp_1234567892,status_pending,category_A,metric_23.45
record_4,data_value_4,timestamp_1234567893,status_active,category_C,metric_56.78
record_5,data_value_5,timestamp_1234567894,status_inactive,category_B,metric_89.01
record_6,data_value_6,timestamp_1234567895,status_active,category_A,metric_34.56
record_7,data_value_7,timestamp_1234567896,status_pending,category_C,metric_67.89
record_8,data_value_8,timestamp_1234567897,status_active,category_B,metric_90.12
record_9,data_value_9,timestamp_1234567898,status_active,category_A,metric_12.34
record_10,data_value_10,timestamp_1234567899,status_inactive,category_C,metric_45.67
record_11,data_value_11,timestamp_1234567900,status_active,category_B,metric_78.90
record_12,data_value_12,timestamp_1234567901,status_pending,category_A,metric_23.45
record_13,data_value_13,timestamp_1234567902,status_active,category_C,metric_56.78
record_14,data_value_14,timestamp_1234567903,status_active,category_B,metric_89.01
record_15,data_value_15,timestamp_1234567904,status_inactive,category_A,metric_34.56
record_16,data_value_16,timestamp_1234567905,status_active,category_C,metric_67.89
record_17,data_value_17,timestamp_1234567906,status_pending,category_B,metric_90.12
record_18,data_value_18,timestamp_1234567907,status_active,category_A,metric_12.34
record_19,data_value_19,timestamp_1234567908,status_active,category_C,metric_45.67
record_20,data_value_20,timestamp_1234567909,status_inactive,category_B,metric_78.90
record_21,data_value_21,timestamp_1234567910,status_active,category_A,metric_23.45
record_22,data_value_22,timestamp_1234567911,status_pending,category_C,metric_56.78
record_23,data_value_23,timestamp_1234567912,status_active,category_B,metric_89.01
record_24,data_value_24,timestamp_1234567913,status_active,category_A,metric_34.56
record_25,data_value_25,timestamp_1234567914,status_inactive,category_C,metric_67.89
record_26,data_value_26,timestamp_1234567915,status_active,category_B,metric_90.12
record_27,data_value_27,timestamp_1234567916,status_pending,category_A,metric_12.34
record_28,data_value_28,timestamp_1234567917,status_active,category_C,metric_45.67
record_29,data_value_29,timestamp_1234567918,status_active,category_B,metric_78.90
record_30,data_value_30,timestamp_1234567919,status_inactive,category_A,metric_23.45
record_31,data_value_31,timestamp_1234567920,status_active,category_C,metric_56.78
record_32,data_value_32,timestamp_1234567921,status_pending,category_B,metric_89.01
record_33,data_value_33,timestamp_1234567922,status_active,category_A,metric_34.56
record_34,data_value_34,timestamp_1234567923,status_active,category_C,metric_67.89
record_35,data_value_35,timestamp_1234567924,status_inactive,category_B,metric_90.12
record_36,data_value_36,timestamp_1234567925,status_active,category_A,metric_12.34
record_37,data_value_37,timestamp_1234567926,status_pending,category_C,metric_45.67
record_38,data_value_38,timestamp_1234567927,status_active,category_B,metric_78.90
record_39,data_value_39,timestamp_1234567928,status_active,category_A,metric_23.45
record_40,data_value_40,timestamp_1234567929,status_inactive,category_C,metric_56.78
record_41,data_value_41,timestamp_1234567930,status_active,category_B,metric_89.01
record_42,data_value_42,timestamp_1234567931,status_pending,category_A,metric_34.56
record_43,data_value_43,timestamp_1234567932,status_active,category_C,metric_67.89
record_44,data_value_44,timestamp_1234567933,status_active,category_B,metric_90.12
record_45,data_value_45,timestamp_1234567934,status_inactive,category_A,metric_12.34
record_46,data_value_46,timestamp_1234567935,status_active,category_C,metric_45.67
record_47,data_value_47,timestamp_1234567936,status_pending,category_B,metric_78.90
record_48,data_value_48,timestamp_1234567937,status_active,category_A,metric_23.45
record_49,data_value_49,timestamp_1234567938,status_active,category_C,metric_56.78
record_50,data_value_50,timestamp_1234567939,status_inactive,category_B,metric_89.01
record_51,data_value_51,timestamp_1234567940,status_active,category_A,metric_34.56
record_52,data_value_52,timestamp_1234567941,status_pending,category_C,metric_67.89
record_53,data_value_53,timestamp_1234567942,status_active,category_B,metric_90.12
record_54,data_value_54,timestamp_1234567943,status_active,category_A,metric_12.34
record_55,data_value_55,timestamp_1234567944,status_inactive,category_C,metric_45.67
record_56,data_value_56,timestamp_1234567945,status_active,category_B,metric_78.90
record_57,data_value_57,timestamp_1234567946,status_pending,category_A,metric_23.45
record_58,data_value_58,timestamp_1234567947,status_active,category_C,metric_56.78
record_59,data_value_59,timestamp_1234567948,status_active,category_B,metric_89.01
record_60,data_value_60,timestamp_1234567949,status_inactive,category_A,metric_34.56
record_61,data_value_61,timestamp_1234567950,status_active,category_C,metric_67.89
record_62,data_value_62,timestamp_1234567951,status_pending,category_B,metric_90.12
record_63,data_value_63,timestamp_1234567952,status_active,category_A,metric_12.34
record_64,data_value_64,timestamp_1234567953,status_active,category_C,metric_45.67
record_65,data_value_65,timestamp_1234567954,status_inactive,category_B,metric_78.90
record_66,data_value_66,timestamp_1234567955,status_active,category_A,metric_23.45
record_67,data_value_67,timestamp_1234567956,status_pending,category_C,metric_56.78
record_68,data_value_68,timestamp_1234567957,status_active,category_B,metric_89.01
record_69,data_value_69,timestamp_1234567958,status_active,category_A,metric_34.56
record_70,data_value_70,timestamp_1234567959,status_inactive,category_C,metric_67.89
record_71,data_value_71,timestamp_1234567960,status_active,category_B,metric_90.12
record_72,data_value_72,timestamp_1234567961,status_pending,category_A,metric_12.34
record_73,data_value_73,timestamp_1234567962,status_active,category_C,metric_45.67
record_74,data_value_74,timestamp_1234567963,status_active,category_B,metric_78.90
record_75,data_value_75,timestamp_1234567964,status_inactive,category_A,metric_23.45
