2024-01-15 14:00:00,2.3
2024-01-15 14:00:30,3.1
2024-01-15 14:01:00,4.8
2024-01-15 14:01:30,3.7
2024-01-15 14:02:00,2.9
2024-01-15 14:02:30,3.4
2024-01-15 14:03:00,4.2
2024-01-15 14:03:30,3.8
2024-01-15 14:04:00,2.6
2024-01-15 14:04:30,3.3
2024-01-15 14:05:00,4.5
2024-01-15 14:05:30,4.9
2024-01-15 14:06:00,3.2
2024-01-15 14:06:30,2.8
2024-01-15 14:07:00,3.6
2024-01-15 14:07:30,4.1
2024-01-15 14:08:00,3.9
2024-01-15 14:08:30,2.7
2024-01-15 14:09:00,3.5
2024-01-15 14:09:30,4.3
2024-01-15 14:10:00,4.7
2024-01-15 14:10:30,4.2
2024-01-15 14:11:00,3.8
2024-01-15 14:11:30,3.1
2024-01-15 14:12:00,2.9
2024-01-15 14:12:30,3.7
2024-01-15 14:13:00,4.4
2024-01-15 14:13:30,4.8
2024-01-15 14:14:00,5.2
2024-01-15 14:14:30,4.6
2024-01-15 14:15:00,3.9
2024-01-15 14:15:30,3.4
2024-01-15 14:16:00,2.8
2024-01-15 14:16:30,3.2
2024-01-15 14:17:00,3.9
2024-01-15 14:17:30,4.5
2024-01-15 14:18:00,4.1
2024-01-15 14:18:30,3.6
2024-01-15 14:19:00,3.3
2024-01-15 14:19:30,2.9
2024-01-15 14:20:00,3.7
2024-01-15 14:20:30,4.3
2024-01-15 14:21:00,4.9
2024-01-15 14:21:30,5.4
2024-01-15 14:22:00,5.1
2024-01-15 14:22:30,4.7
2024-01-15 14:23:00,4.2
2024-01-15 14:23:30,3.8
2024-01-15 14:24:00,3.4
2024-01-15 14:24:30,3.1
2024-01-15 14:25:00,2.7
2024-01-15 14:25:30,3.3
2024-01-15 14:26:00,3.9
2024-01-15 14:26:30,4.4
2024-01-15 14:27:00,4.8
2024-01-15 14:27:30,5.3
2024-01-15 14:28:00,6.8
2024-01-15 14:28:30,7.2
2024-01-15 14:29:00,8.5
2024-01-15 14:29:30,9.1
2024-01-15 14:30:00,7.8
2024-01-15 14:30:30,6.3
2024-01-15 14:31:00,5.2
2024-01-15 14:31:30,4.6
2024-01-15 14:32:00,4.1
2024-01-15 14:32:30,3.7
2024-01-15 14:33:00,3.3
2024-01-15 14:33:30,2.9
2024-01-15 14:34:00,3.5
2024-01-15 14:34:30,4.2
2024-01-15 14:35:00,4.7
2024-01-15 14:35:30,4.3
2024-01-15 14:36:00,3.8
2024-01-15 14:36:30,3.4
2024-01-15 14:37:00,3.1
2024-01-15 14:37:30,2.8
2024-01-15 14:38:00,3.6
2024-01-15 14:38:30,4.1
2024-01-15 14:39:00,4.5
2024-01-15 14:39:30,4.9
2024-01-15 14:40:00,5.6
2024-01-15 14:40:30,6.1
2024-01-15 14:41:00,7.4
2024-01-15 14:41:30,12.5
2024-01-15 14:42:00,10.3
2024-01-15 14:42:30,8.7
2024-01-15 14:43:00,6.9
2024-01-15 14:43:30,5.8
2024-01-15 14:44:00,4.9
2024-01-15 14:44:30,4.3
2024-01-15 14:45:00,3.8
2024-01-15 14:45:30,3.4
2024-01-15 14:46:00,3.1
2024-01-15 14:46:30,2.7
2024-01-15 14:47:00,2.4
2024-01-15 14:47:30,2.9
2024-01-15 14:48:00,3.5
2024-01-15 14:48:30,4.1
2024-01-15 14:49:00,4.6
2024-01-15 14:49:30,4.2
2024-01-15 14:50:00,3.7
2024-01-15 14:50:30,3.3
2024-01-15 14:51:00,2.9
2024-01-15 14:51:30,3.4
2024-01-15 14:52:00,3.9
2024-01-15 14:52:30,4.4
2024-01-15 14:53:00,4.8
2024-01-15 14:53:30,4.3
2024-01-15 14:54:00,3.8
2024-01-15 14:54:30,3.2
2024-01-15 14:55:00,2.8
2024-01-15 14:55:30,3.1
2024-01-15 14:56:00,3.6
2024-01-15 14:56:30,4.2
2024-01-15 14:57:00,4.7
2024-01-15 14:57:30,4.4
2024-01-15 14:58:00,3.9
2024-01-15 14:58:30,3.5
2024-01-15 14:59:00,3.2
2024-01-15 14:59:30,2.9
