transaction_id,customer_id,amount,timestamp
TXN171,CUST501,334.25,2024-01-15 12:00:00
TXN172,CUST502,78.90,2024-01-15 12:15:00
TXN173,CUST503,501.75,2024-01-15 12:30:00
TXN174,CUST504,245.60,2024-01-15 12:45:00
TXN175,CUST505,612.40,2024-01-15 13:00:00
TXN176,CUST506,156.80,2024-01-15 13:15:00
TXN177,CUST507,423.15,2024-01-15 13:30:00
TXN178,CUST508,89.50,2024-01-15 13:45:00
TXN179,CUST509,734.25,2024-01-15 14:00:00
TXN180,CUST510,298.70,2024-01-15 14:15:00
TXN181,CUST511,445.90,2024-01-15 14:30:00
TXN182,CUST512,167.35,2024-01-15 14:45:00
TXN183,CUST513,589.60,2024-01-15 15:00:00
TXN184,CUST514,321.45,2024-01-15 15:15:00
TXN185,CUST515,92.80,2024-01-15 15:30:00
TXN186,CUST516,678.20,2024-01-15 15:45:00
TXN187,CUST517,234.55,2024-01-15 16:00:00
TXN188,CUST518,456.90,2024-01-15 16:15:00
TXN189,CUST519,125.40,2024-01-15 16:30:00
TXN190,CUST520,543.75,2024-01-15 16:45:00
TXN191,CUST521,389.60,2024-01-15 17:00:00
TXN192,CUST522,201.30,2024-01-15 17:15:00
TXN193,CUST523,712.85,2024-01-15 17:30:00
TXN194,CUST524,147.90,2024-01-15 17:45:00
TXN195,CUST525,498.50,2024-01-15 18:00:00
TXN196,CUST526,276.40,2024-01-15 18:15:00
TXN197,CUST527,635.70,2024-01-15 18:30:00
TXN198,CUST528,184.25,2024-01-15 18:45:00
TXN199,CUST529,421.80,2024-01-15 19:00:00
TXN200,CUST530,358.95,2024-01-15 19:15:00
TXN201,CUST531,529.40,2024-01-15 19:30:00
TXN202,CUST532,95.60,2024-01-15 19:45:00
TXN203,CUST533,687.30,2024-01-15 20:00:00
TXN204,CUST534,312.75,2024-01-15 20:15:00
TXN205,CUST535,445.20,2024-01-15 20:30:00
TXN206,CUST536,178.85,2024-01-15 20:45:00
TXN207,CUST537,596.50,2024-01-15 21:00:00
TXN208,CUST538,263.40,2024-01-15 21:15:00
TXN209,CUST539,741.90,2024-01-15 21:30:00
TXN210,CUST540,134.70,2024-01-15 21:45:00
TXN211,CUST541,482.35,2024-01-15 22:00:00
TXN212,CUST542,367.60,2024-01-15 22:15:00
TXN213,CUST543,615.25,2024-01-15 22:30:00
TXN214,CUST544,228.90,2024-01-15 22:45:00
TXN215,CUST545,551.40,2024-01-15 23:00:00
