transaction_id,customer_id,amount,timestamp
1001,101,125.50,2024-01-15T10:30:00
1002,102,89.99,2024-01-15T11:45:00
1003,103,245.00,2024-01-15T14:20:00
1004,101,67.25,2024-01-16T09:15:00
1005,104,156.75,2024-01-16T13:30:00
1006,105,92.50,2024-01-17T08:45:00
1007,102,178.90,2024-01-17T10:20:00
1008,106,45.00,2024-01-18T12:00:00
1009,103,320.00,2024-01-18T15:30:00
1010,107,99.99,2024-01-19T09:45:00
1011,101,210.00,2024-01-19T11:20:00
1012,108,135.50,2024-01-20T10:15:00
1013,104,78.25,2024-01-20T14:40:00
1014,109,198.00,2024-01-21T08:30:00
1015,105,267.80,2024-01-21T16:20:00
1016,110,54.99,2024-01-22T09:00:00
1017,102,145.00,2024-01-22T13:45:00
1018,111,88.50,2024-01-23T10:30:00
1019,106,312.00,2024-01-23T15:15:00
1020,103,175.25,2024-01-24T11:00:00
1021,112,425.00,2024-01-24T14:30:00
1022,107,95.75,2024-01-25T09:20:00
1023,101,183.40,2024-01-25T12:45:00
1024,113,220.00,2024-01-26T08:15:00
1025,108,167.90,2024-01-26T13:00:00
1026,104,298.50,2024-01-27T10:45:00
1027,114,76.25,2024-01-27T15:30:00
1028,109,142.00,2024-01-28T09:10:00
1029,105,189.99,2024-01-28T14:20:00
1030,115,345.00,2024-01-29T11:30:00
1031,110,118.75,2024-01-29T16:00:00
1032,102,256.50,2024-01-30T10:00:00
1033,111,82.40,2024-01-30T13:45:00
1034,106,195.00,2024-01-31T09:30:00
1035,116,428.90,2024-01-31T15:20:00
1036,112,157.50,2024-02-01T10:15:00
1037,103,234.00,2024-02-01T14:00:00
1038,117,91.25,2024-02-02T08:45:00
1039,107,276.80,2024-02-02T12:30:00
1040,113,169.99,2024-02-03T09:50:00
1041,101,305.00,2024-02-03T13:15:00
1042,118,124.50,2024-02-04T10:40:00
1043,108,215.00,2024-02-04T15:00:00
1044,114,188.75,2024-02-05T09:25:00
1045,104,97.50,2024-02-05T14:10:00
1046,119,352.00,2024-02-06T11:20:00
1047,109,145.90,2024-02-06T16:30:00
1048,115,268.50,2024-02-07T10:05:00
1049,105,203.25,2024-02-07T13:40:00
1050,120,87.99,2024-02-08T09:15:00
1051,110,314.00,2024-02-08T14:50:00
1052,116,176.50,2024-02-09T10:30:00
1053,102,229.90,2024-02-09T15:15:00
1054,111,158.00,2024-02-10T08:55:00
1055,121,395.00,2024-02-10T12:20:00
1056,106,112.75,2024-02-11T09:40:00
1057,117,248.50,2024-02-11T14:30:00
1058,112,185.99,2024-02-12T10:10:00
1059,103,327.00,2024-02-12T15:45:00
1060,107,156.25,2024-02-13T09:00:00
1061,118,291.50,2024-02-13T13:30:00
1062,113,134.75,2024-02-14T10:50:00
1063,101,267.90,2024-02-14T15:20:00
1064,108,198.00,2024-02-15T09:35:00
1065,119,375.50,2024-02-15T14:00:00
1066,114,143.25,2024-02-16T10:20:00
1067,104,286.00,2024-02-16T15:10:00
1068,109,221.90,2024-02-17T09:45:00
1069,120,167.50,2024-02-17T13:55:00
1070,115,304.00,2024-02-18T10:30:00
1071,105,192.75,2024-02-18T15:25:00
1072,121,438.90,2024-02-19T09:20:00
1073,110,215.00,2024-02-19T14:15:00
1074,116,178.50,2024-02-20T10:00:00
1075,102,255.99,2024-02-20T15:40:00
1076,111,129.00,2024-02-21T09:10:00
1077,106,342.50,2024-02-21T13:45:00
1078,117,186.75,2024-02-22T10:35:00
1079,112,274.00,2024-02-22T15:05:00
1080,103,159.90,2024-02-23T09:50:00
1081,107,318.50,2024-02-23T14:20:00
1082,118,205.25,2024-02-24T10:15:00
1083,113,147.99,2024-02-24T15:35:00
1084,101,389.00,2024-02-25T09:30:00
1085,108,172.50,2024-02-25T14:00:00
1086,119,296.75,2024-02-26T10:45:00
1087,114,224.00,2024-02-26T15:15:00
1088,104,158.90,2024-02-27T09:25:00
1089,109,335.50,2024-02-27T13:50:00
1090,120,189.99,2024-02-28T10:20:00
1091,115,267.00,2024-02-28T15:30:00
1092,105,143.75,2024-02-29T09:40:00
1093,121,412.50,2024-02-29T14:10:00
1094,110,196.25,2024-03-01T10:05:00
1095,116,328.90,2024-03-01T15:20:00
1096,102,214.00,2024-03-02T09:15:00
1097,111,167.50,2024-03-02T14:40:00
1098,106,289.99,2024-03-03T10:30:00
1099,117,138.75,2024-03-03T15:00:00
1100,112,356.00,2024-03-04T09:45:00
1101,103,202.50,2024-03-04T14:25:00
1102,107,175.90,2024-03-05T10:10:00
1103,118,298.00,2024-03-05T15:35:00
1104,113,226.75,2024-03-06T09:30:00
1105,101,164.50,2024-03-06T14:05:00
1106,108,341.99,2024-03-07T10:25:00
1107,119,187.25,2024-03-07T15:10:00
1108,114,253.00,2024-03-08T09:50:00
1109,104,195.75,2024-03-08T14:30:00
1110,109,378.50,2024-03-09T10:15:00
1111,120,146.90,2024-03-09T15:45:00
1112,115,282.00,2024-03-10T09:35:00
1113,105,217.50,2024-03-10T14:20:00
1114,121,395.75,2024-03-11T10:00:00
1115,110,169.99,2024-03-11T15:25:00
1116,116,308.50,2024-03-12T09:20:00
1117,102,234.00,2024-03-12T14:15:00
1118,111,152.75,2024-03-13T10:40:00
1119,106,276.90,2024-03-13T15:05:00
1120,117,198.00,2024-03-14T09:30:00
1121,112,325.50,2024-03-14T14:50:00
1122,103,184.25,2024-03-15T10:10:00
1123,107,247.99,2024-03-15T15:30:00
1124,118,362.00,2024-03-16T09:45:00
1125,113,209.50,2024-03-16T14:35:00
1126,101,178.75,2024-03-17T10:20:00
1127,108,295.00,2024-03-17T15:15:00
1128,119,241.90,2024-03-18T09:55:00
1129,114,167.50,2024-03-18T14:25:00
1130,104,334.00,2024-03-19T10:30:00
1131,109,192.75,2024-03-19T15:40:00
1132,120,258.50,2024-03-20T09:25:00
1133,115,405.99,2024-03-20T14:10:00
1134,105,173.25,2024-03-21T10:45:00
1135,121,289.00,2024-03-21T15:20:00
1136,110,226.50,2024-03-22T09:40:00
1137,116,351.75,2024-03-22T14:55:00
1138,102,198.90,2024-03-23T10:15:00
1139,111,264.00,2024-03-23T15:30:00
1140,106,142.50,2024-03-24T09:30:00
1141,117,317.99,2024-03-24T14:20:00
1142,112,235.75,2024-03-25T10:05:00
1143,103,186.50,2024-03-25T15:35:00
1144,107,372.00,2024-03-26T09:50:00
1145,118,214.25,2024-03-26T14:45:00
1146,113,159.90,2024-03-27T10:25:00
1147,101,428.50,2024-03-27T15:10:00
1148,108,276.75,2024-03-28T09:35:00
1149,119,193.00,2024-03-28T14:30:00
1150,114,345.99,2024-03-29T10:20:00
1151,104,218.50,2024-03-29T15:25:00
1152,109,162.75,2024-03-30T09:45:00
1153,120,298.00,2024-03-30T14:40:00
1154,115,237.90,2024-03-31T10:10:00
1155,105,384.50,2024-03-31T15:50:00
