transaction_id,amount,time_of_day,merchant_category,card_present,international,is_fraud
1000,67.32,14,groceries,True,False,0
1001,123.45,10,gas,True,False,0
1002,892.11,2,electronics,False,True,1
1003,45.67,16,restaurant,True,False,0
1004,234.56,12,groceries,True,False,0
1005,89.23,9,gas,True,False,0
1006,156.78,19,restaurant,True,False,0
1007,1456.32,1,jewelry,False,True,1
1008,78.90,15,groceries,True,False,0
1009,201.34,11,restaurant,True,False,0
1010,56.78,8,gas,True,False,0
1011,345.67,13,groceries,True,False,0
1012,912.45,23,online_retail,False,True,1
1013,123.45,17,restaurant,True,False,0
1014,67.89,10,gas,True,False,0
1015,189.23,14,groceries,True,False,0
1016,1123.67,3,electronics,False,True,1
1017,98.76,16,restaurant,True,False,0
1018,45.23,9,gas,True,False,0
1019,167.89,12,groceries,True,False,0
1020,234.56,18,restaurant,True,False,0
1021,789.34,22,electronics,False,False,1
1022,89.12,15,gas,True,False,0
1023,145.67,11,groceries,True,False,0
1024,1567.89,2,jewelry,False,True,1
1025,112.34,19,restaurant,True,False,0
1026,67.45,8,gas,True,False,0
1027,198.76,13,groceries,True,False,0
1028,876.54,23,online_retail,False,True,1
1029,134.56,16,restaurant,True,False,0
1030,78.90,10,gas,True,False,0
1031,223.45,14,groceries,True,False,0
1032,1234.78,1,electronics,False,True,1
1033,156.78,17,restaurant,True,False,0
1034,89.23,9,gas,True,False,0
1035,178.90,12,groceries,True,False,0
1036,945.67,3,online_retail,False,True,1
1037,123.45,18,restaurant,True,False,0
1038,56.78,15,gas,True,False,0
1039,189.34,11,groceries,True,False,0
1040,1678.90,22,jewelry,False,True,1
1041,145.67,16,restaurant,True,False,0
1042,67.89,8,gas,True,False,0
1043,234.56,13,groceries,True,False,0
1044,823.45,2,electronics,False,False,1
1045,112.34,19,restaurant,True,False,0
1046,78.90,10,gas,True,False,0
1047,198.76,14,groceries,True,False,0
1048,1345.67,23,online_retail,False,True,1
1049,167.89,17,restaurant,True,False,0
1050,89.23,9,gas,True,False,0
1051,145.67,12,groceries,True,False,0
1052,756.89,1,electronics,False,True,1
1053,134.56,18,restaurant,True,False,0
1054,67.45,15,gas,True,False,0
1055,212.34,11,groceries,True,False,0
1056,1890.12,3,jewelry,False,True,1
1057,156.78,16,restaurant,True,False,0
1058,78.90,8,gas,True,False,0
1059,189.23,13,groceries,True,False,0
1060,934.56,22,online_retail,False,True,1
1061,123.45,19,restaurant,True,False,0
1062,56.78,10,gas,True,False,0
1063,178.90,14,groceries,True,False,0
1064,1123.45,2,electronics,False,True,1
1065,145.67,17,restaurant,True,False,0
1066,89.23,9,gas,True,False,0
1067,234.56,12,groceries,True,False,0
1068,867.89,23,online_retail,False,False,1
1069,112.34,18,restaurant,True,False,0
1070,67.89,15,gas,True,False,0
1071,198.76,11,groceries,True,False,0
1072,1567.23,1,jewelry,False,True,1
1073,167.89,16,restaurant,True,False,0
1074,78.90,8,gas,True,False,0
1075,145.67,13,groceries,True,False,0
1076,923.45,3,electronics,False,True,1
1077,134.56,19,restaurant,True,False,0
1078,89.23,10,gas,True,False,0
1079,212.34,14,groceries,True,False,0
1080,1234.67,22,online_retail,False,True,1
1081,156.78,17,restaurant,True,False,0
1082,67.45,9,gas,True,False,0
1083,189.23,12,groceries,True,False,0
1084,845.78,2,electronics,False,True,1
1085,123.45,18,restaurant,True,False,0
1086,78.90,15,gas,True,False,0
1087,198.76,11,groceries,True,False,0
1088,1789.34,23,jewelry,False,True,1
1089,145.67,16,restaurant,True,False,0
1090,89.23,8,gas,True,False,0
1091,234.56,13,groceries,True,False,0
1092,956.78,1,online_retail,False,True,1
1093,112.34,19,restaurant,True,False,0
1094,67.89,10,gas,True,False,0
1095,178.90,14,groceries,True,False,0
1096,1123.89,3,electronics,False,True,1
1097,167.89,17,restaurant,True,False,0
1098,78.90,9,gas,True,False,0
1099,145.67,12,groceries,True,False,0
1100,834.56,22,online_retail,False,False,1
1101,134.56,18,restaurant,True,False,0
1102,89.23,15,gas,True,False,0
1103,212.34,11,groceries,True,False,0
1104,1678.45,2,jewelry,False,True,1
1105,156.78,16,restaurant,True,False,0
1106,67.45,8,gas,True,False,0
1107,189.23,13,groceries,True,False,0
1108,912.67,23,electronics,False,True,1
1109,123.45,19,restaurant,True,False,0
1110,78.90,10,gas,True,False,0
1111,198.76,14,groceries,True,False,0
1112,1456.78,1,online_retail,False,True,1
1113,145.67,17,restaurant,True,False,0
1114,89.23,9,gas,True,False,0
1115,234.56,12,groceries,True,False,0
1116,876.89,3,electronics,False,True,1
1117,112.34,18,restaurant,True,False,0
1118,67.89,15,gas,True,False,0
1119,178.90,11,groceries,True,False,0
1120,1890.45,22,jewelry,False,True,1
1121,167.89,16,restaurant,True,False,0
1122,78.90,8,gas,True,False,0
1123,145.67,13,groceries,True,False,0
1124,945.23,2,online_retail,False,True,1
1125,134.56,19,restaurant,True,False,0
1126,89.23,10,gas,True,False,0
1127,212.34,14,groceries,True,False,0
1128,1234.56,23,electronics,False,True,1
1129,156.78,17,restaurant,True,False,0
1130,67.45,9,gas,True,False,0
1131,189.23,12,groceries,True,False,0
1132,823.67,1,online_retail,False,False,1
1133,123.45,18,restaurant,True,False,0
1134,78.90,15,gas,True,False,0
1135,198.76,11,groceries,True,False,0
1136,1567.89,3,jewelry,False,True,1
1137,145.67,16,restaurant,True,False,0
1138,89.23,8,gas,True,False,0
1139,234.56,13,groceries,True,False,0
1140,934.78,22,electronics,False,True,1
1141,112.34,19,restaurant,True,False,0
1142,67.89,10,gas,True,False,0
1143,178.90,14,groceries,True,False,0
1144,1345.23,2,online_retail,False,True,1
1145,167.89,17,restaurant,True,False,0
1146,78.90,9,gas,True,False,0
1147,145.67,12,groceries,True,False,0
1148,156.78,18,restaurant,True,False,0
1149,89.23,15,gas,True,False,0
1150,212.34,11,groceries,True,False,0
1151,123.45,16,restaurant,True,False,0
1152,67.45,8,gas,True,False,0
1153,189.23,13,groceries,True,False,0
1154,134.56,19,restaurant,True,False,0
1155,78.90,10,gas,True,False,0
1156,198.76,14,groceries,True,False,0
1157,145.67,17,restaurant,True,False,0
1158,89.23,9,gas,True,False,0
1159,234.56,12,groceries,True,False,0
1160,112.34,18,restaurant,True,False,0
1161,67.89,15,gas,True,False,0
1162,178.90,11,groceries,True,False,0
1163,167.89,16,restaurant,True,False,0
1164,78.90,8,gas,True,False,0
1165,145.67,13,groceries,True,False,0
1166,134.56,19,restaurant,True,False,0
1167,89.23,10,gas,True,False,0
1168,212.34,14,groceries,True,False,0
1169,156.78,17,restaurant,True,False,0
1170,67.45,9,gas,True,False,0
1171,189.23,12,groceries,True,False,0
1172,123.45,18,restaurant,True,False,0
1173,78.90,15,gas,True,False,0
1174,198.76,11,groceries,True,False,0
1175,145.67,16,restaurant,True,False,0
1176,89.23,8,gas,True,False,0
1177,234.56,13,groceries,True,False,0
1178,112.34,19,restaurant,True,False,0
1179,67.89,10,gas,True,False,0
1180,178.90,14,groceries,True,False,0
1181,167.89,17,restaurant,True,False,0
1182,78.90,9,gas,True,False,0
1183,145.67,12,groceries,True,False,0
1184,134.56,18,restaurant,True,False,0
1185,89.23,15,gas,True,False,0
1186,212.34,11,groceries,True,False,0
1187,156.78,16,restaurant,True,False,0
1188,67.45,8,gas,True,False,0
1189,189.23,13,groceries,True,False,0
1190,123.45,19,restaurant,True,False,0
1191,78.90,10,gas,True,False,0
1192,198.76,14,groceries,True,False,0
1193,145.67,17,restaurant,True,False,0
1194,89.23,9,gas,True,False,0
1195,234.56,12,groceries,True,False,0
1196,112.34,18,restaurant,True,False,0
1197,67.89,15,gas,True,False,0
1198,178.90,11,groceries,True,False,0
1199,167.89,16,restaurant,True,False,0
1200,78.90,8,gas,True,False,0
1201,145.67,13,groceries,True,False,0
1202,134.56,19,restaurant,True,False,0
1203,89.23,10,gas,True,False,0
1204,212.34,14,groceries,True,False,0
1205,156.78,17,restaurant,True,False,0
1206,67.45,9,gas,True,False,0
1207,189.23,12,groceries,True,False,0
1208,123.45,18,restaurant,True,False,0
1209,78.90,15,gas,True,False,0
1210,198.76,11,groceries,True,False,0
1211,145.67,16,restaurant,True,False,0
1212,89.23,8,gas,True,False,0
1213,234.56,13,groceries,True,False,0
1214,112.34,19,restaurant,True,False,0
1215,67.89,10,gas,True,False,0
1216,178.90,14,groceries,True,False,0
1217,167.89,17,restaurant,True,False,0
1218,78.90,9,gas,True,False,0
1219,145.67,12,groceries,True,False,0
1220,134.56,18,restaurant,True,False,0
1221,89.23,15,gas,True,False,0
1222,212.34,11,groceries,True,False,0
1223,156.78,16,restaurant,True,False,0
1224,67.45,8,gas,True,False,0
1225,189.23,13,groceries,True,False,0
1226,123.45,19,restaurant,True,False,0
1227,78.90,10,gas,True,False,0
1228,198.76,14,groceries,True,False,0
1229,145.67,17,restaurant,True,False,0
1230,89.23,9,gas,True,False,0
1231,234.56,12,groceries,True,False,0
1232,112.34,18,restaurant,True,False,0
1233,67.89,15,gas,True,False,0
1234,178.90,11,groceries,True,False,0
1235,167.89,16,restaurant,True,False,0
1236,78.90,8,gas,True,False,0
1237,145.67,13,groceries,True,False,0
1238,134.56,19,restaurant,True,False,0
1239,89.23,10,gas,True,False,0
1240,212.34,14,groceries,True,False,0
1241,156.78,17,restaurant,True,False,0
1242,67.45,9,gas,True,False,0
1243,189.23,12,groceries,True,False,0
1244,123.45,18,restaurant,True,False,0
1245,78.90,15,gas,True,False,0
1246,198.76,11,groceries,True,False,0
1247,145.67,16,restaurant,True,False,0
1248,89.23,8,gas,True,False,0
1249,234.56,13,groceries,True,False,0
1250,112.34,19,restaurant,True,False,0
1251,67.89,10,gas,True,False,0
1252,178.90,14,groceries,True,False,0
1253,167.89,17,restaurant,True,False,0
1254,78.90,9,gas,True,False,0
1255,145.67,12,groceries,True,False,0
1256,134.56,18,restaurant,True,False,0
1257,89.23,15,gas,True,False,0
1258,212.34,11,groceries,True,False,0
1259,156.78,16,restaurant,True,False,0
1260,67.45,8,gas,True,False,0
1261,189.23,13,groceries,True,False,0
1262,123.45,19,restaurant,True,False,0
1263,78.90,10,gas,True,False,0
1264,198.76,14,groceries,True,False,0
1265,145.67,17,restaurant,True,False,0
1266,89.23,9,gas,True,False,0
1267,234.56,12,groceries,True,False,0
1268,112.34,18,restaurant,True,False,0
1269,67.89,15,gas,True,False,0
1270,178.90,11,groceries,True,False,0
1271,167.89,16,restaurant,True,False,0
1272,78.90,8,gas,True,False,0
1273,145.67,13,groceries,True,False,0
1274,134.56,19,restaurant,True,False,0
1275,89.23,10,gas,True,False,0
1276,212.34,14,groceries,True,False,0
1277,156.78,17,restaurant,True,False,0
1278,67.45,9,gas,True,False,0
1279,189.23,12,groceries,True,False,0
1280,123.45,18,restaurant,True,False,0
1281,78.90,15,gas,True,False,0
1282,198.76,11,groceries,True,False,0
1283,145.67,16,restaurant,True,False,0
1284,89.23,8,gas,True,False,0
1285,234.56,13,groceries,True,False,0
1286,112.34,19,restaurant,True,False,0
1287,67.89,10,gas,True,False,0
1288,178.90,14,groceries,True,False,0
1289,167.89,17,restaurant,True,False,0
1290,78.90,9,gas,True,False,0
1291,145.67,12,groceries,True,False,0
1292,134.56,18,restaurant,True,False,0
1293,89.23,15,gas,True,False,0
1294,212.34,11,groceries,True,False,0
1295,156.78,16,restaurant,True,False,0
1296,67.45,8,gas,True,False,0
1297,189.23,13,groceries,True,False,0
1298,123.45,19,restaurant,True,False,0
1299,78.90,10,gas,True,False,0
1300,198.76,14,groceries,True,False,0
1301,145.67,17,restaurant,True,False,0
1302,89.23,9,gas,True,False,0
1303,234.56,12,groceries,True,False,0
1304,112.34,18,restaurant,True,False,0
1305,67.89,15,gas,True,False,0
1306,178.90,11,groceries,True,False,0
1307,167.89,16,restaurant,True,False,0
1308,78.90,8,gas,True,False,0
1309,145.67,13,groceries,True,False,0
1310,134.56,19,restaurant,True,False,0
1311,89.23,10,gas,True,False,0
1312,212.34,14,groceries,True,False,0
1313,156.78,17,restaurant,True,False,0
1314,67.45,9,gas,True,False,0
1315,189.23,12,groceries,True,False,0
1316,123.45,18,restaurant,True,False,0
1317,78.90,15,gas,True,False,0
1318,198.76,11,groceries,True,False,0
1319,145.67,16,restaurant,True,False,0
1320,89.23,8,gas,True,False,0
1321,234.56,13,groceries,True,False,0
1322,112.34,19,restaurant,True,False,0
1323,67.89,10,gas,True,False,0
1324,178.90,14,groceries,True,False,0
1325,167.89,17,restaurant,True,False,0
1326,78.90,9,gas,True,False,0
1327,145.67,12,groceries,True,False,0
1328,134.56,18,restaurant,True,False,0
1329,89.23,15,gas,True,False,0
1330,212.34,11,groceries,True,False,0
1331,156.78,16,restaurant,True,False,0
1332,67.45,8,gas,True,False,0
1333,189.23,13,groceries,True,False,0
1334,123.45,19,restaurant,True,False,0
1335,78.90,10,gas,True,False,0
1336,198.76,14,groceries,True,False,0
1337,145.67,17,restaurant,True,False,0
1338,89.23,9,gas,True,False,0
1339,234.56,12,groceries,True,False,0
1340,112.34,18,restaurant,True,False,0
1341,67.89,15,gas,True,False,0
1342,178.90,11,groceries,True,False,0
1343,167.89,16,restaurant,True,False,0
1344,78.90,8,gas,True,False,0
1345,145.67,13,groceries,True,False,0
1346,134.56,19,restaurant,True,False,0
1347,89.23,10,gas,True,False,0
1348,212.34,14,groceries,True,False,0
1349,156.78,17,restaurant,True,False,0
1350,67.45,9,gas,True,False,0
1351,189.23,12,groceries,True,False,0
1352,123.45,18,restaurant,True,False,0
1353,78.90,15,gas,True,False,0
1354,198.76,11,groceries,True,False,0
1355,145.67,16,restaurant,True,False,0
1356,89.23,8,gas,True,False,0
1357,234.56,13,groceries,True,False,0
1358,112.34,19,restaurant,True,False,0
1359,67.89,10,gas,True,False,0
1360,178.90,14,groceries,True,False,0
1361,167.89,17,restaurant,True,False,0
1362,78.90,9,gas,True,False,0
1363,145.67,12,groceries,True,False,0
1364,134.56,18,restaurant,True,False,0
1365,89.23,15,gas,True,False,0
1366,212.34,11,groceries,True,False,0
1367,156.78,16,restaurant,True,False,0
1368,67.45,8,gas,True,False,0
1369,189.23,13,groceries,True,False,0
1370,123.45,19,restaurant,True,False,0
1371,78.90,10,gas,True,False,0
1372,198.76,14,groceries,True,False,0
1373,145.67,17,restaurant,True,False,0
1374,89.23,9,gas,True,False,0
1375,234.56,12,groceries,True,False,0
1376,112.34,18,restaurant,True,False,0
1377,67.89,15,gas,True,False,0
1378,178.90,11,groceries,True,False,0
1379,167.89,16,restaurant,True,False,0
1380,78.90,8,gas,True,False,0
1381,145.67,13,groceries,True,False,0
1382,134.56,19,restaurant,True,False,0
1383,89.23,10,gas,True,False,0
1384,212.34,14,groceries,True,False,0
1385,156.78,17,restaurant,True,False,0
1386,67.45,9,gas,True,False,0
1387,189.23,12,groceries,True,False,0
1388,123.45,18,restaurant,True,False,0
1389,78.90,15,gas,True,False,0
1390,198.76,11,groceries,True,False,0
1391,145.67,16,restaurant,True,False,0
1392,89.23,8,gas,True,False,0
1393,234.56,13,groceries,True,False,0
1394,112.34,19,restaurant,True,False,0
1395,67.89,10,gas,True,False,0
1396,178.90,14,groceries,True,False,0
1397,167.89,17,restaurant,True,False,0
1398,78.90,9,gas,True,False,0
1399,145.67,12,groceries,True,False,0
1400,134.56,18,restaurant,True,False,0
1401,89.23,15,gas,True,False,0
1402,212.34,11,groceries,True,False,0
1403,156.78,16,restaurant,True,False,0
1404,67.45,8,gas,True,False,0
1405,189.23,13,groceries,True,False,0
1406,123.45,19,restaurant,True,False,0
1407,78.90,10,gas,True,False,0
1408,198.76,14,groceries,True,False,0
1409,145.67,17,restaurant,True,False,0
1410,89.23,9,gas,True,False,0
1411,234.56,12,groceries,True,False,0
1412,112.34,18,restaurant,True,False,0
1413,67.89,15,gas,True,False,0
1414,178.90,11,groceries,True,False,0
1415,167.89,16,restaurant,True,False,0
1416,78.90,8,gas,True,False,0
1417,145.67,13,groceries,True,False,0
1418,134.56,19,restaurant,True,False,0
1419,89.23,10,gas,True,False,0
1420,212.34,14,groceries,True,False,0
1421,156.78,17,restaurant,True,False,0
1422,67.45,9,gas,True,False,0
1423,189.23,12,groceries,True,False,0
1424,123.45,18,restaurant,True,False,0
1425,78.90,15,gas,True,False,0
1426,198.76,11,groceries,True,False,0
1427,145.67,16,restaurant,True,False,0
1428,89.23,8,gas,True,False,0
1429,234.56,13,groceries,True,False,0
1430,112.34,19,restaurant,True,False,0
1431,67.89,10,gas,True,False,0
1432,178.90,14,groceries,True,False,0
1433,167.89,17,restaurant,True,False,0
1434,78.90,9,gas,True,False,0
1435,145.67,12,groceries,True,False,0
1436,134.56,18,restaurant,True,False,0
1437,89.23,15,gas,True,False,0
1438,212.34,11,groceries,True,False,0
1439,156.78,16,restaurant,True,False,0
1440,67.45,8,gas,True,False,0
1441,189.23,13,groceries,True,False,0
1442,123.45,19,restaurant,True,False,0
1443,78.90,10,gas,True,False,0
1444,198.76,14,groceries,True,False,0
1445,145.67,17,restaurant,True,False,0
1446,89.23,9,gas,True,False,0
1447,234.56,12,groceries,True,False,0
1448,112.34,18,restaurant,True,False,0
1449,67.89,15,gas,True,False,0
1450,178.90,11,groceries,True,False,0
1451,167.89,16,restaurant,True,False,0
1452,78.90,8,gas,True,False,0
1453,145.67,13,groceries,True,False,0
1454,134.56,19,restaurant,True,False,0
1455,89.23,10,gas,True,False,0
1456,212.34,14,groceries,True,False,0
1457,156.78,17,restaurant,True,False,0
1458,67.45,9,gas,True,False,0
1459,189.23,12,groceries,True,False,0
1460,123.45,18,restaurant,True,False,0
1461,78.90,15,gas,True,False,0
1462,198.76,11,groceries,True,False,0
1463,145.67,16,restaurant,True,False,0
1464,89.23,8,gas,True,False,0
1465,234.56,13,groceries,True,False,0
1466,112.34,19,restaurant,True,False,0
1467,67.89,10,gas,True,False,0
1468,178.90,14,groceries,True,False,0
1469,167.89,17,restaurant,True,False,0
1470,78.90,9,gas,True,False,0
1471,145.67,12,groceries,True,False,0
1472,134.56,18,restaurant,True,False,0
1473,89.23,15,gas,True,False,0
1474,212.34,11,groceries,True,False,0
1475,156.78,16,restaurant,True,False,0
1476,67.45,8,gas,True,False,0
1477,189.23,13,groceries,True,False,0
1478,123.45,19,restaurant,True,False,0
1479,78.90,10,gas,True,False,0
1480,198.76,14,groceries,True,False,0
1481,145.67,17,restaurant,True,False,0
1482,89.23,9,gas,True,False,0
1483,234.56,12,groceries,True,False,0
1484,112.34,18,restaurant,True,False,0
1485,67.89,15,gas,True,False,0
1486,178.90,11,groceries,True,False,0
1487,167.89,16,restaurant,True,False,0
1488,78.90,8,gas,True,False,0
1489,145.67,13,groceries,True,False,0
1490,134.56,19,restaurant,True,False,0
1491,89.23,10,gas,True,False,0
1492,212.34,14,groceries,True,False,0
1493,156.78,17,restaurant,True,False,0
1494,67.45,9,gas,True,False,0
1495,189.23,12,groceries,True,False,0
1496,123.45,18,restaurant,True,False,0
1497,78.90,15,gas,True,False,0
1498,198.76,11,groceries,True,False,0
1499,145.67,16,restaurant,True,False,0
1500,89.23,8,gas,True,False,0
1501,234.56,13,groceries,True,False,0
1502,112.34,19,restaurant,True,False,0
1503,67.89,10,gas,True,False,0
1504,178.90,14,groceries,True,False,0
1505,167.89,17,restaurant,True,False,0
1506,78.90,9,gas,True,False,0
1507,145.67,12,groceries,True,False,0
1508,134.56,18,restaurant,True,False,0
1509,89.23,15,gas,True,False,0
1510,212.34,11,groceries,True,False,0
1511,156.78,16,restaurant,True,False,0
1512,67.45,8,gas,True,False,0
1513,189.23,13,groceries,True,False,0
1514,123.45,19,restaurant,True,False,0
1515,78.90,10,gas,True,False,0
1516,198.76,14,groceries,True,False,0
1517,145.67,17,restaurant,True,False,0
1518,89.23,9,gas,True,False,0
1519,234.56,12,groceries,True,False,0
1520,112.34,18,restaurant,True,False,0
1521,67.89,15,gas,True,False,0
1522,178.90,11,groceries,True,False,0
1523,167.89,16,restaurant,True,False,0
1524,78.90,8,gas,True,False,0
1525,145.67,13,groceries,True,False,0
1526,134.56,19,restaurant,True,False,0
1527,89.23,10,gas,True,False,0
1528,212.34,14,groceries,True,False,0
1529,156.78,17,restaurant,True,False,0
1530,67.45,9,gas,True,False,0
1531,189.23,12,groceries,True,False,0
1532,123.45,18,restaurant,True,False,0
1533,78.90,15,gas,True,False,0
1534,198.76,11,groceries,True,False,0
1535,145.67,16,restaurant,True,False,0
1536,89.23,8,gas,True,False,0
1537,234.56,13,groceries,True,False,0
1538,112.34,19,restaurant,True,False,0
1539,67.89,10,gas,True,False,0
1540,178.90,14,groceries,True,False,0
1541,167.89,17,restaurant,True,False,0
1542,78.90,9,gas,True,False,0
1543,145.67,12,groceries,True,False,0
1544,134.56,18,restaurant,True,False,0
1545,89.23,15,gas,True,False,0
1546,212.34,11,groceries,True,False,0
1547,156.78,16,restaurant,True,False,0
1548,67.45,8,gas,True,False,0
1549,189.23,13,groceries,True,False,0
1550,123.45,19,restaurant,True,False,0
1551,78.90,10,gas,True,False,0
1552,198.76,14,groceries,True,False,0
1553,145.67,17,restaurant,True,False,0
1554,89.23,9,gas,True,False,0
1555,234.56,12,groceries,True,False,0
1556,112.34,18,restaurant,True,False,0
1557,67.89,15,gas,True,False,0
1558,178.90,11,groceries,True,False,0
1559,167.89,16,restaurant,True,False,0
1560,78.90,8,gas,True,False,0
1561,145.67,13,groceries,True,False,0
1562,134.56,19,restaurant,True,False,0
