customer_id,transaction_amount,timestamp,region
CORP_12345,1523.45,2024-01-15T09:23:11,North
CORP_12345,892.30,2024-01-15T09:45:22,North
CORP_12345,2156.78,2024-01-15T10:12:45,West
CORP_12345,445.90,2024-01-15T11:34:22,North
CORP_12345,3421.56,2024-01-15T12:45:33,East
CORP_12345,678.23,2024-01-15T13:22:11,North
CORP_12345,1890.45,2024-01-15T14:11:55,Central
CORP_12345,2345.67,2024-01-15T15:33:44,North
CORP_12345,987.12,2024-01-15T16:22:33,West
CORP_12345,1234.89,2024-01-15T17:44:22,North
CORP_12345,3456.78,2024-01-15T18:11:11,South
CORP_12345,567.90,2024-01-15T19:33:55,North
CORP_12345,2890.34,2024-01-15T20:22:44,East
CORP_12345,1456.78,2024-01-15T21:11:33,North
CORP_12345,789.23,2024-01-16T08:45:22,Central
CORP_12345,3245.67,2024-01-16T09:33:11,North
CORP_12345,1123.45,2024-01-16T10:22:55,West
CORP_12345,2567.89,2024-01-16T11:11:44,North
CORP_12345,890.12,2024-01-16T12:45:33,South
CORP_12345,1678.90,2024-01-16T13:33:22,North
CORP_12345,3890.45,2024-01-16T14:22:11,East
CORP_12345,567.34,2024-01-16T15:11:55,North
CORP_12345,2123.78,2024-01-16T16:45:44,Central
CORP_12345,1456.23,2024-01-16T17:33:33,North
CORP_12345,3678.90,2024-01-16T18:22:22,West
CORP_12345,890.45,2024-01-16T19:11:11,North
CORP_12345,2345.12,2024-01-16T20:45:55,South
CORP_12345,1567.89,2024-01-16T21:33:44,North
CORP_12345,3123.45,2024-01-17T08:22:33,East
CORP_12345,678.90,2024-01-17T09:11:22,North
CORP_12345,2456.78,2024-01-17T10:45:11,Central
CORP_12345,1234.56,2024-01-17T11:33:55,North
CORP_12345,3567.89,2024-01-17T12:22:44,West
CORP_12345,890.23,2024-01-17T13:11:33,North
CORP_12345,2678.45,2024-01-17T14:45:22,South
CORP_12345,1456.78,2024-01-17T15:33:11,North
CORP_12345,3890.12,2024-01-17T16:22:55,East
CORP_12345,567.89,2024-01-17T17:11:44,North
CORP_12345,2234.56,2024-01-17T18:45:33,Central
CORP_12345,1678.90,2024-01-17T19:33:22,North
ENTERPRISE_9876,4523.78,2024-01-15T09:15:33,East
ENTERPRISE_9876,3421.88,2024-01-15T10:22:44,South
ENTERPRISE_9876,5678.90,2024-01-15T11:33:55,East
ENTERPRISE_9876,2345.67,2024-01-15T12:44:11,Central
ENTERPRISE_9876,6789.12,2024-01-15T13:55:22,East
ENTERPRISE_9876,1234.56,2024-01-15T14:11:33,West
ENTERPRISE_9876,4567.89,2024-01-15T15:22:44,East
ENTERPRISE_9876,3890.23,2024-01-15T16:33:55,North
ENTERPRISE_9876,5234.67,2024-01-15T17:44:11,East
ENTERPRISE_9876,2678.90,2024-01-15T18:55:22,South
ENTERPRISE_9876,6123.45,2024-01-15T19:11:33,East
ENTERPRISE_9876,1567.89,2024-01-15T20:22:44,Central
ENTERPRISE_9876,4890.12,2024-01-16T08:33:55,East
ENTERPRISE_9876,3234.56,2024-01-16T09:44:11,West
ENTERPRISE_9876,5567.89,2024-01-16T10:55:22,East
ENTERPRISE_9876,2456.78,2024-01-16T11:11:33,North
ENTERPRISE_9876,6890.23,2024-01-16T12:22:44,East
ENTERPRISE_9876,1345.67,2024-01-16T13:33:55,South
ENTERPRISE_9876,4678.90,2024-01-16T14:44:11,East
ENTERPRISE_9876,3567.12,2024-01-16T15:55:22,Central
ENTERPRISE_9876,5890.45,2024-01-16T16:11:33,East
ENTERPRISE_9876,2234.78,2024-01-16T17:22:44,West
ENTERPRISE_9876,6456.89,2024-01-16T18:33:55,East
ENTERPRISE_9876,1678.90,2024-01-16T19:44:11,North
ENTERPRISE_9876,4234.56,2024-01-17T08:55:22,East
ENTERPRISE_9876,3890.67,2024-01-17T09:11:33,South
ENTERPRISE_9876,5456.78,2024-01-17T10:22:44,East
ENTERPRISE_9876,2678.12,2024-01-17T11:33:55,Central
ENTERPRISE_9876,6234.56,2024-01-17T12:44:11,East
ENTERPRISE_9876,1456.89,2024-01-17T13:55:22,West
ENTERPRISE_9876,4890.23,2024-01-17T14:11:33,East
ENTERPRISE_9876,3123.67,2024-01-17T15:22:44,North
ENTERPRISE_9876,5678.90,2024-01-17T16:33:55,East
ENTERPRISE_9876,2345.12,2024-01-17T17:44:11,South
ENTERPRISE_9876,6567.89,2024-01-17T18:55:22,East
ENTERPRISE_9876,1234.78,2024-01-17T19:11:33,Central
BIGCLIENT_5555,7890.45,2024-01-15T09:12:22,West
BIGCLIENT_5555,3456.78,2024-01-15T10:23:33,Central
BIGCLIENT_5555,8234.56,2024-01-15T11:34:44,West
BIGCLIENT_5555,2567.89,2024-01-15T12:45:55,North
BIGCLIENT_5555,9123.45,2024-01-15T13:56:11,West
BIGCLIENT_5555,1890.67,2024-01-15T14:12:22,South
BIGCLIENT_5555,7456.78,2024-01-15T15:23:33,West
BIGCLIENT_5555,3234.90,2024-01-15T16:34:44,East
BIGCLIENT_5555,8567.12,2024-01-15T17:45:55,West
BIGCLIENT_5555,2123.45,2024-01-15T18:56:11,Central
BIGCLIENT_5555,9456.78,2024-01-15T19:12:22,West
BIGCLIENT_5555,1567.90,2024-01-15T20:23:33,North
BIGCLIENT_5555,7234.56,2024-01-16T08:34:44,West
BIGCLIENT_5555,3890.12,2024-01-16T09:45:55,South
BIGCLIENT_5555,8123.45,2024-01-16T10:56:11,West
BIGCLIENT_5555,2678.78,2024-01-16T11:12:22,East
BIGCLIENT_5555,9890.23,2024-01-16T12:23:33,West
BIGCLIENT_5555,1234.67,2024-01-16T13:34:44,Central
BIGCLIENT_5555,7678.90,2024-01-16T14:45:55,West
BIGCLIENT_5555,3456.12,2024-01-16T15:56:11,North
BIGCLIENT_5555,8890.45,2024-01-16T16:12:22,West
BIGCLIENT_5555,2345.78,2024-01-16T17:23:33,South
BIGCLIENT_5555,9234.56,2024-01-16T18:34:44,West
BIGCLIENT_5555,1678.90,2024-01-16T19:45:55,East
BIGCLIENT_5555,7123.45,2024-01-17T08:56:11,West
BIGCLIENT_5555,3567.67,2024-01-17T09:12:22,Central
BIGCLIENT_5555,8456.78,2024-01-17T10:23:33,West
BIGCLIENT_5555,2890.12,2024-01-17T11:34:44,North
BIGCLIENT_5555,9567.89,2024-01-17T12:45:55,West
BIGCLIENT_5555,1345.23,2024-01-17T13:56:11,South
BIGCLIENT_5555,7890.67,2024-01-17T14:12:22,West
BIGCLIENT_5555,3234.78,2024-01-17T15:23:33,East
BIGCLIENT_5555,8234.90,2024-01-17T16:34:44,West
BIGCLIENT_5555,2456.12,2024-01-17T17:45:55,Central
BIGCLIENT_5555,9123.56,2024-01-17T18:56:11,West
BIGCLIENT_5555,1567.89,2024-01-17T19:12:22,North
CUST_00123,45.99,2024-01-15T10:12:33,South
CUST_00456,123.45,2024-01-15T11:23:44,North
CUST_00789,234.56,2024-01-15T12:34:55,East
CUST_01234,89.90,2024-01-15T13:45:11,West
CUST_01567,156.78,2024-01-15T14:56:22,Central
CUST_01890,267.89,2024-01-15T15:12:33,South
CUST_02123,345.90,2024-01-15T16:23:44,North
CUST_02456,78.45,2024-01-15T17:34:55,East
CUST_02789,189.67,2024-01-15T18:45:11,West
CUST_03012,256.78,2024-01-15T19:56:22,Central
CUST_03345,423.90,2024-01-16T08:12:33,South
CUST_03678,167.45,2024-01-16T09:23:44,North
CUST_03901,289.56,2024-01-16T10:34:55,East
CUST_04234,112.34,2024-01-16T11:45:11,West
CUST_04567,345.67,2024-01-16T12:56:22,Central
CUST_04890,456.78,2024-01-16T13:12:33,South
CUST_05123,78.90,2024-01-16T14:23:44,North
CUST_05456,234.12,2024-01-16T15:34:55,East
CUST_05789,567.89,2024-01-16T16:45:11,West
CUST_06012,123.45,2024-01-16T17:56:22,Central
CUST_06345,345.67,2024-01-17T08:12:33,South
CUST_06678,89.23,2024-01-17T09:23:44,North
