H001,1609459200,55.3
H002,1609459201,62.1
H003,1609459202,58.7
H001,1609459203,55.8
H004,1609459204,61.2
H005,1609459205,48.5
H006,1609459206,71.3
H007,1609459207,45.2
H008,1609459208,67.8
H009,1609459209,52.4
H010,1609459210,59.1
H001,1609459211,56.2
H002,1609459212,63.5
H003,1609459213,57.9
H004,1609459214,60.8
H005,1609459215,49.3
H006,1609459216,70.5
H007,1609459217,46.1
H008,1609459218,68.2
H009,1609459219,53.7
H010,1609459220,58.4
H001,1609459221,54.9
H002,1609459222,61.8
H003,1609459223,59.2
H004,1609459224,62.4
H005,1609459225,47.8
H006,1609459226,72.1
H007,1609459227,44.6
H008,1609459228,66.9
H009,1609459229,51.3
H010,1609459230,60.2
H001,1609459231,55.7
H002,1609459232,63.9
H003,1609459233,58.1
H004,1609459234,61.5
H005,1609459235,48.9
H006,1609459236,71.7
H007,1609459237,45.8
H008,1609459238,67.4
H009,1609459239,52.8
H010,1609459240,59.6
H001,1609459241,56.4
H002,1609459242,62.7
H003,1609459243,57.3
H004,1609459244,60.1
H005,1609459245,49.7
H006,1609459246,70.9
H007,1609459247,46.5
H008,1609459248,68.6
H009,1609459249,53.2
H010,1609459250,58.8
H001,1609459251,55.1
H002,1609459252,61.3
H003,1609459253,59.5
H004,1609459254,62.9
H005,1609459255,48.2
H006,1609459256,72.4
H007,1609459257,44.9
H008,1609459258,66.5
H009,1609459259,51.8
H010,1609459260,60.7
H001,1609459261,56.8
H002,1609459262,64.2
H003,1609459263,57.6
H004,1609459264,61.9
H005,1609459265,49.1
H006,1609459266,71.2
H007,1609459267,45.4
H008,1609459268,67.1
H009,1609459269,52.6
H010,1609459270,59.3
H001,1609459271,55.5
H002,1609459272,62.4
H003,1609459273,58.9
H004,1609459274,60.5
H005,1609459275,48.7
H006,1609459276,70.1
H007,1609459277,46.9
H008,1609459278,68.9
H009,1609459279,53.5
H010,1609459280,58.2
H001,1609459281,54.7
H002,1609459282,61.6
H003,1609459283,59.8
H004,1609459284,63.1
H005,1609459285,47.5
H006,1609459286,72.8
H007,1609459287,44.3
H008,1609459288,66.2
H009,1609459289,51.5
H010,1609459290,60.4
H001,1609459291,56.1
H002,1609459292,63.7
H003,1609459293,57.4
H004,1609459294,61.7
H005,1609459295,49.5
H006,1609459296,71.5
H007,1609459297,45.7
H008,1609459298,67.6
H009,1609459299,52.1
H010,1609459300,59.9
H001,1609459301,55.9
H002,1609459302,62.8
H003,1609459303,58.5
H004,1609459304,60.9
H005,1609459305,48.1
H006,1609459306,70.7
H007,1609459307,46.3
H008,1609459308,68.4
H009,1609459309,53.9
H010,1609459310,58.6
H001,1609459311,54.4
H002,1609459312,61.1
H003,1609459313,59.4
H004,1609459314,62.6
H005,1609459315,47.9
H006,1609459316,72.3
H007,1609459317,44.8
H008,1609459318,66.7
H009,1609459319,51.7
H010,1609459320,60.3
H001,1609459321,56.6
H002,1609459322,64.1
H003,1609459323,57.8
H004,1609459324,61.4
H005,1609459325,49.4
H006,1609459326,71.8
H007,1609459327,45.1
H008,1609459328,67.9
H009,1609459329,52.9
H010,1609459330,59.7
H001,1609459331,55.2
H002,1609459332,62.3
H003,1609459333,58.3
H004,1609459334,60.6
H005,1609459335,48.6
H006,1609459336,70.4
