P001,1609459200,101.3
P002,1609459201,99.7
P003,1609459202,102.1
P001,1609459203,101.5
P004,1609459204,98.9
P005,1609459205,100.2
P006,1609459206,103.4
P007,1609459207,97.8
P008,1609459208,101.9
P002,1609459209,99.3
P003,1609459210,102.5
P009,1609459211,100.8
P010,1609459212,98.5
P001,1609459213,101.7
P004,1609459214,99.1
P005,1609459215,100.6
P006,1609459216,103.1
P007,1609459217,97.5
P008,1609459218,102.2
P002,1609459219,99.8
P003,1609459220,102.8
P009,1609459221,101.1
P010,1609459222,98.2
P001,1609459223,101.4
P004,1609459224,99.4
P005,1609459225,100.3
P006,1609459226,103.6
P007,1609459227,97.9
P008,1609459228,102.0
P002,1609459229,99.5
P003,1609459230,102.3
P009,1609459231,100.9
P010,1609459232,98.7
P001,1609459233,101.6
P004,1609459234,99.2
P005,1609459235,100.5
P006,1609459236,103.3
P007,1609459237,97.6
P008,1609459238,102.4
P002,1609459239,99.9
P003,1609459240,102.6
P009,1609459241,101.0
P010,1609459242,98.4
P001,1609459243,101.8
P004,1609459244,99.6
P005,1609459245,100.7
P006,1609459246,103.5
P007,1609459247,97.7
P008,1609459248,102.1
P002,1609459249,99.4
P003,1609459250,102.7
P009,1609459251,101.2
P010,1609459252,98.6
P001,1609459253,101.5
P004,1609459254,99.3
P005,1609459255,100.4
P006,1609459256,103.2
P007,1609459257,97.8
P008,1609459258,102.3
P002,1609459259,99.6
P003,1609459260,102.4
P009,1609459261,100.8
P010,1609459262,98.3
P001,1609459263,101.7
P004,1609459264,99.5
P005,1609459265,100.6
P006,1609459266,103.4
P007,1609459267,97.9
P008,1609459268,102.2
P002,1609459269,99.7
P003,1609459270,102.5
P009,1609459271,101.1
P010,1609459272,98.5
P001,1609459273,101.4
P004,1609459274,99.1
P005,1609459275,100.3
P006,1609459276,103.1
P007,1609459277,97.6
P008,1609459278,102.0
P002,1609459279,99.8
P003,1609459280,102.6
P009,1609459281,100.9
P010,1609459282,98.7
P001,1609459283,101.6
P004,1609459284,99.4
P005,1609459285,100.5
P006,1609459286,103.3
P007,1609459287,97.7
P008,1609459288,102.4
P002,1609459289,99.5
P003,1609459290,102.3
P009,1609459291,101.0
P010,1609459292,98.4
P001,1609459293,101.8
P004,1609459294,99.2
P005,1609459295,100.7
P006,1609459296,103.5
P007,1609459297,97.8
P008,1609459298,102.1
P002,1609459299,99.9
P003,1609459300,102.7
P009,1609459301,101.2
P010,1609459302,98.6
P001,1609459303,101.5
P004,1609459304,99.3
P005,1609459305,100.4
P006,1609459306,103.2
P007,1609459307,97.9
P008,1609459308,102.3
P002,1609459309,99.6
P003,1609459310,102.4
P009,1609459311,100.8
P010,1609459312,98.5
P001,1609459313,101.7
P004,1609459314,99.5
P005,1609459315,100.6
P006,1609459316,103.4
P007,1609459317,97.7
P008,1609459318,102.2
P002,1609459319,99.8
P003,1609459320,102.5
P009,1609459321,101.1
P010,1609459322,98.4
P001,1609459323,101.4
P004,1609459324,99.1
P005,1609459325,100.3
P006,1609459326,103.1
P007,1609459327,97.6
P008,1609459328,102.0
P002,1609459329,99.7
P003,1609459330,102.6
P009,1609459331,100.9
P010,1609459332,98.7
